date,item,buy,sell,repay,prev,balance
2020-07-03,融券(交易單位),38644,62758,3435,789964,810643
2020-07-03,融資(交易單位),421147,381893,4441,6450050,6484863
2020-07-03,融資金額(仟元),11085893,10763245,99239,126921751,127145160
