date,item,buy,sell,repay,prev,balance
2023-06-02,融券(交易單位),25537,26656,5389,332522,328252
2023-06-02,融資(交易單位),394654,400709,7045,7412699,7399599
2023-06-02,融資金額(仟元),13886104,13526606,191818,184106790,184274470
