date,item,buy,sell,repay,prev,balance
2021-07-16,融券(交易單位),32207,51867,8181,398596,410075
2021-07-16,融資(交易單位),507297,484743,5193,9702725,9720086
2021-07-16,融資金額(仟元),21789536,22393332,186731,296479307,295688780
