date,item,buy,sell,repay,prev,balance
2017-11-10,融券(交易單位),41580,45483,2460,576469,577912
2017-11-10,融資(交易單位),303451,273711,5201,9120857,9145396
2017-11-10,融資金額(仟元),6677137,6070952,132859,167827546,168300872
