date,item,buy,sell,repay,prev,balance
2019-12-16,融券(交易單位),24005,46151,2344,655263,675065
2019-12-16,融資(交易單位),339077,288055,6953,7362247,7406316
2019-12-16,融資金額(仟元),7538185,6066871,166234,141443224,142748303
