date,item,buy,sell,repay,prev,balance
2015-04-22,融券(交易單位),25925,41953,753,218938,234212
2015-04-22,融資(交易單位),314277,309337,10783,11749619,11743776
2015-04-22,融資金額(仟元),6817173,6959174,186271,214448146,214119874
