date,item,buy,sell,repay,prev,balance
2025-06-26,融券(交易單位),15689,17652,11653,234735,225045
2025-06-26,融資(交易單位),187226,190009,4068,6768558,6761707
2025-06-26,融資金額(仟元),10143724,9458840,155401,224189539,224719022
