date,item,buy,sell,repay,prev,balance
2017-09-14,融券(交易單位),20775,40448,5721,516950,530902
2017-09-14,融資(交易單位),323792,292450,9847,9106106,9127601
2017-09-14,融資金額(仟元),7390004,6353481,124306,162431989,163344206
