date,item,buy,sell,repay,prev,balance
2025-10-15,融券(交易單位),30643,31319,1287,308532,307921
2025-10-15,融資(交易單位),294477,241367,13739,7330044,7369415
2025-10-15,融資金額(仟元),17975916,12403193,666377,275345144,280251490
