date,item,buy,sell,repay,prev,balance
2020-04-15,融券(交易單位),28891,62606,2359,575877,607233
2020-04-15,融資(交易單位),382152,357242,11648,5684308,5697570
2020-04-15,融資金額(仟元),9010036,8268377,134630,97272061,97879089
