date,item,buy,sell,repay,prev,balance
2025-03-06,融券(交易單位),20281,34525,4169,284400,294475
2025-03-06,融資(交易單位),254502,249756,3136,8264384,8265994
2025-03-06,融資金額(仟元),12498507,11771561,150799,328033352,328609499
