date,item,buy,sell,repay,prev,balance
2021-01-07,融券(交易單位),47663,43930,5912,1122519,1112874
2021-01-07,融資(交易單位),541651,507602,3892,8728062,8758219
2021-01-07,融資金額(仟元),16065121,13003443,129977,188915691,191847391
