date,item,buy,sell,repay,prev,balance
2023-07-28,融券(交易單位),23987,29854,3447,298812,301232
2023-07-28,融資(交易單位),324624,326079,6250,7635401,7627696
2023-07-28,融資金額(仟元),15648991,13484826,280416,222308480,224192229
