date,item,buy,sell,repay,prev,balance
2017-03-23,融券(交易單位),32625,25500,4282,402767,391360
2017-03-23,融資(交易單位),432742,399149,3984,8942793,8972402
2017-03-23,融資金額(仟元),8197050,7212360,88053,142965857,143862494
