date,item,buy,sell,repay,prev,balance
2016-11-28,融券(交易單位),23763,33196,2043,486944,494334
2016-11-28,融資(交易單位),335574,301156,10590,8438955,8462782
2016-11-28,融資金額(仟元),5160778,4892685,122395,127528604,127674302
