date,item,buy,sell,repay,prev,balance
2023-02-09,融券(交易單位),11609,15658,2635,539691,541105
2023-02-09,融資(交易單位),198531,186412,7160,6435681,6440640
2023-02-09,融資金額(仟元),8286905,7420291,220508,156369230,157015335
