date,item,buy,sell,repay,prev,balance
2020-08-20,融券(交易單位),120706,62726,2839,686890,626071
2020-08-20,融資(交易單位),530653,675150,7251,7311882,7160134
2020-08-20,融資金額(仟元),11804458,17041271,268027,149695150,144190310
