date,item,buy,sell,repay,prev,balance
2025-03-13,融券(交易單位),30638,19205,3241,250169,235495
2025-03-13,融資(交易單位),263414,282058,5050,8319524,8295830
2025-03-13,融資金額(仟元),11052335,12091624,240616,327694493,326414588
