date,item,buy,sell,repay,prev,balance
2023-01-04,融券(交易單位),19388,23844,9998,618048,612506
2023-01-04,融資(交易單位),172430,185630,10210,6870639,6847229
2023-01-04,融資金額(仟元),5227932,4699582,244246,165795086,166079190
