date,item,buy,sell,repay,prev,balance
2021-07-05,融券(交易單位),36669,32745,6785,479057,468348
2021-07-05,融資(交易單位),791608,673354,4963,9753692,9866983
2021-07-05,融資金額(仟元),36571256,27516017,124431,289131431,298062239
