date,item,buy,sell,repay,prev,balance
2015-05-06,融券(交易單位),38394,42295,1014,357857,360743
2015-05-06,融資(交易單位),360630,346672,11446,11897339,11899851
2015-05-06,融資金額(仟元),7231843,6762073,243213,214512141,214738698
