date,item,buy,sell,repay,prev,balance
2017-06-15,融券(交易單位),24375,36572,4685,375764,383276
2017-06-15,融資(交易單位),204754,190891,7255,8596216,8602824
2017-06-15,融資金額(仟元),3886523,3639007,108661,142435491,142574346
