date,item,buy,sell,repay,prev,balance
2022-01-12,融券(交易單位),38402,41329,2645,454602,454884
2022-01-12,融資(交易單位),289218,311607,7485,9262098,9232224
2022-01-12,融資金額(仟元),10039727,11335599,265012,278684857,277123972
