date,item,buy,sell,repay,prev,balance
2016-08-15,融券(交易單位),30053,43175,1195,372171,384098
2016-08-15,融資(交易單位),283248,328830,11415,8595988,8538990
2016-08-15,融資金額(仟元),4981351,5445991,215489,133285491,132605362
