date,item,buy,sell,repay,prev,balance
2016-12-29,融券(交易單位),19286,20928,686,450476,451432
2016-12-29,融資(交易單位),177374,151800,6734,8695530,8714370
2016-12-29,融資金額(仟元),2961919,2471566,107040,132609557,132992870
