date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-06-11,00406A,主動中信台灣收益,twse,9.75,9.86,9.34,9.64,118560040,1142089507,-0.05,,746562000,24456,,,1
2026-06-12,00406A,主動中信台灣收益,twse,9.98,10.06,9.82,9.86,57534306,571477405,0.22,,750062000,8622,,,1
2026-06-15,00406A,主動中信台灣收益,twse,10.03,10.13,10.00,10.07,63666999,641054990,0.21,,742062000,6104,,,1
2026-06-16,00406A,主動中信台灣收益,twse,10.20,10.20,10.07,10.08,31890775,322692174,0.01,,711062000,4462,,,1
2026-06-17,00406A,主動中信台灣收益,twse,10.05,10.14,10.01,10.13,24248920,244195809,0.05,,704562000,3977,,,1
2026-06-18,00406A,主動中信台灣收益,twse,10.19,10.32,10.14,10.29,37874323,388666292,0.16,,695062000,4063,,,1
2026-06-22,00406A,主動中信台灣收益,twse,10.50,10.60,10.45,10.60,32107362,338682548,0.31,,686562000,4702,,,1
2026-06-23,00406A,主動中信台灣收益,twse,10.67,10.68,10.30,10.30,47826571,498559511,-0.3,,709062000,9924,,,1
2026-06-24,00406A,主動中信台灣收益,twse,10.17,10.26,10.01,10.21,41919926,424506494,-0.09,,733562000,8554,,,1
2026-06-25,00406A,主動中信台灣收益,twse,10.31,10.36,10.17,10.28,23372728,240381311,0.07,,733562000,3138,,,1
2026-06-26,00406A,主動中信台灣收益,twse,10.20,10.24,9.82,9.83,60694952,605258209,-0.45,,770062000,15392,,,1
2026-06-29,00406A,主動中信台灣收益,twse,9.93,10.00,9.79,9.85,21545932,212925209,0.02,,775562000,4951,,,1
2026-06-30,00406A,主動中信台灣收益,twse,10.01,10.24,10.01,10.24,24778091,251472985,0.39,,771062000,3145,,,1
2026-07-01,00406A,主動中信台灣收益,twse,10.39,10.45,10.28,10.42,34174644,355357428,0.18,,750062000,3810,,,1
2026-07-02,00406A,主動中信台灣收益,twse,10.24,10.42,10.17,10.41,18744323,193709927,-0.01,,735562000,2484,,,1
2026-07-03,00406A,主動中信台灣收益,twse,10.34,10.52,10.20,10.48,20438763,212665007,0.07,,735062000,2611,,,1
2026-07-06,00406A,主動中信台灣收益,twse,10.55,10.57,10.17,10.23,17193077,177313613,-0.25,,736562000,4257,,,1
2026-07-07,00406A,主動中信台灣收益,twse,10.24,10.26,9.83,9.86,37201515,370911755,-0.37,,745062000,9361,,,1
2026-07-08,00406A,主動中信台灣收益,twse,9.92,9.92,9.65,9.78,23785260,232166810,-0.08,,778562000,5864,,,1
2026-07-09,00406A,主動中信台灣收益,twse,9.81,10.03,9.80,9.86,9761709,96974973,0.08,,778562000,2181,,,1
2026-07-13,00406A,主動中信台灣收益,twse,10.00,10.00,9.70,9.73,12653595,123918926,-0.13,,780062000,4070,,,1
2026-07-14,00406A,主動中信台灣收益,twse,9.70,9.73,9.16,9.44,30203308,283639372,-0.29,,810562000,8901,,,1
2026-07-15,00406A,主動中信台灣收益,twse,9.55,9.81,9.50,9.76,19316798,188169371,0.32,,874062000,2051,,,1
2026-07-16,00406A,主動中信台灣收益,twse,9.80,9.80,9.52,9.64,77301033,745329525,-0.12,,958062000,12585,,,1
