date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2015-01-05,3598,奕力,twse,70.10,72.00,70.10,71.80,1562148,111250096,2.1,,71905614,1226,,
2015-01-06,3598,奕力,twse,71.50,71.50,70.50,70.70,886010,62856799,-1.1,,71905614,691,,
2015-01-07,3598,奕力,twse,70.80,72.40,70.50,72.30,1561625,112209114,1.6,,71905614,1120,,
2015-01-08,3598,奕力,twse,72.90,73.20,71.70,71.80,1449123,105033427,-0.5,,71905614,971,,
2015-01-09,3598,奕力,twse,72.30,72.60,71.70,72.10,848705,61138219,0.3,,71905614,638,,
2015-01-12,3598,奕力,twse,72.00,72.00,70.80,70.90,1193922,85178172,-1.2,,71905614,744,,
2015-01-13,3598,奕力,twse,71.50,72.50,71.30,71.90,1298844,93445332,1.0,,71905614,948,,
2015-01-14,3598,奕力,twse,72.30,72.30,71.30,71.50,534593,38310775,-0.4,,71905614,423,,
2015-01-15,3598,奕力,twse,71.70,71.70,70.80,70.80,664940,47208643,-0.7,,71905614,516,,
2015-01-16,3598,奕力,twse,71.00,71.70,70.50,70.80,1046154,74470593,0.0,,71905614,781,,
2015-01-19,3598,奕力,twse,72.20,72.20,70.80,70.80,553098,39525629,0.0,,71905614,388,,
2015-01-20,3598,奕力,twse,71.00,71.60,71.00,71.60,550139,39274732,0.8,,71905614,416,,
2015-01-21,3598,奕力,twse,71.90,73.40,71.60,73.40,2829192,206362816,1.8,,71905614,1824,,
2015-01-22,3598,奕力,twse,74.40,75.20,73.20,73.20,2642834,196627091,-0.2,,71905614,1820,,
2015-01-23,3598,奕力,twse,73.60,73.90,72.50,72.70,1330323,97083575,-0.5,,71905614,848,,
2015-01-26,3598,奕力,twse,73.00,73.80,72.70,73.00,831415,60942495,0.3,,71905614,543,,
2015-01-27,3598,奕力,twse,73.80,73.80,72.70,72.70,777724,56760554,-0.3,,71905614,470,,
2015-01-28,3598,奕力,twse,72.70,73.30,72.60,73.00,540683,39435881,0.3,,71905614,377,,
2015-01-29,3598,奕力,twse,73.00,73.00,72.20,72.60,580218,42123298,-0.4,,71905614,384,,
2015-01-30,3598,奕力,twse,72.70,73.00,72.30,72.30,319246,23193169,-0.3,,71905614,258,,
2015-02-02,3598,奕力,twse,72.30,72.50,71.50,72.20,433148,31143477,-0.1,,71905614,314,,
2015-02-03,3598,奕力,twse,72.50,72.50,71.60,71.70,562696,40495220,-0.5,,71905614,373,,
2015-02-04,3598,奕力,twse,72.40,72.40,71.10,71.50,549495,39451438,-0.2,,71905614,422,,
2015-02-05,3598,奕力,twse,71.50,71.80,69.90,70.40,1112553,78433611,-1.1,,71905614,853,,
2015-02-06,3598,奕力,twse,70.40,70.40,69.60,69.60,1185298,82754160,-0.8,,71905614,624,,
2015-02-09,3598,奕力,twse,69.60,69.60,68.60,68.80,728749,50265997,-0.8,,71905614,505,,
2015-02-10,3598,奕力,twse,68.80,69.40,68.70,69.20,345448,23896721,0.4,,71905614,296,,
2015-02-11,3598,奕力,twse,69.20,69.70,68.80,69.00,430664,29759816,-0.2,,71905614,355,,
2015-02-12,3598,奕力,twse,69.50,69.50,68.80,69.30,269297,18617977,0.3,,71905614,214,,
2015-02-13,3598,奕力,twse,69.60,69.80,69.30,69.70,299994,20882877,0.4,,71905614,250,,
2015-02-24,3598,奕力,twse,70.40,70.40,69.40,69.50,332212,23138525,-0.2,,71905614,271,,
2015-02-25,3598,奕力,twse,69.90,70.10,69.70,70.00,335989,23498821,0.5,,71905614,268,,
2015-02-26,3598,奕力,twse,70.00,70.20,69.00,69.40,351085,24446684,-0.6,,71905614,299,,
2015-03-02,3598,奕力,twse,69.40,69.70,69.20,69.50,185443,12879468,0.1,,71905614,185,,
2015-03-03,3598,奕力,twse,69.60,69.80,68.70,68.90,474542,32767798,-0.6,,71905614,413,,
2015-03-04,3598,奕力,twse,68.90,69.50,68.70,69.10,359345,24851066,0.2,,71905614,312,,
2015-03-05,3598,奕力,twse,69.20,69.80,69.10,69.30,452442,31414619,0.2,,71905614,349,,
2015-03-06,3598,奕力,twse,69.10,71.20,69.00,70.50,1975248,139189868,1.2,,71905614,1311,,
2015-03-09,3598,奕力,twse,69.60,69.70,68.30,68.90,1296146,89383874,-1.6,,71905614,921,,
2015-03-10,3598,奕力,twse,69.00,69.60,68.80,69.00,426396,29489842,0.1,,71905614,378,,
2015-03-11,3598,奕力,twse,68.30,69.20,68.30,69.10,831456,57312408,0.1,,71905614,491,,
2015-03-12,3598,奕力,twse,69.20,70.30,69.20,69.30,767086,53443702,0.2,,71905614,580,,
2015-03-13,3598,奕力,twse,69.20,69.80,69.20,69.30,614391,42616579,0.0,,71905614,359,,
2015-03-16,3598,奕力,twse,69.90,69.90,68.80,68.90,546894,37792186,-0.4,,71905614,396,,
2015-03-17,3598,奕力,twse,69.00,69.30,69.00,69.00,326565,22580514,0.1,,71905614,244,,
2015-03-18,3598,奕力,twse,69.20,69.30,68.60,68.60,437949,30158297,-0.4,,71905614,335,,
2015-03-19,3598,奕力,twse,69.20,69.50,69.00,69.30,537991,37262062,0.7,,71905614,414,,
2015-03-20,3598,奕力,twse,70.50,73.40,70.50,72.30,4592903,332122362,3.0,,71905614,3104,,
2015-03-23,3598,奕力,twse,72.70,72.80,71.30,71.40,1005354,72210690,-0.9,,71905614,824,,
2015-03-24,3598,奕力,twse,71.50,72.90,71.50,72.00,1073145,77594986,0.6,,71905614,893,,
2015-03-25,3598,奕力,twse,72.30,72.30,70.70,71.00,809116,57809444,-1.0,,71905614,678,,
2015-03-26,3598,奕力,twse,70.00,70.80,69.80,70.00,868241,60935070,-1.0,,71905614,777,,
2015-03-27,3598,奕力,twse,70.80,70.80,69.30,69.60,826047,57617736,-0.4,,71905614,649,,
2015-03-30,3598,奕力,twse,69.00,69.90,68.70,68.80,772048,53315538,-0.8,,71905614,714,,
2015-03-31,3598,奕力,twse,69.10,69.60,69.00,69.00,621619,43107511,0.2,,71905614,498,,
2015-04-01,3598,奕力,twse,69.00,70.30,68.30,69.70,456697,31764260,0.7,,71905614,428,,
2015-04-02,3598,奕力,twse,69.90,69.90,69.20,69.30,503047,34986337,-0.4,,71905614,493,,
2015-04-07,3598,奕力,twse,69.50,69.60,69.00,69.50,362916,25144391,0.2,,71905614,471,,
2015-04-08,3598,奕力,twse,69.20,69.20,68.30,68.50,821993,56396156,-1.0,,71905614,698,,
2015-04-09,3598,奕力,twse,68.30,68.50,65.90,66.10,1909007,127549260,-2.4,,71905614,1344,,
