date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2025-01-10,00687C,國泰20年美債+櫃U,tpex,8.85,8.86,8.85,8.86,37200,329492,0.02,,100000,146,
2025-01-13,00687C,國泰20年美債+櫃U,tpex,8.82,8.82,8.77,8.77,24900,218997,-0.09,,100000,8,
2025-01-14,00687C,國泰20年美債+櫃U,tpex,8.79,8.80,8.79,8.80,22700,199534,0.03,,151000,53,
2025-01-15,00687C,國泰20年美債+櫃U,tpex,8.79,8.79,8.78,8.78,10600,93072,-0.02,,151000,39,
2025-01-16,00687C,國泰20年美債+櫃U,tpex,8.90,8.91,8.90,8.91,4800,42752,0.13,,204397,10,
2025-01-17,00687C,國泰20年美債+櫃U,tpex,8.94,8.94,8.94,8.94,2600,23244,0.03,up,202199,7,
2025-01-20,00687C,國泰20年美債+櫃U,tpex,8.94,8.94,8.94,8.94,61500,549810,0.00,down,202298,76,
2025-01-21,00687C,國泰20年美債+櫃U,tpex,8.99,9.05,8.99,9.05,67700,611248,0.11,,202298,38,
2025-01-22,00687C,國泰20年美債+櫃U,tpex,9.00,9.00,8.99,9.00,71100,639739,-0.05,,212297,85,
2025-02-03,00687C,國泰20年美債+櫃U,tpex,9.08,9.11,9.08,9.10,52500,476771,0.10,,213695,144,
2025-02-04,00687C,國泰20年美債+櫃U,tpex,9.05,9.07,9.03,9.06,70900,641115,-0.04,,213695,116,
2025-02-05,00687C,國泰20年美債+櫃U,tpex,9.11,9.12,9.11,9.12,52600,479196,0.06,,213695,91,
2025-02-06,00687C,國泰20年美債+櫃U,tpex,9.28,9.28,9.27,9.27,53400,495531,0.15,,213695,178,
2025-02-07,00687C,國泰20年美債+櫃U,tpex,9.28,9.28,9.26,9.26,50800,470918,-0.01,,213695,137,
2025-02-10,00687C,國泰20年美債+櫃U,tpex,9.21,9.21,9.21,9.21,71700,660357,-0.05,down,213695,135,
2025-02-11,00687C,國泰20年美債+櫃U,tpex,9.20,9.20,9.19,9.19,52500,482478,-0.02,,213695,119,
2025-02-12,00687C,國泰20年美債+櫃U,tpex,9.14,9.14,9.11,9.11,58600,534418,-0.08,,213695,17,
2025-02-13,00687C,國泰20年美債+櫃U,tpex,9.01,9.01,9.01,9.01,50500,455005,-0.10,down,213695,7,
2025-02-14,00687C,國泰20年美債+櫃U,tpex,9.13,9.13,9.13,9.13,52800,482064,0.12,up,213695,10,
2025-02-17,00687C,國泰20年美債+櫃U,tpex,9.19,9.19,9.17,9.17,61300,562244,0.04,,213695,8,
2025-02-18,00687C,國泰20年美債+櫃U,tpex,9.15,9.15,9.14,9.14,58100,531544,-0.03,,213695,17,
2025-02-19,00687C,國泰20年美債+櫃U,tpex,9.10,9.10,9.09,9.09,51900,472271,-0.05,,213695,6,
2025-02-20,00687C,國泰20年美債+櫃U,tpex,9.11,9.12,9.11,9.12,53200,485179,0.03,,213695,9,
