date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2017-06-23,00699R,元大美債7-10反1,twse,19.83,19.88,19.79,19.83,2507000,49781780,-0.14,,10714000,239,,,1
2017-06-26,00699R,元大美債7-10反1,twse,19.81,19.86,19.81,19.84,305000,6054900,0.01,,10214000,38,,,1
2017-06-27,00699R,元大美債7-10反1,twse,19.81,19.82,19.81,19.82,812000,16093740,-0.02,,10214000,33,,,1
2017-06-28,00699R,元大美債7-10反1,twse,19.86,19.90,19.86,19.90,621000,12357720,0.08,,10214000,32,,,1
2017-06-29,00699R,元大美債7-10反1,twse,19.88,19.90,19.88,19.90,618000,12298180,0.0,,10214000,24,,,1
2017-06-30,00699R,元大美債7-10反1,twse,19.96,20.00,19.96,20.00,622000,12427530,0.1,,10214000,28,,,1
2017-07-03,00699R,元大美債7-10反1,twse,20.02,20.04,20.01,20.04,1267000,25382010,0.04,,10214000,42,,,1
2017-07-04,00699R,元大美債7-10反1,twse,20.10,20.10,20.07,20.08,1449000,29098280,0.04,,10214000,38,,,1
2017-07-05,00699R,元大美債7-10反1,twse,20.08,20.08,20.06,20.08,1208000,24252610,0.0,,10214000,13,,,1
2017-07-06,00699R,元大美債7-10反1,twse,20.05,20.07,20.05,20.07,1301000,26106050,-0.01,,10214000,19,,,1
2017-07-07,00699R,元大美債7-10反1,twse,20.11,20.18,20.11,20.18,1631000,32867910,0.11,,10214000,32,,,1
2017-07-10,00699R,元大美債7-10反1,twse,20.18,20.20,20.14,20.14,1318000,26580730,-0.04,,10214000,28,,,1
2017-07-11,00699R,元大美債7-10反1,twse,20.10,20.13,20.10,20.12,1142000,22972300,-0.02,,10214000,15,,,1
2017-07-12,00699R,元大美債7-10反1,twse,20.12,20.12,20.07,20.08,1190000,23907750,-0.04,,9714000,19,,,1
2017-07-13,00699R,元大美債7-10反1,twse,19.99,20.07,19.99,20.04,1051000,21065210,-0.04,,9714000,12,,,1
2017-07-14,00699R,元大美債7-10反1,twse,20.05,20.08,20.05,20.07,901000,18083070,0.03,,8714000,16,,,1
2017-07-17,00699R,元大美債7-10反1,twse,20.04,20.04,20.04,20.04,900000,18036000,-0.03,down,8214000,19,,,1
2017-07-18,00699R,元大美債7-10反1,twse,20.01,20.01,20.01,20.01,900000,18009000,-0.03,down,8214000,15,,,1
2017-07-19,00699R,元大美債7-10反1,twse,19.97,19.97,19.97,19.97,900000,17973000,-0.04,down,8214000,13,,,1
2017-07-20,00699R,元大美債7-10反1,twse,19.97,19.98,19.97,19.98,900000,17976000,0.01,,8214000,21,,,1
2017-07-21,00699R,元大美債7-10反1,twse,19.98,19.98,19.97,19.98,900000,17979000,0.0,,8214000,12,,,1
2017-07-24,00699R,元大美債7-10反1,twse,19.94,19.94,19.93,19.93,901000,17959930,-0.05,,8214000,22,,,1
2017-07-25,00699R,元大美債7-10反1,twse,19.98,19.98,19.97,19.97,900000,17976000,0.04,,8214000,13,,,1
2017-07-26,00699R,元大美債7-10反1,twse,20.05,20.05,20.05,20.05,900000,18045000,0.08,up,8214000,18,,,1
2017-07-27,00699R,元大美債7-10反1,twse,19.98,19.98,19.97,19.98,900000,17979000,-0.07,,8214000,19,,,1
2017-07-28,00699R,元大美債7-10反1,twse,20.02,20.02,19.98,20.00,907000,18139900,0.02,,8214000,29,,,1
2017-07-31,00699R,元大美債7-10反1,twse,20.00,20.00,19.97,19.97,902000,18016000,-0.03,,8214000,18,,,1
2017-08-01,00699R,元大美債7-10反1,twse,20.00,20.00,20.00,20.00,900000,18000000,0.03,up,8214000,16,,,1
2017-08-02,00699R,元大美債7-10反1,twse,19.93,19.96,19.93,19.96,903000,18017830,-0.04,,8214000,22,,,1
2017-08-03,00699R,元大美債7-10反1,twse,19.95,19.95,19.95,19.95,900000,17955000,-0.01,down,8214000,16,,,1
2017-08-04,00699R,元大美債7-10反1,twse,19.91,19.91,19.91,19.91,900000,17919000,-0.04,down,8214000,20,,,1
2017-08-07,00699R,元大美債7-10反1,twse,19.96,19.96,19.96,19.96,900000,17964000,0.05,up,8214000,22,,,1
2017-08-08,00699R,元大美債7-10反1,twse,19.92,19.94,19.92,19.94,900000,17940000,-0.02,,7214000,19,,,1
2017-08-09,00699R,元大美債7-10反1,twse,19.93,19.93,19.92,19.92,903000,17993790,-0.02,,7214000,22,,,1
2017-08-10,00699R,元大美債7-10反1,twse,19.93,19.93,19.93,19.93,900000,17937000,0.01,up,7214000,21,,,1
2017-08-11,00699R,元大美債7-10反1,twse,19.90,19.90,19.85,19.85,902000,17907800,-0.08,,7214000,18,,,1
2017-08-14,00699R,元大美債7-10反1,twse,19.87,19.87,19.86,19.87,905000,17979350,0.02,,7214000,19,,,1
2017-08-15,00699R,元大美債7-10反1,twse,19.92,19.94,19.92,19.94,904000,18013760,0.07,,7214000,20,,,1
2017-08-16,00699R,元大美債7-10反1,twse,19.95,19.98,19.95,19.98,901000,17977980,0.04,,7214000,14,,,1
2017-08-17,00699R,元大美債7-10反1,twse,19.90,19.90,19.88,19.90,903000,17969640,-0.08,,7214000,22,,,1
2017-08-18,00699R,元大美債7-10反1,twse,19.84,19.86,19.84,19.84,905000,17973200,-0.06,,7214000,26,,,1
2017-08-21,00699R,元大美債7-10反1,twse,19.86,19.86,19.86,19.86,900000,17874000,0.02,up,7214000,22,,,1
2017-08-22,00699R,元大美債7-10反1,twse,19.84,19.84,19.84,19.84,900000,17856000,-0.02,down,7214000,20,,,1
2017-08-23,00699R,元大美債7-10反1,twse,19.85,19.88,19.85,19.88,901000,17908850,0.04,,7214000,22,,,1
2017-08-24,00699R,元大美債7-10反1,twse,19.82,19.83,19.82,19.83,900000,17844000,-0.05,,7214000,21,,,1
2017-08-25,00699R,元大美債7-10反1,twse,19.83,19.85,19.83,19.83,902000,17901660,0.0,,7214000,19,,,1
2017-08-28,00699R,元大美債7-10反1,twse,19.83,19.83,19.82,19.82,900000,17844000,-0.01,,7214000,15,,,1
2017-08-29,00699R,元大美債7-10反1,twse,19.77,19.78,19.77,19.78,900000,17796000,-0.04,,7214000,20,,,1
2017-08-30,00699R,元大美債7-10反1,twse,19.78,19.78,19.78,19.78,900000,17802000,0.0,flat,7214000,19,,,1
2017-08-31,00699R,元大美債7-10反1,twse,19.79,19.80,19.79,19.80,600000,11877000,0.02,,7214000,11,,,1
2017-09-01,00699R,元大美債7-10反1,twse,19.76,19.77,19.76,19.77,600000,11859000,-0.03,,7214000,9,,,1
2017-09-04,00699R,元大美債7-10反1,twse,19.77,19.77,19.77,19.77,600000,11862000,0.0,flat,7214000,11,,,1
2017-09-05,00699R,元大美債7-10反1,twse,19.76,19.76,19.76,19.76,600000,11856000,-0.01,down,7214000,13,,,1
2017-09-06,00699R,元大美債7-10反1,twse,19.67,19.68,19.67,19.68,900000,17709000,-0.08,,7214000,18,,,1
2017-09-07,00699R,元大美債7-10反1,twse,19.71,19.71,19.71,19.71,900000,17739000,0.03,up,7214000,18,,,1
2017-09-08,00699R,元大美債7-10反1,twse,19.63,19.63,19.63,19.63,900000,17667000,-0.08,down,7214000,20,,,1
2017-09-11,00699R,元大美債7-10反1,twse,19.70,19.70,19.68,19.68,901000,17749680,0.05,,7214000,22,,,1
2017-09-12,00699R,元大美債7-10反1,twse,19.75,19.75,19.74,19.75,900000,17772000,0.07,,7214000,19,,,1
2017-09-13,00699R,元大美債7-10反1,twse,19.76,19.77,19.76,19.76,900000,17787000,0.01,,7214000,19,,,1
2017-09-14,00699R,元大美債7-10反1,twse,19.80,19.81,19.80,19.80,900000,17823000,0.04,,7214000,17,,,1
2017-09-15,00699R,元大美債7-10反1,twse,19.81,19.82,19.81,19.82,900000,17832000,0.02,,7214000,22,,,1
2017-09-18,00699R,元大美債7-10反1,twse,19.86,19.86,19.86,19.86,901000,17893860,0.04,up,7214000,19,,,1
2017-09-19,00699R,元大美債7-10反1,twse,19.89,19.89,19.86,19.86,900000,17883000,0.0,,7214000,20,,,1
2017-09-20,00699R,元大美債7-10反1,twse,19.89,19.89,19.89,19.89,900000,17901000,0.03,up,7214000,21,,,1
2017-09-21,00699R,元大美債7-10反1,twse,19.94,19.94,19.94,19.94,600000,11964000,0.05,up,7214000,12,,,1
2017-09-22,00699R,元大美債7-10反1,twse,19.91,19.91,19.91,19.91,1000000,19910000,-0.03,down,7214000,22,,,1
2017-09-25,00699R,元大美債7-10反1,twse,19.92,19.92,19.91,19.91,202000,4021840,0.0,,7214000,4,,,1
2017-09-26,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-09-27,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-09-28,00699R,元大美債7-10反1,twse,19.97,19.97,19.97,19.97,1000,19970,0.0,flat,7214000,1,,,1
2017-09-29,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-09-30,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-02,00699R,元大美債7-10反1,twse,20.03,20.03,20.03,20.03,3000,60090,0.0,flat,7214000,1,,,1
2017-10-03,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-05,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-06,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-11,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-12,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-13,00699R,元大美債7-10反1,twse,19.93,19.93,19.93,19.93,1000,19930,0.0,flat,7214000,1,,,1
2017-10-16,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-17,00699R,元大美債7-10反1,twse,19.91,19.91,19.91,19.91,1000,19910,0.0,flat,7214000,1,,,1
2017-10-18,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-19,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-20,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-23,00699R,元大美債7-10反1,twse,20.07,20.07,20.07,20.07,10000,200700,0.0,flat,7214000,1,,,1
2017-10-24,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-25,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-26,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-27,00699R,元大美債7-10反1,twse,20.09,20.09,20.09,20.09,3000,60270,0.0,flat,7214000,2,,,1
2017-10-30,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-10-31,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-11-01,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-11-02,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-11-03,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-11-06,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-11-07,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,7214000,0,無成交,,0
2017-11-08,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,6214000,0,無成交,,0
2017-11-09,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,6214000,0,無成交,,0
2017-11-10,00699R,元大美債7-10反1,twse,19.92,19.92,19.92,19.92,4000,79680,0.0,flat,6214000,2,,,1
2017-11-13,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,6214000,0,無成交,,0
2017-11-14,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,6214000,0,無成交,,0
2017-11-15,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,6214000,0,無成交,,0
2017-11-16,00699R,元大美債7-10反1,twse,20.08,20.08,20.08,20.08,5000,100400,0.0,flat,6214000,1,,,1
2017-11-17,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,6214000,0,無成交,,0
2017-11-20,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,5714000,0,無成交,,0
2017-11-21,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,5714000,0,無成交,,0
2017-11-22,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,5714000,0,無成交,,0
2017-11-23,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,5714000,0,無成交,,0
2017-11-24,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,5714000,0,無成交,,0
2017-11-27,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,5714000,0,無成交,,0
2017-11-28,00699R,元大美債7-10反1,twse,19.90,19.90,19.90,19.90,1000,19900,0.0,flat,5714000,1,,,1
2017-11-29,00699R,元大美債7-10反1,twse,19.90,19.90,19.90,19.90,5000,99500,0.0,flat,5714000,1,,,1
2017-11-30,00699R,元大美債7-10反1,twse,,,,,0,0,0.0,,5714000,0,無成交,,0
