date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2015-01-05,910801,金衛-DR,twse,5.94,5.94,5.83,5.93,329072,1941960,-0.07,,116828591,78,,
2015-01-06,910801,金衛-DR,twse,5.93,5.93,5.77,5.80,632680,3689030,-0.13,,116828591,292,,
2015-01-07,910801,金衛-DR,twse,5.79,5.90,5.79,5.85,542000,3157250,0.05,,116828591,211,,
2015-01-08,910801,金衛-DR,twse,5.86,5.88,5.83,5.83,515000,3015780,-0.02,,116828591,198,,
2015-01-09,910801,金衛-DR,twse,5.90,5.90,5.80,5.83,460000,2688700,0.0,,116828591,200,,
2015-01-12,910801,金衛-DR,twse,5.83,6.02,5.80,5.95,697000,4133970,0.12,,116828591,286,,
2015-01-13,910801,金衛-DR,twse,6.00,6.06,5.94,5.94,917000,5497530,-0.01,,116828591,320,,
2015-01-14,910801,金衛-DR,twse,5.92,6.00,5.71,5.89,989000,5749600,-0.05,,116828591,358,,
2015-01-15,910801,金衛-DR,twse,5.89,5.89,5.82,5.87,422614,2467342,-0.02,,116828591,192,,
2015-01-16,910801,金衛-DR,twse,5.86,5.86,5.70,5.82,740000,4266280,-0.05,,116828591,252,,
2015-01-19,910801,金衛-DR,twse,5.83,5.85,5.73,5.81,701000,4042800,-0.01,,116828591,230,,
2015-01-20,910801,金衛-DR,twse,5.77,5.80,5.75,5.77,304681,1760810,-0.04,,116828591,174,,
2015-01-21,910801,金衛-DR,twse,5.80,6.17,5.74,6.17,3809009,23285183,0.4,,116828591,744,,
2015-01-22,910801,金衛-DR,twse,6.41,6.41,6.06,6.15,2261000,14033190,-0.02,,116828591,706,,
2015-01-23,910801,金衛-DR,twse,6.18,6.22,6.06,6.06,805415,4931677,-0.09,,116828591,242,,
2015-01-26,910801,金衛-DR,twse,6.01,6.06,5.95,5.95,500000,2992070,-0.11,,116828591,151,,
2015-01-27,910801,金衛-DR,twse,5.95,6.14,5.95,6.08,482000,2918830,0.13,,116828591,169,,
2015-01-28,910801,金衛-DR,twse,6.06,6.28,6.01,6.16,1244702,7700548,0.08,,116828591,380,,
2015-01-29,910801,金衛-DR,twse,6.16,6.59,6.13,6.59,3603900,23350430,0.43,,116828591,783,,
2015-01-30,910801,金衛-DR,twse,6.79,7.05,6.20,6.20,12623009,85449959,-0.39,,116828591,2397,,
2015-02-02,910801,金衛-DR,twse,6.22,6.50,6.05,6.25,2039582,12861545,0.05,,116828591,554,,
2015-02-03,910801,金衛-DR,twse,6.25,6.33,6.16,6.18,666300,4142120,-0.07,,116828591,229,,
2015-02-04,910801,金衛-DR,twse,6.20,6.22,6.06,6.07,1372300,8394844,-0.11,,116828591,362,,
2015-02-05,910801,金衛-DR,twse,6.13,6.13,6.08,6.09,318316,1941201,0.02,,116828591,115,,
2015-02-06,910801,金衛-DR,twse,6.10,6.12,5.91,5.91,1162409,6945697,-0.18,,116828591,301,,
2015-02-09,910801,金衛-DR,twse,5.96,6.04,5.88,5.89,342055,2024149,-0.02,,116828591,133,,
2015-02-10,910801,金衛-DR,twse,5.90,5.90,5.82,5.83,433000,2536400,-0.06,,116828591,145,,
2015-02-11,910801,金衛-DR,twse,5.92,5.92,5.83,5.83,344000,2017980,0.0,,116828591,125,,
2015-02-12,910801,金衛-DR,twse,5.85,5.90,5.68,5.69,1657000,9488060,-0.14,,116828591,453,,
2015-02-13,910801,金衛-DR,twse,5.73,5.86,5.68,5.70,1628000,9305660,0.01,,116828591,345,,
2015-02-24,910801,金衛-DR,twse,5.75,5.80,5.69,5.75,2762000,15804310,0.05,,116828591,466,,
2015-02-25,910801,金衛-DR,twse,5.75,5.80,5.73,5.73,641627,3692812,-0.02,,116828591,151,,
2015-02-26,910801,金衛-DR,twse,5.80,5.89,5.75,5.78,990000,5766180,0.05,,116828591,252,,
2015-03-02,910801,金衛-DR,twse,5.78,6.00,5.75,5.84,1827075,10703671,0.06,,116828591,263,,
2015-03-03,910801,金衛-DR,twse,5.84,5.90,5.80,5.81,332072,1938451,-0.03,,116828591,117,,
2015-03-04,910801,金衛-DR,twse,5.81,5.91,5.76,5.79,502125,2923159,-0.02,,116828591,136,,
2015-03-05,910801,金衛-DR,twse,5.82,5.84,5.73,5.76,412000,2384000,-0.03,,116828591,106,,
2015-03-06,910801,金衛-DR,twse,5.76,5.83,5.73,5.78,499168,2883966,0.02,,116828591,137,,
2015-03-09,910801,金衛-DR,twse,5.78,5.99,5.76,5.93,2015096,11869169,0.15,,116828591,367,,
2015-03-10,910801,金衛-DR,twse,5.93,5.93,5.83,5.87,277000,1624300,-0.06,,116828591,98,,
2015-03-11,910801,金衛-DR,twse,5.86,6.03,5.85,5.88,1246000,7431330,0.01,,116828591,250,,
2015-03-12,910801,金衛-DR,twse,5.93,5.93,5.83,5.85,546427,3198004,-0.03,,116828591,126,,
2015-03-13,910801,金衛-DR,twse,5.85,5.90,5.81,5.81,419000,2446420,-0.04,,116828591,106,,
2015-03-16,910801,金衛-DR,twse,5.81,5.81,5.78,5.79,237000,1373650,-0.02,,116828591,70,,
