date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-09-03,7735,台智雲,emerging,,210,198.5,203.55,33956,6911744,-4.89,,,,均價/額推算,,1
2026-09-04,7735,台智雲,emerging,,204,199,200.86,29641,5953691,-2.69,,,,均價/額推算,,1
2026-09-07,7735,台智雲,emerging,,215.5,204,209.35,23949,5013723,8.49,,,,均價/額推算,,1
2026-09-08,7735,台智雲,emerging,,208,203,205.27,40946,8404985,-4.08,,,,均價/額推算,,1
2026-09-09,7735,台智雲,emerging,,208,203,204.45,5603,1145533,-0.82,,,,均價/額推算,,1
2026-09-11,7735,台智雲,emerging,,210,203,206.03,20267,4175610,3.10,,,,均價/額推算,204.5,1
2026-09-14,7735,台智雲,emerging,,207,204,205.26,7336,1505787,-0.77,,,,均價/額推算,205,1
2026-09-15,7735,台智雲,emerging,,207,202.5,204.11,4805,980749,-1.15,,,,均價/額推算,206,1
2026-09-16,7735,台智雲,emerging,,208,202.5,205.09,4162,853585,0.98,,,,均價/額推算,205,1
2026-09-17,7735,台智雲,emerging,,208,204,205.13,3146,645339,0.04,,,,均價/額推算,208,1
