date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2015-01-05,2833A,台壽甲,twse,37.25,37.25,37.25,37.25,30000,1117500,0.0,flat,58000000,7,,
2015-01-06,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-07,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-08,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-09,2833A,台壽甲,twse,,,,,720,27287,0.0,,58000000,2,無成交,
2015-01-12,2833A,台壽甲,twse,37.25,37.25,37.25,37.25,1000,37250,0.0,flat,58000000,1,,
2015-01-13,2833A,台壽甲,twse,,,,,474,17632,0.0,,58000000,2,無成交,
2015-01-14,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-15,2833A,台壽甲,twse,,,,,10,352,0.0,,58000000,1,無成交,
2015-01-16,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-19,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-20,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-21,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-22,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-23,2833A,台壽甲,twse,,,,,249,9237,0.0,,58000000,1,無成交,
2015-01-26,2833A,台壽甲,twse,37.60,37.60,37.50,37.50,2000,75100,0.0,,58000000,2,,
2015-01-27,2833A,台壽甲,twse,37.90,37.90,37.90,37.90,1000,37900,0.4,up,58000000,1,,
2015-01-28,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-01-29,2833A,台壽甲,twse,,,,,27,977,0.0,,58000000,1,無成交,
2015-01-30,2833A,台壽甲,twse,,,,,459,16983,0.0,,58000000,2,無成交,
2015-02-02,2833A,台壽甲,twse,,,,,8,293,0.0,,58000000,1,無成交,
2015-02-03,2833A,台壽甲,twse,,,,,287,10619,0.0,,58000000,2,無成交,
2015-02-04,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-02-05,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-02-06,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-02-09,2833A,台壽甲,twse,,,,,0,0,0.0,,58000000,0,無成交,
2015-02-10,2833A,台壽甲,twse,37.90,37.90,37.90,37.90,1000,37900,0.0,flat,58000000,1,,
