date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2015-01-05,3047,訊舟,twse,12.60,12.70,12.45,12.70,664016,8352995,0.1,,192312149,264,,
2015-01-06,3047,訊舟,twse,12.60,12.60,12.35,12.50,704738,8785409,-0.2,,192312149,253,,
2015-01-07,3047,訊舟,twse,12.40,12.60,12.35,12.55,547156,6842497,0.05,,192312149,216,,
2015-01-08,3047,訊舟,twse,12.70,13.20,12.65,12.95,4227443,54790883,0.4,,192312149,1426,,
2015-01-09,3047,訊舟,twse,12.95,12.95,12.75,12.75,1034434,13275775,-0.2,,192312149,403,,
2015-01-12,3047,訊舟,twse,12.75,12.90,12.65,12.70,611667,7804565,-0.05,,192312149,268,,
2015-01-13,3047,訊舟,twse,12.75,12.80,12.60,12.65,536011,6790080,-0.05,,192312149,209,,
2015-01-14,3047,訊舟,twse,12.70,12.85,12.60,12.70,1360303,17339187,0.05,,192312149,396,,
2015-01-15,3047,訊舟,twse,12.75,13.10,12.65,12.90,2375074,30712596,0.2,,192312149,849,,
2015-01-16,3047,訊舟,twse,12.85,12.95,12.70,12.95,1396017,17910015,0.05,,192312149,465,,
2015-01-19,3047,訊舟,twse,13.10,13.20,12.80,13.00,2171215,28163006,0.05,,192312149,672,,
2015-01-20,3047,訊舟,twse,13.00,13.05,12.85,12.85,747950,9676002,-0.15,,192312149,289,,
2015-01-21,3047,訊舟,twse,12.85,13.00,12.70,12.80,682319,8740708,-0.05,,192312149,281,,
2015-01-22,3047,訊舟,twse,12.80,12.90,12.80,12.80,523274,6710137,0.0,,192312149,203,,
2015-01-23,3047,訊舟,twse,12.85,12.90,12.75,12.80,830131,10613215,0.0,,192312149,284,,
2015-01-26,3047,訊舟,twse,12.80,12.85,12.65,12.65,628550,7995145,-0.15,,192312149,209,,
2015-01-27,3047,訊舟,twse,12.65,12.80,12.60,12.65,505359,6398816,0.0,,192312149,195,,
2015-01-28,3047,訊舟,twse,12.60,12.70,12.55,12.60,451005,5686705,-0.05,,192312149,167,,
2015-01-29,3047,訊舟,twse,12.60,12.65,12.50,12.55,284151,3570134,-0.05,,192312149,126,,
2015-01-30,3047,訊舟,twse,12.60,12.80,12.50,12.60,804958,10177866,0.05,,192312149,267,,
2015-02-02,3047,訊舟,twse,12.55,12.75,12.45,12.45,410300,5133427,-0.15,,192312149,161,,
2015-02-03,3047,訊舟,twse,12.45,12.50,12.35,12.35,416811,5175399,-0.1,,192312149,190,,
2015-02-04,3047,訊舟,twse,12.35,12.45,12.35,12.35,477963,5917085,0.0,,192312149,210,,
2015-02-05,3047,訊舟,twse,12.30,12.35,12.15,12.30,683823,8380868,-0.05,,192312149,222,,
2015-02-06,3047,訊舟,twse,12.35,12.35,12.20,12.20,385820,4723731,-0.1,,192312149,135,,
2015-02-09,3047,訊舟,twse,12.20,12.30,12.10,12.15,308880,3769719,-0.05,,192312149,140,,
2015-02-10,3047,訊舟,twse,12.25,12.25,12.00,12.05,666078,8050136,-0.1,,192312149,267,,
2015-02-11,3047,訊舟,twse,12.10,12.20,11.95,11.95,598933,7198460,-0.1,,192312149,249,,
2015-02-12,3047,訊舟,twse,12.05,12.05,11.90,11.90,245387,2932649,-0.05,,192312149,114,,
2015-02-13,3047,訊舟,twse,11.90,12.10,11.90,11.95,431052,5158208,0.05,,192312149,171,,
2015-02-24,3047,訊舟,twse,12.05,12.15,12.00,12.10,232662,2815124,0.15,,192312149,139,,
2015-02-25,3047,訊舟,twse,12.10,12.20,12.00,12.10,601566,7273492,0.0,,192312149,197,,
2015-02-26,3047,訊舟,twse,12.10,12.35,12.10,12.15,824911,10064161,0.05,,192312149,307,,
2015-03-02,3047,訊舟,twse,12.15,12.20,12.10,12.20,421743,5129114,0.05,,192312149,187,,
2015-03-03,3047,訊舟,twse,12.25,12.25,12.15,12.25,291285,3547271,0.05,,192312149,132,,
2015-03-04,3047,訊舟,twse,12.20,12.30,12.15,12.30,441797,5397164,0.05,,192312149,189,,
2015-03-05,3047,訊舟,twse,12.30,12.35,12.20,12.30,511085,6265682,0.0,,192312149,203,,
2015-03-06,3047,訊舟,twse,12.30,12.65,12.25,12.60,2826748,35400506,0.3,,192312149,838,,
2015-03-09,3047,訊舟,twse,12.45,12.55,12.40,12.45,451253,5628121,-0.15,,192312149,217,,
2015-03-10,3047,訊舟,twse,12.45,12.50,12.30,12.30,578716,7168945,-0.15,,192312149,222,,
2015-03-11,3047,訊舟,twse,12.25,12.50,12.25,12.35,478272,5915443,0.05,,192312149,219,,
2015-03-12,3047,訊舟,twse,12.35,12.45,12.30,12.40,320292,3954891,0.05,,192312149,193,,
2015-03-13,3047,訊舟,twse,12.35,12.45,12.30,12.30,380452,4696398,-0.1,,192312149,196,,
2015-03-16,3047,訊舟,twse,12.30,12.40,12.25,12.25,291157,3585312,-0.05,,192312149,170,,
2015-03-17,3047,訊舟,twse,12.25,12.40,12.25,12.25,262796,3236196,0.0,,192312149,132,,
2015-03-18,3047,訊舟,twse,12.35,12.35,12.10,12.10,520435,6337453,-0.15,,192312149,264,,
2015-03-19,3047,訊舟,twse,12.15,12.30,12.10,12.20,789507,9621279,0.1,,192312149,242,,
2015-03-20,3047,訊舟,twse,12.20,12.30,12.20,12.25,620864,7601876,0.05,,192312149,241,,
2015-03-23,3047,訊舟,twse,12.35,12.35,12.20,12.20,534520,6560182,-0.05,,192312149,200,,
2015-03-24,3047,訊舟,twse,12.20,12.45,12.15,12.30,1574334,19432497,0.1,,192312149,520,,
2015-03-25,3047,訊舟,twse,12.40,12.40,12.25,12.25,508812,6266288,-0.05,,192312149,209,,
2015-03-26,3047,訊舟,twse,12.15,12.25,12.15,12.15,336020,4093786,-0.1,,192312149,201,,
