date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2017-10-24,00657K,國泰日經225+U,twse,8.67,8.69,8.67,8.69,300,2605,0.01,,,2,
2017-10-26,00657K,國泰日經225+U,twse,8.66,8.66,8.66,8.66,100,866,0.0,down,,1,
2017-10-27,00657K,國泰日經225+U,twse,8.66,8.74,8.66,8.74,200,1740,0.08,,,2,
2017-10-30,00657K,國泰日經225+U,twse,8.78,8.78,8.78,8.78,200,1756,0.04,up,,1,
2017-11-01,00657K,國泰日經225+U,twse,9.12,9.12,9.12,9.12,300,2736,0.0,down,,1,
2017-11-03,00657K,國泰日經225+U,twse,8.99,8.99,8.99,8.99,300,2697,0.0,down,,1,
2017-11-08,00657K,國泰日經225+U,twse,9.08,9.08,9.08,9.08,200,1816,0.0,down,,1,
2017-11-09,00657K,國泰日經225+U,twse,9.21,9.33,9.12,9.12,500,4608,0.04,,,3,
2017-11-10,00657K,國泰日經225+U,twse,9.07,9.07,9.04,9.04,1100,9947,-0.08,,,2,
2017-11-13,00657K,國泰日經225+U,twse,9.02,9.04,9.02,9.04,80100,724102,0.0,,,3,
2017-11-14,00657K,國泰日經225+U,twse,9.02,9.02,8.98,8.98,123500,1110891,-0.06,,,14,
2017-11-15,00657K,國泰日經225+U,twse,8.80,8.80,8.80,8.80,80000,704000,-0.18,down,,2,
2017-11-16,00657K,國泰日經225+U,twse,8.90,8.92,8.90,8.92,100000,890163,0.12,,,9,
2017-11-17,00657K,國泰日經225+U,twse,9.06,9.06,8.94,8.96,123500,1107526,0.04,,,17,
2017-11-20,00657K,國泰日經225+U,twse,8.91,8.91,8.91,8.91,80000,712800,-0.05,down,,2,
2017-11-21,00657K,國泰日經225+U,twse,9.00,9.01,9.00,9.01,80100,721700,0.1,,,3,
2017-11-22,00657K,國泰日經225+U,twse,9.07,9.07,9.07,9.07,80000,725600,0.06,up,,2,
2017-11-23,00657K,國泰日經225+U,twse,9.09,9.09,9.02,9.02,100000,907700,-0.05,,,4,
2017-11-24,00657K,國泰日經225+U,twse,9.02,9.02,9.02,9.02,80000,721600,0.0,down,,2,
2017-11-27,00657K,國泰日經225+U,twse,9.04,9.04,9.04,9.04,80000,723200,0.02,up,,2,
