date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-06-09,00404A,主動聯博動能50,twse,9.83,9.97,9.73,9.96,38457972,379320240,0.33,,240295000,6409,,,1
2026-06-10,00404A,主動聯博動能50,twse,9.90,9.94,9.58,9.59,50810731,496717889,-0.37,,264795000,10403,,,1
2026-06-11,00404A,主動聯博動能50,twse,9.57,9.65,9.30,9.55,30616868,290094714,-0.04,,277795000,4852,,,1
2026-06-12,00404A,主動聯博動能50,twse,10.00,10.01,9.80,9.83,18122067,179043485,0.28,,277795000,2420,,,1
2026-06-15,00404A,主動聯博動能50,twse,10.02,10.09,10.00,10.00,17869995,179307529,0.17,,273795000,2715,,,1
2026-06-16,00404A,主動聯博動能50,twse,10.15,10.15,10.05,10.09,33615294,339251729,0.09,,290795000,5472,,,1
2026-06-17,00404A,主動聯博動能50,twse,10.05,10.09,9.97,10.09,23476147,235060718,0.0,,307295000,4157,,,1
2026-06-18,00404A,主動聯博動能50,twse,10.10,10.18,10.10,10.18,19928814,202188067,0.09,,307295000,3027,,,1
2026-06-22,00404A,主動聯博動能50,twse,10.47,10.52,10.39,10.52,20566125,215383697,0.34,,307295000,3468,,,1
2026-06-23,00404A,主動聯博動能50,twse,10.56,10.61,10.35,10.35,24343672,254509616,-0.17,,311795000,3935,,,1
2026-06-24,00404A,主動聯博動能50,twse,10.21,10.24,10.06,10.20,25689880,260372855,-0.15,,314295000,4392,,,1
2026-06-25,00404A,主動聯博動能50,twse,10.27,10.30,10.11,10.17,12335518,125775391,-0.03,,314295000,1867,,,1
2026-06-26,00404A,主動聯博動能50,twse,10.06,10.07,9.73,9.75,31311421,309692121,-0.42,,331295000,7373,,,1
2026-06-29,00404A,主動聯博動能50,twse,9.81,9.94,9.76,9.83,15818399,155711964,0.08,,334795000,1782,,,1
2026-06-30,00404A,主動聯博動能50,twse,10.00,10.14,9.98,10.04,15379787,154718023,0.21,,331795000,1568,,,1
2026-07-01,00404A,主動聯博動能50,twse,10.27,10.28,10.18,10.25,19021524,194663812,0.21,,326795000,1975,,,1
2026-07-02,00404A,主動聯博動能50,twse,10.07,10.26,10.01,10.25,10288007,104471000,0.0,,336795000,1220,,,1
2026-07-03,00404A,主動聯博動能50,twse,10.13,10.30,10.08,10.27,7661663,78298174,0.02,,336795000,1042,,,1
2026-07-06,00404A,主動聯博動能50,twse,10.35,10.41,10.19,10.26,13289785,137088648,-0.01,,335295000,1461,,,1
2026-07-07,00404A,主動聯博動能50,twse,10.27,10.29,9.96,9.99,10163730,102578057,-0.27,,335795000,2158,,,1
2026-07-08,00404A,主動聯博動能50,twse,10.00,10.01,9.86,9.96,6723149,66725386,-0.03,,336795000,1557,,,1
2026-07-09,00404A,主動聯博動能50,twse,9.98,10.04,9.88,9.89,9510671,94502511,-0.07,,339795000,1641,,,1
2026-07-13,00404A,主動聯博動能50,twse,10.00,10.04,9.77,9.82,8828978,87129095,-0.07,,339795000,1273,,,1
2026-07-14,00404A,主動聯博動能50,twse,9.75,9.79,9.37,9.61,15230005,145423152,-0.21,,352295000,2781,,,1
2026-07-15,00404A,主動聯博動能50,twse,9.72,9.81,9.66,9.77,8196989,79878705,0.16,,353295000,879,,,1
2026-07-16,00404A,主動聯博動能50,twse,9.76,9.82,9.62,9.79,13407104,130295197,0.02,,353295000,910,,,1
2026-07-17,00404A,主動聯博動能50,twse,9.52,9.52,9.16,9.16,13389450,124845924,-0.63,,362295000,3634,,,1
2026-07-20,00404A,主動聯博動能50,twse,9.29,9.29,8.91,9.02,16778409,152106331,-0.14,,364295000,1479,,,1
2026-07-21,00404A,主動聯博動能50,twse,9.11,9.41,9.11,9.41,9789348,91117112,0.39,,364295000,767,,,1
2026-07-22,00404A,主動聯博動能50,twse,9.54,9.68,9.54,9.60,9435358,90763460,0.19,,364295000,864,,,1
2026-07-23,00404A,主動聯博動能50,twse,9.62,9.65,9.51,9.63,4036723,38653322,0.03,,364295000,693,,,1
2026-07-24,00404A,主動聯博動能50,twse,9.50,9.56,9.36,9.40,6104761,57653497,-0.23,,364295000,958,,,1
2026-07-27,00404A,主動聯博動能50,twse,9.40,9.40,9.20,9.36,10186975,94631846,-0.04,,364295000,832,,,1
2026-07-28,00404A,主動聯博動能50,twse,9.13,9.13,8.86,8.87,14114781,126312627,-0.49,,364295000,2314,,,1
2026-07-29,00404A,主動聯博動能50,twse,8.86,8.89,8.31,8.48,17980375,153562985,-0.39,,364295000,2192,,,1
2026-07-30,00404A,主動聯博動能50,twse,8.36,8.73,8.34,8.50,23387401,200167079,0.02,,366795000,965,,,1
2026-07-31,00404A,主動聯博動能50,twse,9.03,9.29,9.03,9.26,5799318,53260169,0.76,,370295000,897,,,1
2026-08-03,00404A,主動聯博動能50,twse,9.22,9.36,9.14,9.27,5172092,47966650,0.01,,369795000,671,,,1
2026-08-04,00404A,主動聯博動能50,twse,9.26,9.37,9.13,9.26,9021090,83458548,-0.01,,368795000,893,,,1
2026-08-05,00404A,主動聯博動能50,twse,9.44,9.60,9.44,9.49,9281423,88562493,0.23,,368795000,808,,,1
2026-08-06,00404A,主動聯博動能50,twse,9.46,9.50,9.36,9.46,4207279,39810811,-0.03,,368795000,574,,,1
2026-08-07,00404A,主動聯博動能50,twse,9.53,9.53,9.36,9.39,5304276,50186868,-0.07,,368795000,558,,,1
2026-08-10,00404A,主動聯博動能50,twse,9.50,9.63,9.49,9.58,9637408,92378927,0.19,,364795000,635,,,1
2026-08-11,00404A,主動聯博動能50,twse,9.58,9.61,9.48,9.59,6949794,66360803,0.01,,361795000,486,,,1
2026-08-12,00404A,主動聯博動能50,twse,9.63,9.68,9.60,9.67,4543249,43849007,0.08,,357795000,612,,,1
2026-08-13,00404A,主動聯博動能50,twse,9.80,9.84,9.73,9.74,10330522,100941817,0.07,,356795000,1047,,,1
2026-08-14,00404A,主動聯博動能50,twse,9.80,9.82,9.66,9.68,13904961,135113301,-0.06,,354295000,1051,,,1
2026-08-17,00404A,主動聯博動能50,twse,9.69,9.71,9.61,9.63,9111611,88012988,-0.05,,351295000,892,,,1
2026-08-18,00404A,主動聯博動能50,twse,9.63,9.66,9.52,9.52,4537337,43496553,-0.11,,350295000,957,,,1
2026-08-19,00404A,主動聯博動能50,twse,9.29,9.47,9.29,9.41,5497943,51843851,-0.11,,350295000,918,,,1
2026-08-20,00404A,主動聯博動能50,twse,9.54,9.54,9.34,9.43,5686916,53453715,0.02,,350295000,613,,,1
2026-08-21,00404A,主動聯博動能50,twse,9.43,9.49,9.36,9.43,2464521,23219322,0.0,,350295000,370,,,1
2026-08-24,00404A,主動聯博動能50,twse,9.46,9.55,9.45,9.45,2889418,27446796,0.02,,347795000,421,,,1
2026-08-25,00404A,主動聯博動能50,twse,9.42,9.46,9.27,9.46,4130228,38611510,0.01,,347795000,627,,,1
2026-08-26,00404A,主動聯博動能50,twse,9.46,9.64,9.44,9.63,1788268,17091166,0.17,,347795000,543,,,1
2026-08-27,00404A,主動聯博動能50,twse,9.66,9.72,9.60,9.61,3730592,36043306,-0.02,,347795000,675,,,1
2026-08-28,00404A,主動聯博動能50,twse,9.64,9.73,9.64,9.69,5640304,54665878,0.08,,344795000,627,,,1
2026-08-31,00404A,主動聯博動能50,twse,9.55,9.61,9.48,9.60,2697682,25713938,-0.09,,343295000,654,,,1
2026-09-01,00404A,主動聯博動能50,twse,9.65,9.90,9.65,9.86,9757580,96118927,0.26,,343295000,1213,,,1
2026-09-02,00404A,主動聯博動能50,twse,9.85,9.90,9.76,9.80,19353372,189711588,-0.06,,343295000,3209,,,1
2026-09-03,00404A,主動聯博動能50,twse,9.82,9.86,9.70,9.70,16800189,164435225,-0.1,,343295000,3204,,,1
2026-09-04,00404A,主動聯博動能50,twse,9.84,9.89,9.76,9.86,11639856,114313302,0.16,,344295000,1534,,,1
2026-09-07,00404A,主動聯博動能50,twse,9.96,10.05,9.95,10.03,17452957,174701249,0.17,,341295000,2610,,,1
2026-09-08,00404A,主動聯博動能50,twse,10.15,10.15,9.98,9.99,34321150,344110058,-0.04,,350295000,6184,,,1
2026-09-09,00404A,主動聯博動能50,twse,10.02,10.09,10.00,10.02,18108356,181937699,0.03,,354295000,2772,,,1
2026-09-10,00404A,主動聯博動能50,twse,10.02,10.02,9.93,9.97,26845920,267293034,-0.05,,388795000,4828,,,1
2026-09-11,00404A,主動聯博動能50,twse,9.85,9.88,9.77,9.82,27927924,274087213,-0.15,,415295000,6515,,,1
