date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2015-01-05,2420,新巨,twse,41.20,41.85,40.75,41.70,880526,36399827,0.5,,152648688,437,,
2015-01-06,2420,新巨,twse,41.60,41.80,41.00,41.80,446687,18491665,0.1,,152648688,335,,
2015-01-07,2420,新巨,twse,41.45,41.90,41.45,41.90,307526,12831287,0.1,,152648688,210,,
2015-01-08,2420,新巨,twse,42.35,42.65,42.10,42.20,604372,25623047,0.3,,152648688,487,,
2015-01-09,2420,新巨,twse,42.40,42.60,41.90,41.95,489235,20581206,-0.25,,152648688,277,,
2015-01-12,2420,新巨,twse,41.90,41.90,41.00,41.40,446912,18510367,-0.55,,152648688,290,,
2015-01-13,2420,新巨,twse,41.10,41.60,40.15,40.65,873199,35601302,-0.75,,152648688,541,,
2015-01-14,2420,新巨,twse,40.65,40.85,40.30,40.50,400612,16228454,-0.15,,152648688,251,,
2015-01-15,2420,新巨,twse,40.50,40.75,40.50,40.65,179425,7290069,0.15,,152648688,134,,
2015-01-16,2420,新巨,twse,40.65,40.65,39.90,39.90,563237,22565652,-0.75,,152648688,400,,
2015-01-19,2420,新巨,twse,40.00,40.50,39.40,39.55,492334,19550157,-0.35,,152648688,327,,
2015-01-20,2420,新巨,twse,39.50,40.30,39.50,40.00,366712,14636070,0.45,,152648688,274,,
2015-01-21,2420,新巨,twse,40.00,40.30,39.80,39.85,316380,12656737,-0.15,,152648688,233,,
2015-01-22,2420,新巨,twse,40.00,40.30,40.00,40.25,279041,11221299,0.4,,152648688,207,,
2015-01-23,2420,新巨,twse,40.25,40.50,40.10,40.50,393114,15851091,0.25,,152648688,252,,
2015-01-26,2420,新巨,twse,40.50,40.80,40.35,40.50,194766,7895994,0.0,,152648688,156,,
2015-01-27,2420,新巨,twse,40.55,40.70,39.50,40.20,797622,31976289,-0.3,,152648688,530,,
2015-01-28,2420,新巨,twse,40.00,40.00,39.70,39.80,275092,10967480,-0.4,,152648688,151,,
2015-01-29,2420,新巨,twse,39.60,39.95,39.60,39.95,227851,9062128,0.15,,152648688,143,,
2015-01-30,2420,新巨,twse,39.95,39.95,39.65,39.70,227001,9020640,-0.25,,152648688,138,,
2015-02-02,2420,新巨,twse,39.60,40.50,39.55,40.50,355112,14167012,0.8,,152648688,253,,
2015-02-03,2420,新巨,twse,40.50,40.90,40.20,40.65,416377,16899872,0.15,,152648688,251,,
2015-02-04,2420,新巨,twse,40.95,42.80,40.85,42.00,1753054,73811308,1.35,,152648688,1000,,
2015-02-05,2420,新巨,twse,42.40,44.40,42.40,43.80,4445896,193395290,1.8,,152648688,2151,,
2015-02-06,2420,新巨,twse,44.30,45.80,43.80,45.05,4103954,183750468,1.25,,152648688,2297,,
2015-02-09,2420,新巨,twse,45.05,45.45,44.20,44.70,1822538,81569341,-0.35,,152648688,946,,
2015-02-10,2420,新巨,twse,44.80,44.85,44.10,44.40,997640,44344616,-0.3,,152648688,557,,
2015-02-11,2420,新巨,twse,44.90,44.90,43.85,44.30,1265186,56141957,-0.1,,152648688,757,,
2015-02-12,2420,新巨,twse,44.30,44.50,43.60,43.60,1027212,45095767,-0.7,,152648688,590,,
2015-02-13,2420,新巨,twse,44.00,44.40,43.65,44.00,1676000,73866150,0.4,,152648688,841,,
2015-02-24,2420,新巨,twse,44.55,44.60,43.15,43.15,1671167,73020561,-0.85,,152648688,907,,
2015-02-25,2420,新巨,twse,43.15,43.55,42.80,42.85,1105827,47707489,-0.3,,152648688,700,,
2015-02-26,2420,新巨,twse,43.00,44.45,43.00,44.30,1645375,72587022,1.45,,152648688,1014,,
2015-03-02,2420,新巨,twse,44.40,47.00,44.15,46.85,3345506,152800070,2.55,,152648688,1993,,
2015-03-03,2420,新巨,twse,47.00,47.45,45.80,45.95,2394716,111160785,-0.9,,152648688,1377,,
2015-03-04,2420,新巨,twse,46.20,47.10,45.70,46.90,1504002,70128942,0.95,,152648688,981,,
