date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2025-10-14,00982D,主動富邦動態入息,twse,10.04,10.05,10.03,10.04,56786017,570020512,0.07,,172229000,2450,,,1
2025-10-15,00982D,主動富邦動態入息,twse,10.08,10.09,10.06,10.06,6264883,63124077,0.02,,172229000,628,,,1
2025-10-16,00982D,主動富邦動態入息,twse,10.06,10.08,10.06,10.08,3848209,38749895,0.02,,156729000,313,,,1
2025-10-17,00982D,主動富邦動態入息,twse,10.10,10.13,10.09,10.13,5014435,50704006,0.05,,149229000,378,,,1
2025-10-20,00982D,主動富邦動態入息,twse,10.13,10.13,10.07,10.08,4810272,48515420,-0.05,,143729000,452,,,1
2025-10-21,00982D,主動富邦動態入息,twse,10.10,10.12,10.10,10.11,2523975,25523602,0.03,,139229000,178,,,1
2025-10-22,00982D,主動富邦動態入息,twse,10.14,10.15,10.14,10.15,1944792,19735370,0.04,,137729000,154,,,1
2025-10-23,00982D,主動富邦動態入息,twse,10.14,10.18,10.14,10.17,2967945,30172104,0.02,,137229000,175,,,1
2025-10-27,00982D,主動富邦動態入息,twse,10.17,10.19,10.12,10.14,7701685,78041753,-0.03,,132229000,417,,,1
2025-10-28,00982D,主動富邦動態入息,twse,10.15,10.17,10.14,10.15,1588507,16139595,0.01,,132229000,138,,,1
2025-10-29,00982D,主動富邦動態入息,twse,10.15,10.15,10.12,10.14,1768567,17927524,-0.01,,132229000,194,,,1
2025-10-30,00982D,主動富邦動態入息,twse,10.09,10.12,10.08,10.12,3454990,34889600,-0.02,,129229000,300,,,1
2025-10-31,00982D,主動富邦動態入息,twse,10.10,10.10,10.06,10.08,2602273,26206426,-0.04,,129229000,356,,,1
2025-11-03,00982D,主動富邦動態入息,twse,10.06,10.07,10.04,10.05,2340927,23543076,-0.03,,129229000,324,,,1
2025-11-04,00982D,主動富邦動態入息,twse,10.05,10.05,10.03,10.04,1742379,17488716,-0.01,,129229000,280,,,1
2025-11-05,00982D,主動富邦動態入息,twse,10.03,10.09,10.03,10.06,3205965,32282874,0.02,,129229000,163,,,1
2025-11-06,00982D,主動富邦動態入息,twse,10.03,10.03,10.02,10.02,1880806,18847147,-0.04,,130229000,287,,,1
2025-11-07,00982D,主動富邦動態入息,twse,10.05,10.08,10.05,10.06,1800772,18125950,0.04,,130229000,143,,,1
2025-11-10,00982D,主動富邦動態入息,twse,10.04,10.04,10.01,10.03,2024661,20303350,-0.03,,129229000,233,,,1
2025-11-11,00982D,主動富邦動態入息,twse,10.03,10.05,10.03,10.04,1516404,15226769,0.01,,129229000,113,,,1
2025-11-12,00982D,主動富邦動態入息,twse,10.06,10.11,10.06,10.09,2614693,26386219,0.05,,130229000,128,,,1
2025-11-13,00982D,主動富邦動態入息,twse,10.09,10.09,10.08,10.08,2152655,21713363,-0.01,,128229000,118,,,1
2025-11-14,00982D,主動富邦動態入息,twse,10.04,10.06,10.04,10.06,1656153,16644592,-0.02,,127229000,136,,,1
2025-11-17,00982D,主動富邦動態入息,twse,9.92,10.03,9.90,10.02,2317418,23112487,-0.04,,125229000,187,,,1
2025-11-18,00982D,主動富邦動態入息,twse,10.03,10.06,10.03,10.04,2843541,28568045,0.02,,122229000,193,,,1
2025-11-19,00982D,主動富邦動態入息,twse,10.04,10.06,10.04,10.05,2241833,22525318,0.01,,120229000,99,,,1
2025-11-20,00982D,主動富邦動態入息,twse,10.05,10.06,10.04,10.04,1744406,17526650,-0.01,,120229000,170,,,1
2025-11-21,00982D,主動富邦動態入息,twse,10.08,10.09,10.08,10.08,2132752,21507689,0.04,,117229000,146,,,1
2025-11-24,00982D,主動富邦動態入息,twse,10.09,10.13,10.09,10.12,1823375,18452422,0.04,,117229000,179,,,1
2025-11-25,00982D,主動富邦動態入息,twse,10.14,10.16,10.14,10.15,2118680,21503220,0.03,,114729000,160,,,1
2025-11-26,00982D,主動富邦動態入息,twse,10.17,10.19,10.16,10.16,2034487,20690663,0.01,,111229000,196,,,1
2025-11-27,00982D,主動富邦動態入息,twse,10.16,10.21,10.16,10.19,1854653,18908227,0.03,,111229000,157,,,1
2025-11-28,00982D,主動富邦動態入息,twse,10.19,10.20,10.19,10.20,958872,9772421,0.01,,111229000,144,,,1
2025-12-01,00982D,主動富邦動態入息,twse,10.20,10.21,10.20,10.20,1388021,14159386,0.0,,111229000,153,,,1
2025-12-02,00982D,主動富邦動態入息,twse,10.15,10.18,10.15,10.18,1463881,14884810,-0.02,,111229000,144,,,1
2025-12-03,00982D,主動富邦動態入息,twse,10.17,10.18,10.17,10.18,1297386,13195304,0.0,,109229000,141,,,1
2025-12-04,00982D,主動富邦動態入息,twse,10.18,10.18,10.15,10.15,1441809,14635921,-0.03,,107729000,146,,,1
2025-12-05,00982D,主動富邦動態入息,twse,10.15,10.16,10.15,10.15,171807,1743859,0.0,,107729000,105,,,1
2025-12-08,00982D,主動富邦動態入息,twse,10.14,10.14,10.09,10.09,1621364,16390704,-0.06,,107729000,190,,,1
2025-12-09,00982D,主動富邦動態入息,twse,10.10,10.10,10.08,10.09,1321748,13339142,0.0,,107729000,106,,,1
2025-12-10,00982D,主動富邦動態入息,twse,10.09,10.10,10.08,10.10,2257274,22778695,0.01,,107729000,71,,,1
2025-12-11,00982D,主動富邦動態入息,twse,10.11,10.14,10.10,10.13,5539249,56069859,0.03,,107729000,184,,,1
2025-12-12,00982D,主動富邦動態入息,twse,10.12,10.13,10.11,10.11,3888676,39338305,-0.02,,107729000,158,,,1
2025-12-15,00982D,主動富邦動態入息,twse,10.09,10.11,10.08,10.09,2905643,29319567,-0.02,,107729000,148,,,1
2025-12-16,00982D,主動富邦動態入息,twse,10.09,10.13,10.09,10.12,5699752,57654345,0.03,,107729000,196,,,1
2025-12-17,00982D,主動富邦動態入息,twse,10.16,10.18,10.16,10.17,4535884,46113760,0.05,,107729000,195,,,1
2025-12-18,00982D,主動富邦動態入息,twse,10.19,10.19,10.16,10.17,1072832,10919310,0.0,,108229000,57,,,1
2025-12-19,00982D,主動富邦動態入息,twse,10.19,10.20,10.18,10.18,5587547,56937220,0.01,,108229000,174,,,1
2025-12-22,00982D,主動富邦動態入息,twse,10.17,10.18,10.16,10.17,3924862,39892692,-0.01,,108229000,170,,,1
2025-12-23,00982D,主動富邦動態入息,twse,10.16,10.16,10.15,10.15,4142471,42082308,-0.02,,108229000,162,,,1
2025-12-24,00982D,主動富邦動態入息,twse,10.16,10.16,10.14,10.14,2597791,26380950,-0.01,,108229000,134,,,1
2025-12-26,00982D,主動富邦動態入息,twse,10.16,10.18,10.16,10.16,3036809,30883339,0.02,,108229000,216,,,1
2025-12-29,00982D,主動富邦動態入息,twse,10.18,10.19,10.17,10.17,2464586,25088794,0.01,,108229000,242,,,1
2025-12-30,00982D,主動富邦動態入息,twse,10.17,10.19,10.16,10.16,3369213,34269162,-0.01,,108229000,238,,,1
2025-12-31,00982D,主動富邦動態入息,twse,10.16,10.18,10.16,10.17,1592445,16206133,0.01,,108229000,173,,,1
2026-01-02,00982D,主動富邦動態入息,twse,10.17,10.17,10.15,10.15,2730956,27740154,-0.02,,108729000,214,,,1
2026-01-05,00982D,主動富邦動態入息,twse,10.15,10.16,10.14,10.14,2073008,21032406,-0.01,,108729000,239,,,1
2026-01-06,00982D,主動富邦動態入息,twse,10.15,10.17,10.14,10.14,6757866,68673922,0.0,,108729000,308,,,1
2026-01-07,00982D,主動富邦動態入息,twse,10.17,10.19,10.16,10.16,2314227,23548083,0.02,,108729000,231,,,1
2026-01-08,00982D,主動富邦動態入息,twse,10.18,10.21,10.17,10.20,7532655,76808681,0.04,,108729000,269,,,1
2026-01-09,00982D,主動富邦動態入息,twse,10.20,10.21,10.20,10.20,822149,8388637,0.0,,108729000,196,,,1
2026-01-12,00982D,主動富邦動態入息,twse,10.21,10.22,10.19,10.20,10492931,107151995,0.0,,108729000,295,,,1
