date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-09-03,7837,啟新生,emerging,,77.5,77.5,77.5,251,19452,-0.18,,,,均價/額推算,,1
2026-09-04,7837,啟新生,emerging,,79.8,79.8,79.8,1,80,2.30,,,,均價/額推算,,1
2026-09-07,7837,啟新生,emerging,,79.8,79,79.58,3612,287443,-0.22,,,,均價/額推算,,1
2026-09-08,7837,啟新生,emerging,,81,79.5,80.48,4580,368598,0.90,,,,均價/額推算,,1
2026-09-09,7837,啟新生,emerging,,82.4,80,81.71,9164,748790,1.23,,,,均價/額推算,,1
2026-09-11,7837,啟新生,emerging,,93,86,88.85,20617,1831820,0.85,,,,均價/額推算,89,1
2026-09-14,7837,啟新生,emerging,,89.4,85,86.36,21018,1815114,-2.49,,,,均價/額推算,85,1
2026-09-15,7837,啟新生,emerging,,86.5,86.5,86.5,5,432,0.14,,,,均價/額推算,86.5,1
2026-09-16,7837,啟新生,emerging,,84,82.2,83.31,4070,339072,-3.19,,,,均價/額推算,84,1
2026-09-17,7837,啟新生,emerging,,84.5,83.5,84.05,5500,462275,0.74,,,,均價/額推算,83.5,1
2026-09-18,7837,啟新生,emerging,,,,,0,,,,,,無成交,,0
2026-09-21,7837,啟新生,emerging,,85,85,85,2000,170000,0.95,,,,均價/額推算,85,1
2026-09-22,7837,啟新生,emerging,,83,81,81.65,14031,1145631,-3.35,,,,均價/額推算,83,1
2026-09-23,7837,啟新生,emerging,,83,81,81.52,5002,407763,-0.13,,,,均價/額推算,83,1
2026-09-24,7837,啟新生,emerging,,83.3,83.3,83.3,1100,91630,1.78,,,,均價/額推算,83.3,1
2026-09-25,7837,啟新生,emerging,,83.3,83.3,83.3,1100,91630,1.78,,,,均價/額推算,83.3,1
