date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2018-04-16,6416,瑞祺電通,twse,152.00,159.50,150.50,158.00,4414519,682015742,0.0,,68035634,2965,,,1
2018-04-17,6416,瑞祺電通,twse,158.00,158.00,148.50,152.00,1900790,291023472,-6.0,,68035634,1494,,,1
2018-04-18,6416,瑞祺電通,twse,150.00,153.50,143.00,151.00,1784100,263441949,-1.0,,68035634,1275,,,1
2018-04-19,6416,瑞祺電通,twse,150.00,154.00,147.50,153.50,1782363,269553083,2.5,,68035634,1277,,,1
2018-04-20,6416,瑞祺電通,twse,152.00,155.50,150.50,152.00,1555850,238714700,-1.5,,68035634,1226,,,1
2018-04-23,6416,瑞祺電通,twse,151.50,151.50,143.00,145.50,1261500,185168000,-6.5,,68035634,955,,,1
2018-04-24,6416,瑞祺電通,twse,145.50,145.50,131.50,132.50,1180680,160778980,-13.0,,68035634,1008,,,1
2018-04-25,6416,瑞祺電通,twse,128.50,136.50,128.00,133.00,756671,99859743,0.5,,68035634,627,,,1
2018-04-26,6416,瑞祺電通,twse,133.00,138.00,128.50,128.50,688117,90776151,-4.5,,68035634,570,,,1
2018-04-27,6416,瑞祺電通,twse,130.00,135.00,128.00,134.00,405253,53184908,5.5,,68035634,350,,,1
2018-04-30,6416,瑞祺電通,twse,133.00,135.50,131.00,132.50,234620,31248960,-1.5,,68035634,213,,,1
2018-05-02,6416,瑞祺電通,twse,132.50,133.00,130.50,130.50,170500,22423750,-2.0,,68035634,150,,,1
2018-05-03,6416,瑞祺電通,twse,130.50,131.50,122.00,123.00,680675,85516375,-7.5,,68035634,582,,,1
2018-05-04,6416,瑞祺電通,twse,123.00,132.00,121.50,130.00,673561,86242930,7.0,,68035634,556,,,1
2018-05-07,6416,瑞祺電通,twse,128.00,134.00,125.50,133.00,588187,76510558,3.0,,68035634,440,,,1
2018-05-08,6416,瑞祺電通,twse,135.00,138.50,132.00,135.50,857329,115932073,2.5,,68035634,692,,,1
2018-05-09,6416,瑞祺電通,twse,134.50,136.50,132.00,133.00,392400,52406500,-2.5,,68035634,362,,,1
2018-05-10,6416,瑞祺電通,twse,134.00,135.00,130.50,132.00,273240,36262420,-1.0,,68035634,244,,,1
2018-05-11,6416,瑞祺電通,twse,134.00,134.00,130.00,130.00,285050,37366850,-2.0,,68035634,239,,,1
2018-05-14,6416,瑞祺電通,twse,133.00,133.00,127.00,128.00,400350,51678300,-2.0,,68035634,382,,,1
2018-05-15,6416,瑞祺電通,twse,128.00,128.00,124.50,124.50,435070,54578750,-3.5,,68035634,370,,,1
2018-05-16,6416,瑞祺電通,twse,124.50,136.50,124.50,136.50,1765809,237615925,12.0,,68035634,1144,,,1
2018-05-17,6416,瑞祺電通,twse,136.00,142.00,135.00,138.00,2219397,306000286,1.5,,68035634,1689,,,1
2018-05-18,6416,瑞祺電通,twse,135.00,137.00,133.50,135.00,577550,78081350,-3.0,,68035634,495,,,1
2018-05-21,6416,瑞祺電通,twse,136.50,137.50,133.50,134.50,326860,44173100,-0.5,,68035634,290,,,1
2018-05-22,6416,瑞祺電通,twse,135.00,135.00,131.00,131.50,356100,47277449,-3.0,,68035634,303,,,1
2018-05-23,6416,瑞祺電通,twse,132.00,138.00,131.00,136.50,511181,69145204,5.0,,68035634,459,,,1
2018-05-24,6416,瑞祺電通,twse,137.00,145.00,136.50,145.00,1926345,271415525,8.5,,68035634,1334,,,1
