date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-04-10,00401A,主動摩根台灣鑫收,twse,10.54,10.61,10.50,10.61,99045102,1046426102,0.08,,255395000,8339,,,1
2026-04-13,00401A,主動摩根台灣鑫收,twse,10.61,10.73,10.58,10.68,26700031,284525929,0.07,,248895000,3611,,,1
2026-04-14,00401A,主動摩根台灣鑫收,twse,10.76,10.92,10.76,10.86,19186211,208137291,0.18,,242895000,2431,,,1
2026-04-15,00401A,主動摩根台灣鑫收,twse,10.96,11.11,10.95,11.03,21165549,233825210,0.17,,242895000,2791,,,1
2026-04-16,00401A,主動摩根台灣鑫收,twse,11.18,11.24,11.13,11.24,16415031,183634484,0.21,,244395000,2111,,,1
2026-04-17,00401A,主動摩根台灣鑫收,twse,11.24,11.41,11.23,11.37,23293260,264547260,0.13,,246395000,2915,,,1
2026-04-20,00401A,主動摩根台灣鑫收,twse,11.42,11.56,11.42,11.51,23305897,267995290,0.14,,248395000,2938,,,1
2026-04-21,00401A,主動摩根台灣鑫收,twse,11.60,11.66,11.50,11.64,17172379,199004573,0.13,,252395000,2573,,,1
2026-04-22,00401A,主動摩根台灣鑫收,twse,11.66,11.84,11.66,11.79,16334857,192072265,0.15,,253895000,2389,,,1
2026-04-23,00401A,主動摩根台灣鑫收,twse,11.95,12.04,11.38,11.56,26091056,303978216,-0.23,,260895000,5070,,,1
2026-04-24,00401A,主動摩根台灣鑫收,twse,11.72,11.86,11.60,11.78,11822160,138934611,0.22,,260895000,1978,,,1
2026-04-27,00401A,主動摩根台灣鑫收,twse,11.98,11.98,11.70,11.81,18571838,219129472,0.03,,268395000,2745,,,1
2026-04-28,00401A,主動摩根台灣鑫收,twse,11.87,11.96,11.84,11.88,12942247,153937975,0.07,,273395000,1800,,,1
2026-04-29,00401A,主動摩根台灣鑫收,twse,11.83,11.93,11.76,11.88,15071414,178256467,0.0,,273395000,1387,,,1
2026-04-30,00401A,主動摩根台灣鑫收,twse,11.96,12.15,11.93,12.03,16340499,197166613,0.15,,273395000,1937,,,1
2026-05-04,00401A,主動摩根台灣鑫收,twse,12.30,12.48,12.24,12.48,24539160,304021758,0.45,,277895000,2046,,,1
