date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2026-08-03,00991B,貝萊德A級公司債,twse,15.00,15.06,14.98,15.05,1933547,29045559,-0.01,,222828000,150,,
2026-08-04,00991B,貝萊德A級公司債,twse,15.10,15.12,15.09,15.10,1011076,15269335,0.05,,223328000,84,,
2026-08-05,00991B,貝萊德A級公司債,twse,15.21,15.21,15.18,15.19,552992,8401924,0.09,,223328000,61,,
2026-08-06,00991B,貝萊德A級公司債,twse,15.19,15.19,15.14,15.17,530908,8050015,-0.02,,223328000,57,,
2026-08-07,00991B,貝萊德A級公司債,twse,15.07,15.08,15.04,15.04,365658,5504817,-0.13,,223328000,62,,
2026-08-10,00991B,貝萊德A級公司債,twse,15.09,15.10,15.07,15.09,164997,2487201,0.05,,223328000,26,,
2026-08-11,00991B,貝萊德A級公司債,twse,14.98,15.02,14.97,15.01,1865994,27961361,-0.08,,223828000,71,,
2026-08-12,00991B,貝萊德A級公司債,twse,15.03,15.03,14.99,15.00,197269,2960477,-0.01,,223828000,57,,
2026-08-13,00991B,貝萊德A級公司債,twse,15.00,15.00,14.99,14.99,80825,1212016,-0.01,,223828000,39,,
2026-08-14,00991B,貝萊德A級公司債,twse,15.01,15.01,14.95,14.96,705362,10566658,-0.03,,224328000,60,,
2026-08-17,00991B,貝萊德A級公司債,twse,14.91,14.91,14.83,14.84,1062038,15772766,-0.12,,224328000,89,,
2026-08-18,00991B,貝萊德A級公司債,twse,14.79,14.79,14.69,14.71,1548915,22770297,-0.13,,225828000,76,,
2026-08-19,00991B,貝萊德A級公司債,twse,14.79,14.80,14.77,14.78,641101,9483364,0.07,,225828000,25,,
2026-08-20,00991B,貝萊德A級公司債,twse,14.90,14.95,14.89,14.95,759531,11344693,0.17,,225828000,24,,
2026-08-21,00991B,貝萊德A級公司債,twse,14.80,14.83,14.79,14.83,1132194,16761296,-0.12,,225828000,45,,
2026-08-24,00991B,貝萊德A級公司債,twse,14.79,14.82,14.78,14.82,116148,1718184,-0.01,,225828000,20,,
2026-08-25,00991B,貝萊德A級公司債,twse,14.84,14.86,14.83,14.86,268521,3987970,0.04,,226828000,25,,
2026-08-26,00991B,貝萊德A級公司債,twse,14.97,14.97,14.96,14.96,337190,5044445,0.1,,226828000,16,,
2026-08-27,00991B,貝萊德A級公司債,twse,14.94,14.94,14.92,14.92,501344,7480151,-0.04,,226828000,30,,
2026-08-28,00991B,貝萊德A級公司債,twse,14.86,14.90,14.81,14.81,11162679,165855321,-0.11,,226828000,148,,
2026-08-31,00991B,貝萊德A級公司債,twse,14.84,14.86,14.83,14.84,137543,2042233,0.03,,226828000,25,,
2026-09-01,00991B,貝萊德A級公司債,twse,14.77,14.77,14.71,14.72,191633,2820623,-0.12,,227328000,51,,
2026-09-02,00991B,貝萊德A級公司債,twse,14.70,14.70,14.68,14.70,117747,1730011,-0.02,,227328000,19,,
2026-09-03,00991B,貝萊德A級公司債,twse,14.74,14.77,14.74,14.77,308205,4550078,0.07,,227328000,22,,
2026-09-04,00991B,貝萊德A級公司債,twse,14.75,14.77,14.75,14.77,835419,12330497,0.0,,226328000,22,,
2026-09-07,00991B,貝萊德A級公司債,twse,14.75,14.75,14.69,14.69,92082,1353772,-0.08,,226328000,34,,
2026-09-08,00991B,貝萊德A級公司債,twse,14.69,14.69,14.66,14.66,1013528,14863370,-0.03,,259328000,32,,
2026-09-09,00991B,貝萊德A級公司債,twse,14.66,14.66,14.62,14.64,151903,2225899,-0.02,,259328000,34,,
2026-09-10,00991B,貝萊德A級公司債,twse,14.60,14.60,14.59,14.59,13652,199310,-0.05,,259328000,17,,
2026-09-11,00991B,貝萊德A級公司債,twse,14.52,14.54,14.49,14.54,313323,4548553,-0.05,,259328000,31,,
