date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2025-07-24,2887H,台新新光庚特二,twse,36.80,36.80,35.65,35.70,306799,11028730,0.0,,,167,
2025-07-25,2887H,台新新光庚特二,twse,35.85,36.25,35.60,35.80,266065,9568132,0.1,,,150,
2025-07-28,2887H,台新新光庚特二,twse,35.70,35.70,35.50,35.55,221350,7877062,-0.25,,,113,
2025-07-29,2887H,台新新光庚特二,twse,35.85,35.85,35.30,35.40,87674,3107338,-0.15,,,76,
2025-07-30,2887H,台新新光庚特二,twse,35.40,35.70,35.40,35.60,102990,3665618,0.2,,,33,
2025-07-31,2887H,台新新光庚特二,twse,35.55,35.55,35.55,35.55,7035,250088,-0.05,down,,9,
2025-08-01,2887H,台新新光庚特二,twse,35.55,35.80,35.55,35.70,36419,1298648,0.15,,,40,
2025-08-04,2887H,台新新光庚特二,twse,35.80,35.85,35.65,35.85,76402,2728959,0.15,,,52,
2025-08-05,2887H,台新新光庚特二,twse,35.95,36.00,35.85,35.90,111360,3996019,0.05,,,62,
2025-08-06,2887H,台新新光庚特二,twse,36.05,36.15,36.00,36.15,49283,1778414,0.25,,,43,
2025-08-07,2887H,台新新光庚特二,twse,36.10,36.20,36.05,36.10,64440,2325894,-0.05,,,44,
2025-08-08,2887H,台新新光庚特二,twse,36.10,36.25,36.10,36.10,214833,7776768,0.0,,,107,
2025-08-11,2887H,台新新光庚特二,twse,36.15,36.15,35.90,36.00,106759,3847529,-0.1,,,61,
2025-08-12,2887H,台新新光庚特二,twse,36.05,36.15,36.00,36.10,160333,5782340,0.1,,,83,
2025-08-13,2887H,台新新光庚特二,twse,36.20,36.40,36.10,36.20,307410,11145912,0.1,,,133,
2025-08-14,2887H,台新新光庚特二,twse,36.30,36.40,36.25,36.25,78126,2836798,0.05,,,56,
2025-08-15,2887H,台新新光庚特二,twse,36.25,36.50,36.25,36.40,219113,7977147,0.15,,,66,
2025-08-18,2887H,台新新光庚特二,twse,36.50,36.55,36.45,36.55,164659,6009209,0.15,,,83,
2025-08-19,2887H,台新新光庚特二,twse,36.55,36.60,36.50,36.60,120398,4402419,0.05,,,64,
2025-08-20,2887H,台新新光庚特二,twse,36.60,36.60,36.50,36.50,48150,1760372,-0.1,,,38,
2025-08-21,2887H,台新新光庚特二,twse,36.55,36.70,36.50,36.55,105047,3843952,0.05,,,53,
2025-08-22,2887H,台新新光庚特二,twse,36.55,36.70,36.55,36.60,53736,1966416,0.05,,,27,
2025-08-25,2887H,台新新光庚特二,twse,36.60,36.65,36.55,36.65,130854,4788811,0.05,,,69,
2025-08-26,2887H,台新新光庚特二,twse,36.65,36.65,36.55,36.55,158265,5792081,-0.1,,,50,
2025-08-27,2887H,台新新光庚特二,twse,36.60,36.65,36.50,36.60,155141,5677600,0.05,,,55,
2025-08-28,2887H,台新新光庚特二,twse,36.60,36.60,36.45,36.55,110706,4047439,-0.05,,,58,
2025-08-29,2887H,台新新光庚特二,twse,36.55,36.60,36.50,36.55,79844,2918464,0.0,,,47,
2025-09-01,2887H,台新新光庚特二,twse,36.55,36.60,36.50,36.55,67994,2484297,0.0,,,56,
2025-09-02,2887H,台新新光庚特二,twse,36.60,36.65,36.60,36.60,30120,1103028,0.05,,,24,
2025-09-03,2887H,台新新光庚特二,twse,36.60,36.60,36.55,36.60,33045,1209385,0.0,,,15,
2025-09-04,2887H,台新新光庚特二,twse,36.60,36.60,36.55,36.60,24663,902208,0.0,,,26,
2025-09-05,2887H,台新新光庚特二,twse,36.60,36.65,36.60,36.60,25365,928844,0.0,,,42,
2025-09-08,2887H,台新新光庚特二,twse,36.65,36.70,36.20,36.30,742194,27015564,-0.3,,,196,
2025-09-09,2887H,台新新光庚特二,twse,36.35,36.45,36.30,36.40,96035,3494413,0.1,,,58,
2025-09-10,2887H,台新新光庚特二,twse,36.45,36.55,36.40,36.55,108264,3945652,0.15,,,54,
2025-09-11,2887H,台新新光庚特二,twse,36.55,36.60,36.40,36.40,154238,5631734,-0.15,,,82,
2025-09-12,2887H,台新新光庚特二,twse,36.50,36.50,36.35,36.40,133166,4849492,0.0,,,83,
2025-09-15,2887H,台新新光庚特二,twse,36.40,36.45,36.35,36.35,86858,3159173,-0.05,,,75,
2025-09-16,2887H,台新新光庚特二,twse,36.45,36.50,36.35,36.35,66180,2408938,0.0,,,41,
2025-09-17,2887H,台新新光庚特二,twse,36.60,36.60,36.35,36.45,36341,1324897,0.1,,,30,
2025-09-18,2887H,台新新光庚特二,twse,36.60,36.60,36.50,36.50,85225,3113884,0.05,,,61,
2025-09-19,2887H,台新新光庚特二,twse,36.60,36.60,36.55,36.60,218175,7984085,0.1,,,70,
2025-09-22,2887H,台新新光庚特二,twse,36.65,36.65,36.60,36.60,68423,2505549,0.0,,,52,
2025-09-23,2887H,台新新光庚特二,twse,36.60,36.65,36.55,36.55,125893,4606112,-0.05,,,135,
2025-09-24,2887H,台新新光庚特二,twse,36.60,36.60,36.55,36.55,52287,1913490,0.0,,,61,
2025-09-25,2887H,台新新光庚特二,twse,36.55,36.75,36.55,36.65,120736,4424693,0.1,,,85,
2025-09-26,2887H,台新新光庚特二,twse,36.70,36.70,36.65,36.70,4519,165742,0.05,,,34,
2025-09-30,2887H,台新新光庚特二,twse,36.70,36.75,36.70,36.75,41280,1516478,0.05,,,37,
2025-10-01,2887H,台新新光庚特二,twse,36.75,36.90,36.75,36.85,72549,2672884,0.1,,,62,
2025-10-02,2887H,台新新光庚特二,twse,36.90,36.90,36.80,36.80,71522,2634512,-0.05,,,78,
2025-10-03,2887H,台新新光庚特二,twse,36.80,36.85,36.80,36.80,56846,2092208,0.0,,,84,
2025-10-07,2887H,台新新光庚特二,twse,36.85,36.85,36.80,36.80,117204,4315546,0.0,,,128,
2025-10-08,2887H,台新新光庚特二,twse,36.80,36.85,36.80,36.80,149091,5491646,0.0,,,74,
2025-10-09,2887H,台新新光庚特二,twse,36.80,36.85,36.75,36.75,187999,6914253,-0.05,,,212,
2025-10-13,2887H,台新新光庚特二,twse,36.65,36.70,36.60,36.70,82009,3007628,-0.05,,,53,
2025-10-14,2887H,台新新光庚特二,twse,36.70,36.75,36.65,36.70,170236,6248019,0.0,,,85,
2025-10-15,2887H,台新新光庚特二,twse,36.70,36.75,36.70,36.75,93967,3453020,0.05,,,60,
2025-10-16,2887H,台新新光庚特二,twse,36.80,36.80,36.75,36.80,45884,1688041,0.05,,,49,
2025-10-17,2887H,台新新光庚特二,twse,36.80,36.80,36.75,36.80,44442,1634824,0.0,,,66,
2025-10-20,2887H,台新新光庚特二,twse,36.75,36.80,36.75,36.75,23058,847659,-0.05,,,59,
2025-10-21,2887H,台新新光庚特二,twse,36.75,36.80,36.75,36.75,60929,2239138,0.0,,,67,
2025-10-22,2887H,台新新光庚特二,twse,36.75,36.80,36.70,36.75,79398,2917732,0.0,,,44,
2025-10-23,2887H,台新新光庚特二,twse,36.75,36.80,36.75,36.80,55915,2057463,0.05,,,65,
2025-10-27,2887H,台新新光庚特二,twse,36.85,36.85,36.80,36.80,59700,2199351,0.0,,,127,
2025-10-28,2887H,台新新光庚特二,twse,36.80,36.90,36.75,36.90,75268,2770655,0.1,,,67,
2025-10-29,2887H,台新新光庚特二,twse,36.80,36.90,36.80,36.90,71835,2643609,0.0,,,62,
2025-10-30,2887H,台新新光庚特二,twse,36.80,36.80,36.75,36.80,89652,3297682,-0.1,,,75,
2025-10-31,2887H,台新新光庚特二,twse,36.75,36.75,36.75,36.75,114400,4204208,-0.05,down,,102,
2025-11-03,2887H,台新新光庚特二,twse,36.75,36.95,36.75,36.95,75928,2798161,0.2,,,64,
2025-11-04,2887H,台新新光庚特二,twse,36.95,36.95,36.80,36.80,23007,847857,-0.15,,,18,
2025-11-05,2887H,台新新光庚特二,twse,36.80,36.80,36.80,36.80,17602,647779,0.0,down,,14,
2025-11-06,2887H,台新新光庚特二,twse,36.80,37.75,36.80,37.25,145501,5408572,0.45,,,130,
2025-11-07,2887H,台新新光庚特二,twse,36.85,37.25,36.80,37.00,42408,1571890,-0.25,,,27,
2025-11-10,2887H,台新新光庚特二,twse,37.20,37.25,37.00,37.05,121211,4504260,0.05,,,57,
2025-11-11,2887H,台新新光庚特二,twse,37.30,37.50,37.30,37.35,291273,10891201,0.3,,,110,
2025-11-12,2887H,台新新光庚特二,twse,37.45,37.80,37.45,37.80,96873,3643705,0.45,,,86,
2025-11-13,2887H,台新新光庚特二,twse,37.60,37.80,37.60,37.75,65049,2451093,-0.05,,,31,
2025-11-14,2887H,台新新光庚特二,twse,37.60,37.75,37.60,37.75,28032,1056304,0.0,,,18,
2025-11-17,2887H,台新新光庚特二,twse,37.60,37.75,37.50,37.70,26152,984099,-0.05,,,23,
2025-11-18,2887H,台新新光庚特二,twse,37.55,37.60,37.50,37.50,68860,2583538,-0.2,,,76,
2025-11-19,2887H,台新新光庚特二,twse,37.40,37.55,37.40,37.45,33879,1269876,-0.05,,,50,
2025-11-20,2887H,台新新光庚特二,twse,37.55,37.80,37.50,37.70,115614,4348812,0.25,,,72,
2025-11-21,2887H,台新新光庚特二,twse,37.60,37.95,37.60,37.70,213231,8042833,0.0,,,158,
