date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2019-02-27,00774B,新光中國政金綠債,twse,40.33,40.33,40.29,40.33,85000,3427350,0.15,,7350000,8,,,1
2019-03-04,00774B,新光中國政金綠債,twse,40.20,40.26,40.20,40.25,85000,3421300,-0.08,,7350000,8,,,1
2019-03-05,00774B,新光中國政金綠債,twse,40.25,40.25,40.14,40.14,59000,2373760,-0.11,,7350000,4,,,1
2019-03-06,00774B,新光中國政金綠債,twse,40.15,40.15,40.15,40.15,50000,2007500,0.01,up,7350000,2,,,1
2019-03-07,00774B,新光中國政金綠債,twse,40.15,40.15,40.15,40.15,50000,2007500,0.0,flat,7350000,3,,,1
2019-03-08,00774B,新光中國政金綠債,twse,40.30,40.30,40.30,40.30,55000,2216500,0.15,up,7350000,3,,,1
2019-03-11,00774B,新光中國政金綠債,twse,40.35,40.35,40.35,40.35,50000,2017500,0.05,up,7350000,2,,,1
2019-03-12,00774B,新光中國政金綠債,twse,40.35,40.35,40.35,40.35,75000,3026250,0.0,flat,7350000,4,,,1
2019-03-13,00774B,新光中國政金綠債,twse,40.37,40.37,40.35,40.35,51000,2057870,0.0,,7350000,3,,,1
2019-03-14,00774B,新光中國政金綠債,twse,40.40,40.40,40.40,40.40,50000,2020000,0.05,up,7350000,2,,,1
2019-03-15,00774B,新光中國政金綠債,twse,40.35,40.35,40.35,40.35,50000,2017500,-0.05,down,7350000,2,,,1
2019-03-18,00774B,新光中國政金綠債,twse,40.35,40.35,40.35,40.35,50000,2017500,0.0,flat,7350000,2,,,1
2019-03-19,00774B,新光中國政金綠債,twse,40.20,40.20,40.20,40.20,50000,2010000,-0.15,down,7350000,2,,,1
2019-03-20,00774B,新光中國政金綠債,twse,40.20,40.20,40.20,40.20,50000,2010000,0.0,flat,7350000,2,,,1
2019-03-21,00774B,新光中國政金綠債,twse,40.40,40.40,40.40,40.40,50000,2020000,0.2,up,7350000,2,,,1
2019-03-22,00774B,新光中國政金綠債,twse,40.35,40.35,40.35,40.35,51000,2057850,-0.05,down,7350000,3,,,1
2019-03-25,00774B,新光中國政金綠債,twse,40.30,40.30,40.30,40.30,50000,2015000,-0.05,down,7350000,2,,,1
2019-03-26,00774B,新光中國政金綠債,twse,40.40,40.40,40.40,40.40,50000,2020000,0.1,up,7350000,2,,,1
