date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2015-01-05,00631L,元大台灣50正2,twse,21.25,21.43,20.95,21.37,3200000,67622400,-0.16,,40584000,484,,,1
2015-01-06,00631L,元大台灣50正2,twse,20.85,20.87,20.26,20.35,6032397,123971468,-1.02,,40584000,995,,,1
2015-01-07,00631L,元大台灣50正2,twse,20.34,20.55,20.33,20.46,3956000,80867880,0.11,,40584000,459,,,1
2015-01-08,00631L,元大台灣50正2,twse,20.80,21.28,20.80,21.23,8103000,170434810,0.77,,40584000,832,,,1
2015-01-09,00631L,元大台灣50正2,twse,21.54,21.54,21.12,21.14,6233000,132363720,-0.09,,40584000,451,,,1
2015-01-12,00631L,元大台灣50正2,twse,20.92,21.14,20.86,20.91,4150000,87048840,-0.23,,40584000,280,,,1
2015-01-13,00631L,元大台灣50正2,twse,20.90,21.29,20.83,21.12,6636000,140158950,0.21,,40584000,307,,,1
2015-01-14,00631L,元大台灣50正2,twse,21.15,21.16,20.78,20.85,3816000,79782210,-0.27,,40584000,389,,,1
2015-01-15,00631L,元大台灣50正2,twse,20.94,21.06,20.70,20.90,4584000,95714420,0.05,,40584000,265,,,1
2015-01-16,00631L,元大台灣50正2,twse,20.90,21.20,20.54,20.66,4805000,100052270,-0.24,,40584000,516,,,1
2015-01-19,00631L,元大台灣50正2,twse,21.00,21.27,20.84,20.95,6366000,133985420,0.29,,40584000,461,,,1
2015-01-20,00631L,元大台灣50正2,twse,21.07,21.36,21.01,21.31,3691000,78352750,0.36,,40584000,379,,,1
2015-01-21,00631L,元大台灣50正2,twse,21.40,21.63,21.40,21.59,3310000,71321680,0.28,,40584000,409,,,1
2015-01-22,00631L,元大台灣50正2,twse,21.79,21.99,21.71,21.81,3847100,84156981,0.22,,40584000,350,,,1
2015-01-23,00631L,元大台灣50正2,twse,24.86,24.86,22.26,22.38,3973000,89752930,0.57,,40584000,471,,,1
2015-01-26,00631L,元大台灣50正2,twse,22.38,22.41,22.22,22.37,3143400,70167366,-0.01,,40584000,246,,,1
2015-01-27,00631L,元大台灣50正2,twse,22.70,22.75,22.44,22.58,2694500,60789605,0.21,,40584000,288,,,1
2015-01-28,00631L,元大台灣50正2,twse,22.48,22.67,22.45,22.61,3695063,83401844,0.03,,40584000,284,,,1
2015-01-29,00631L,元大台灣50正2,twse,22.57,22.57,22.11,22.18,5444000,121243530,-0.43,,40584000,366,,,1
2015-01-30,00631L,元大台灣50正2,twse,22.20,22.32,22.00,22.00,3793000,83898280,-0.18,,40584000,272,,,1
2015-02-02,00631L,元大台灣50正2,twse,22.00,22.15,21.88,21.99,1315000,29000570,-0.01,,40584000,188,,,1
2015-02-03,00631L,元大台灣50正2,twse,22.12,22.40,22.06,22.30,1935000,43078360,0.31,,40584000,323,,,1
