date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-09-03,6926,聖安生醫,emerging,,64.2,63.8,63.81,102,6509,2.04,,,,均價/額推算,,1
2026-09-04,6926,聖安生醫,emerging,,64.3,61.5,63.37,3002,190237,-0.44,,,,均價/額推算,,1
2026-09-07,6926,聖安生醫,emerging,,64.3,64.3,64.3,1,64,0.93,,,,均價/額推算,,1
2026-09-08,6926,聖安生醫,emerging,,64.3,63,63.49,5051,320688,-0.81,,,,均價/額推算,,1
2026-09-09,6926,聖安生醫,emerging,,63.8,63,63.15,55,3473,-0.34,,,,均價/額推算,,1
2026-09-11,6926,聖安生醫,emerging,,63.4,63.4,63.4,2,127,1.25,,,,均價/額推算,63.4,1
2026-09-14,6926,聖安生醫,emerging,,63.8,60.8,62.36,12005,748632,-1.04,,,,均價/額推算,63.8,1
2026-09-15,6926,聖安生醫,emerging,,63.8,60.9,62.28,19069,1187617,-0.08,,,,均價/額推算,63.3,1
2026-09-16,6926,聖安生醫,emerging,,63.2,61,61.03,203,12389,-1.25,,,,均價/額推算,63.2,1
2026-09-17,6926,聖安生醫,emerging,,63.4,63.2,63.3,6002,379927,2.27,,,,均價/額推算,63.4,1
2026-09-18,6926,聖安生醫,emerging,,,,,0,,,,,,無成交,,0
2026-09-21,6926,聖安生醫,emerging,,63.6,63.6,63.6,1000,63600,0.30,,,,均價/額推算,63.6,1
2026-09-22,6926,聖安生醫,emerging,,63.7,63.7,63.7,1,64,0.10,,,,均價/額推算,63.7,1
2026-09-23,6926,聖安生醫,emerging,,63.7,63.7,63.7,1,64,0.00,,,,均價/額推算,63.7,1
