date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-05-05,00999A,主動野村臺灣高息,twse,10.27,10.27,10.13,10.18,301960494,3074016917,0.07,,742017000,46074,,,1
2026-05-06,00999A,主動野村臺灣高息,twse,10.36,10.38,10.14,10.28,242788780,2493446089,0.1,,970517000,44182,,,1
2026-05-07,00999A,主動野村臺灣高息,twse,10.52,10.54,10.42,10.48,344093401,3604227758,0.2,,1224017000,53873,,,1
2026-05-08,00999A,主動野村臺灣高息,twse,10.46,10.53,10.30,10.42,238808630,2495098558,-0.06,,1501017000,50049,,,1
2026-05-11,00999A,主動野村臺灣高息,twse,10.49,10.68,10.48,10.65,127315859,1350498922,0.23,,1581017000,22926,,,1
2026-05-12,00999A,主動野村臺灣高息,twse,10.83,10.85,10.63,10.70,196443181,2107908086,0.05,,1607517000,37626,,,1
2026-05-13,00999A,主動野村臺灣高息,twse,10.56,10.59,10.48,10.58,100669371,1060232100,-0.12,,1611017000,23463,,,1
2026-05-14,00999A,主動野村臺灣高息,twse,10.70,10.76,10.53,10.55,68175502,723324369,-0.03,,1611017000,14194,,,1
2026-05-15,00999A,主動野村臺灣高息,twse,10.62,10.63,10.24,10.26,97927593,1017760429,-0.29,,1611017000,30564,,,1
2026-05-18,00999A,主動野村臺灣高息,twse,10.09,10.19,10.01,10.19,49848720,503631284,-0.07,,1611017000,14456,,,1
2026-05-19,00999A,主動野村臺灣高息,twse,10.10,10.20,10.02,10.03,48746750,491444558,-0.16,,1628517000,17258,,,1
2026-05-20,00999A,主動野村臺灣高息,twse,10.03,10.07,9.95,9.99,54020710,540075793,-0.04,,1644017000,16776,,,1
2026-05-21,00999A,主動野村臺灣高息,twse,10.16,10.29,10.16,10.28,31690973,324513951,0.29,,1644017000,6133,,,1
2026-05-22,00999A,主動野村臺灣高息,twse,10.35,10.43,10.33,10.42,45872766,476234297,0.14,,1635017000,8006,,,1
2026-05-25,00999A,主動野村臺灣高息,twse,10.57,10.68,10.57,10.65,93912633,998400855,0.23,,1612517000,13228,,,1
2026-05-26,00999A,主動野村臺灣高息,twse,10.73,10.76,10.59,10.66,61290236,653449589,0.01,,1573517000,9721,,,1
2026-05-27,00999A,主動野村臺灣高息,twse,10.83,10.90,10.70,10.75,70421235,762215312,0.09,,1551017000,11099,,,1
2026-05-28,00999A,主動野村臺灣高息,twse,10.78,10.89,10.51,10.56,58000621,620591387,-0.19,,1524017000,10371,,,1
2026-05-29,00999A,主動野村臺灣高息,twse,10.80,10.91,10.78,10.90,60468225,657149290,0.34,,1502017000,9776,,,1
2026-06-01,00999A,主動野村臺灣高息,twse,11.02,11.20,11.01,11.16,44733638,497790414,0.26,,1502017000,7710,,,1
2026-06-02,00999A,主動野村臺灣高息,twse,11.17,11.20,11.06,11.20,43503932,484282109,0.04,,1469017000,7929,,,1
2026-06-03,00999A,主動野村臺灣高息,twse,11.32,11.43,11.32,11.42,32984315,375884208,0.22,,1462517000,6274,,,1
2026-06-04,00999A,主動野村臺灣高息,twse,11.29,11.45,11.28,11.39,41802169,475113123,-0.03,,1462517000,8231,,,1
2026-06-05,00999A,主動野村臺灣高息,twse,11.29,11.32,10.97,11.19,47021436,523993302,-0.2,,1462517000,11303,,,1
2026-06-08,00999A,主動野村臺灣高息,twse,10.47,10.90,10.47,10.90,43838983,468781931,-0.29,,1462517000,10742,,,1
2026-06-09,00999A,主動野村臺灣高息,twse,11.03,11.21,10.93,11.20,36972315,409967074,0.3,,1444517000,5101,,,1
2026-06-10,00999A,主動野村臺灣高息,twse,11.12,11.20,10.90,10.93,37164270,412046749,-0.27,,1423017000,7986,,,1
2026-06-11,00999A,主動野村臺灣高息,twse,10.93,11.04,10.63,10.89,28683643,311178554,-0.04,,1423017000,6272,,,1
2026-06-12,00999A,主動野村臺灣高息,twse,11.21,11.23,11.05,11.08,24449917,272143338,0.19,,1416017000,4254,,,1
2026-06-15,00999A,主動野村臺灣高息,twse,11.30,11.32,11.12,11.12,30262295,338322396,0.04,,1403517000,5124,,,1
2026-06-16,00999A,主動野村臺灣高息,twse,11.19,11.20,11.11,11.13,30795704,343510567,0.01,,1391517000,4394,,,1
2026-06-17,00999A,主動野村臺灣高息,twse,11.05,11.19,11.05,11.19,23722509,263778587,0.06,,1368517000,3740,,,1
2026-06-18,00999A,主動野村臺灣高息,twse,11.27,11.35,11.27,11.31,29745332,336202738,0.12,,1355517000,4649,,,1
2026-06-22,00999A,主動野村臺灣高息,twse,11.42,11.48,11.39,11.43,38073807,435034938,0.12,,1339517000,6063,,,1
