date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2026-09-03,7944,睿禾金碳,emerging,,38.4,33.75,35.69,83298,2972906,-0.50,,,,均價/額推算,,1
2026-09-04,7944,睿禾金碳,emerging,,36,34.4,35.14,2179,76570,-0.55,,,,均價/額推算,,1
2026-09-07,7944,睿禾金碳,emerging,,36.55,34.45,35.01,23612,826656,-0.13,,,,均價/額推算,,1
2026-09-08,7944,睿禾金碳,emerging,,35,34.85,34.93,2000,69860,-0.08,,,,均價/額推算,,1
2026-09-09,7944,睿禾金碳,emerging,,36.45,35,35.43,16501,584630,0.50,,,,均價/額推算,,1
2026-09-11,7944,睿禾金碳,emerging,,35.55,33.5,34.58,257624,8908638,-1.99,,,,均價/額推算,34.1,1
2026-09-14,7944,睿禾金碳,emerging,,34.5,34,34.21,11000,376310,-0.37,,,,均價/額推算,34.35,1
2026-09-15,7944,睿禾金碳,emerging,,35.5,34.8,35.27,16866,594864,1.06,,,,均價/額推算,35,1
2026-09-16,7944,睿禾金碳,emerging,,35.5,35.4,35.46,10008,354884,0.19,,,,均價/額推算,35.5,1
2026-09-17,7944,睿禾金碳,emerging,,36.15,34.5,35.3,32008,1129882,-0.16,,,,均價/額推算,35.5,1
2026-09-18,7944,睿禾金碳,emerging,,37.2,35.35,36.28,36265,1315694,0.98,,,,均價/額推算,37.15,1
2026-09-21,7944,睿禾金碳,emerging,,37.25,36.95,37.13,6136,227830,0.85,,,,均價/額推算,37.15,1
2026-09-22,7944,睿禾金碳,emerging,,37.7,36.5,37.34,16151,603078,0.21,,,,均價/額推算,37.4,1
2026-09-23,7944,睿禾金碳,emerging,,37.5,36.8,37.15,4792,178023,-0.19,,,,均價/額推算,37.2,1
