date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2019-08-28,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-08-29,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-08-30,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-02,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-03,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-04,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-05,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-06,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-09,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-10,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-11,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-12,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-16,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-17,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-18,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-19,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-20,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-23,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-24,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-25,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-26,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-09-27,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-01,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-02,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-03,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-04,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-07,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-08,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-09,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-14,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-15,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-16,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-17,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-18,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-21,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-22,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-23,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-24,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-25,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-28,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-29,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-30,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-10-31,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-01,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-04,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-05,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-06,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-07,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-08,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-11,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
2019-11-12,00774C,新光中政金綠債+R,twse,,,,,0,0,0.0,,50000,0,無成交,,0
