date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2025-12-22,00990A,主動元大AI新經濟,twse,9.98,10.04,9.98,10.04,159769542,1600032296,0.26,,1999522000,14321,,,1
2025-12-23,00990A,主動元大AI新經濟,twse,10.07,10.15,10.06,10.14,125966186,1274401405,0.1,,1999522000,16597,,,1
2025-12-24,00990A,主動元大AI新經濟,twse,10.22,10.51,10.22,10.45,161502875,1679517978,0.31,,1999522000,21577,,,1
2025-12-26,00990A,主動元大AI新經濟,twse,10.52,10.73,10.51,10.68,196023120,2082411596,0.23,,1999522000,25234,,,1
2025-12-29,00990A,主動元大AI新經濟,twse,10.68,10.70,10.50,10.51,158776466,1676073398,-0.17,,1999522000,25722,,,1
2025-12-30,00990A,主動元大AI新經濟,twse,10.39,10.42,10.25,10.30,105661432,1091685418,-0.21,,1999522000,23397,,,1
2025-12-31,00990A,主動元大AI新經濟,twse,10.25,10.26,10.21,10.21,73102147,747813387,-0.09,,1999522000,17124,,,1
2026-01-02,00990A,主動元大AI新經濟,twse,10.18,10.20,10.15,10.15,68796388,699004878,-0.06,,1999522000,15394,,,1
2026-01-05,00990A,主動元大AI新經濟,twse,10.28,10.33,10.25,10.30,56596403,582782360,0.15,,1999522000,7862,,,1
2026-01-06,00990A,主動元大AI新經濟,twse,10.30,10.33,10.25,10.31,61306536,630562024,0.01,,1999522000,7875,,,1
2026-01-07,00990A,主動元大AI新經濟,twse,10.44,10.55,10.43,10.48,79405083,833336495,0.17,,2004022000,8522,,,1
2026-01-08,00990A,主動元大AI新經濟,twse,10.43,10.50,10.42,10.49,34227390,358346873,0.01,,2000022000,8258,,,1
2026-01-09,00990A,主動元大AI新經濟,twse,10.36,10.36,10.26,10.33,33341744,343660394,-0.16,,2000022000,6905,,,1
2026-01-12,00990A,主動元大AI新經濟,twse,10.44,10.47,10.39,10.42,39710926,413649913,0.09,,1995022000,6276,,,1
2026-01-13,00990A,主動元大AI新經濟,twse,10.55,10.59,10.51,10.56,70160892,739737815,0.14,,1967022000,6544,,,1
2026-01-14,00990A,主動元大AI新經濟,twse,10.63,10.73,10.63,10.70,63690668,680957490,0.14,,1944522000,6283,,,1
2026-01-15,00990A,主動元大AI新經濟,twse,10.57,10.57,10.52,10.54,32226411,339792145,-0.16,,1944522000,6325,,,1
2026-01-16,00990A,主動元大AI新經濟,twse,10.67,10.78,10.66,10.77,50351860,539926328,0.23,,1944522000,9368,,,1
2026-01-19,00990A,主動元大AI新經濟,twse,10.77,10.77,10.65,10.69,46440733,495637230,-0.08,,1944522000,8890,,,1
2026-01-20,00990A,主動元大AI新經濟,twse,10.61,10.66,10.60,10.66,25157280,267651764,-0.03,,1938022000,4619,,,1
2026-01-21,00990A,主動元大AI新經濟,twse,10.62,10.76,10.62,10.73,58981508,632101744,0.07,,1921522000,5478,,,1
2026-01-22,00990A,主動元大AI新經濟,twse,10.88,11.06,10.88,11.04,52139245,574545207,0.31,,1921022000,5763,,,1
2026-01-23,00990A,主動元大AI新經濟,twse,11.04,11.04,10.98,11.01,30795297,338749745,-0.03,,1920522000,5827,,,1
2026-01-26,00990A,主動元大AI新經濟,twse,10.90,10.91,10.80,10.87,49397265,536153626,-0.14,,1920522000,8441,,,1
2026-01-27,00990A,主動元大AI新經濟,twse,10.88,10.93,10.84,10.93,26716370,291044072,0.06,,1919522000,3975,,,1
2026-01-28,00990A,主動元大AI新經濟,twse,11.08,11.25,11.07,11.23,42856446,479453335,0.3,,1925522000,6313,,,1
2026-01-29,00990A,主動元大AI新經濟,twse,11.36,11.46,11.28,11.37,43358619,492806840,0.14,,1925522000,6528,,,1
2026-01-30,00990A,主動元大AI新經濟,twse,11.30,11.34,11.24,11.33,30874619,348909016,-0.04,,1926522000,6062,,,1
2026-02-02,00990A,主動元大AI新經濟,twse,11.20,11.20,10.87,10.92,63502630,698458429,-0.41,,1925522000,11898,,,1
2026-02-03,00990A,主動元大AI新經濟,twse,11.33,11.55,11.33,11.55,52120266,596129256,0.63,,1910022000,6138,,,1
