date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2025-12-30,00992A,主動群益科技創新,twse,10.24,10.40,10.24,10.38,244368448,2519603592,0.11,,927955000,34476,,,1
2025-12-31,00992A,主動群益科技創新,twse,10.46,10.52,10.39,10.43,175585495,1834729885,0.05,,1052455000,24577,,,1
2026-01-02,00992A,主動群益科技創新,twse,10.50,10.50,10.33,10.39,78655390,817966090,-0.04,,1075455000,15270,,,1
2026-01-05,00992A,主動群益科技創新,twse,10.52,10.53,10.39,10.42,64181701,670731163,0.03,,1075455000,8673,,,1
2026-01-06,00992A,主動群益科技創新,twse,10.50,10.61,10.47,10.61,55155096,581699761,0.19,,1069455000,6290,,,1
2026-01-07,00992A,主動群益科技創新,twse,10.80,10.81,10.53,10.59,42423516,451244098,-0.02,,1069455000,7948,,,1
2026-01-08,00992A,主動群益科技創新,twse,10.57,10.69,10.47,10.47,42088053,444224788,-0.12,,1069455000,8506,,,1
2026-01-09,00992A,主動群益科技創新,twse,10.46,10.55,10.30,10.48,34431443,359400687,0.01,,1069455000,5808,,,1
2026-01-12,00992A,主動群益科技創新,twse,10.63,10.65,10.53,10.64,40968569,434855867,0.16,,1037455000,4146,,,1
2026-01-13,00992A,主動群益科技創新,twse,10.79,10.79,10.50,10.61,38369802,408450126,-0.03,,1037455000,6323,,,1
2026-01-14,00992A,主動群益科技創新,twse,10.67,10.79,10.67,10.79,33650748,361767586,0.18,,1025455000,4475,,,1
2026-01-15,00992A,主動群益科技創新,twse,10.77,10.79,10.66,10.73,22566131,241847574,-0.06,,1024455000,4636,,,1
2026-01-16,00992A,主動群益科技創新,twse,10.87,10.92,10.77,10.92,32036126,347918584,0.19,,1017955000,4304,,,1
2026-01-19,00992A,主動群益科技創新,twse,11.00,11.00,10.92,10.95,31106705,340901925,0.03,,1019955000,4808,,,1
2026-01-20,00992A,主動群益科技創新,twse,10.84,11.07,10.83,11.06,20884752,229356346,0.11,,1019955000,3836,,,1
2026-01-21,00992A,主動群益科技創新,twse,10.98,11.10,10.83,10.87,43658556,477782865,-0.19,,1024455000,9581,,,1
2026-01-22,00992A,主動群益科技創新,twse,11.06,11.21,11.03,11.18,36502630,405897431,0.31,,1023455000,3922,,,1
2026-01-23,00992A,主動群益科技創新,twse,11.23,11.29,11.12,11.27,20187467,226517289,0.09,,1023455000,3703,,,1
2026-01-26,00992A,主動群益科技創新,twse,11.34,11.40,11.27,11.36,23699270,268647537,0.09,,1028955000,4244,,,1
2026-01-27,00992A,主動群益科技創新,twse,11.48,11.61,11.43,11.59,38793773,448120431,0.23,,1059955000,5543,,,1
2026-01-28,00992A,主動群益科技創新,twse,11.79,11.81,11.72,11.79,49671872,584465211,0.2,,1110955000,6803,,,1
