date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2025-07-24,2887G,台新新光庚特一,twse,35.80,36.25,35.60,35.60,157061,5616574,0.0,,,91,
2025-07-25,2887G,台新新光庚特一,twse,35.75,36.20,35.70,35.75,129240,4622945,0.15,,,47,
2025-07-28,2887G,台新新光庚特一,twse,35.65,35.65,35.50,35.60,88188,3134561,-0.15,,,55,
2025-07-29,2887G,台新新光庚特一,twse,35.55,35.60,35.20,35.35,141804,5024308,-0.25,,,49,
2025-07-30,2887G,台新新光庚特一,twse,35.25,35.35,35.25,35.35,116162,4105130,0.0,,,41,
2025-07-31,2887G,台新新光庚特一,twse,35.45,35.45,35.30,35.35,12982,458431,0.0,,,24,
2025-08-01,2887G,台新新光庚特一,twse,35.35,35.70,35.35,35.65,136497,4834051,0.3,,,41,
2025-08-04,2887G,台新新光庚特一,twse,35.45,35.75,35.45,35.75,29384,1048389,0.1,,,24,
2025-08-05,2887G,台新新光庚特一,twse,35.75,35.95,35.75,35.95,25058,899021,0.2,,,24,
2025-08-06,2887G,台新新光庚特一,twse,36.00,36.05,36.00,36.05,38491,1384799,0.1,,,36,
2025-08-07,2887G,台新新光庚特一,twse,36.10,36.20,36.10,36.10,45170,1632163,0.05,,,21,
2025-08-08,2887G,台新新光庚特一,twse,36.10,36.15,36.10,36.10,29122,1051675,0.0,,,20,
2025-08-11,2887G,台新新光庚特一,twse,36.15,36.15,36.10,36.10,18048,652374,0.0,,,11,
2025-08-12,2887G,台新新光庚特一,twse,36.20,36.25,36.15,36.15,37935,1372706,0.05,,,31,
2025-08-13,2887G,台新新光庚特一,twse,36.20,36.35,36.20,36.35,46337,1681469,0.2,,,36,
2025-08-14,2887G,台新新光庚特一,twse,36.35,36.40,36.30,36.35,33453,1215825,0.0,,,25,
2025-08-15,2887G,台新新光庚特一,twse,36.40,36.45,36.35,36.45,47362,1724447,0.1,,,35,
2025-08-18,2887G,台新新光庚特一,twse,36.45,36.50,36.45,36.50,13527,493504,0.05,,,19,
2025-08-19,2887G,台新新光庚特一,twse,36.50,36.50,36.40,36.50,23430,854102,0.0,,,27,
2025-08-20,2887G,台新新光庚特一,twse,36.50,36.50,36.45,36.45,7047,256879,-0.05,,,13,
2025-08-21,2887G,台新新光庚特一,twse,36.50,36.55,36.45,36.50,22739,829661,0.05,,,30,
2025-08-22,2887G,台新新光庚特一,twse,36.50,36.55,36.50,36.55,3878,141853,0.05,,,11,
2025-08-25,2887G,台新新光庚特一,twse,36.55,36.55,36.50,36.50,9414,343676,-0.05,,,10,
2025-08-26,2887G,台新新光庚特一,twse,36.50,36.55,36.45,36.55,27312,997621,0.05,,,28,
2025-08-27,2887G,台新新光庚特一,twse,36.55,36.60,36.55,36.60,17790,650267,0.05,,,19,
2025-08-28,2887G,台新新光庚特一,twse,36.55,36.55,36.55,36.55,16051,586663,-0.05,down,,14,
2025-08-29,2887G,台新新光庚特一,twse,36.55,36.60,36.50,36.55,48204,1761079,0.0,,,23,
2025-09-01,2887G,台新新光庚特一,twse,36.50,36.50,36.45,36.50,20192,736956,-0.05,,,13,
2025-09-02,2887G,台新新光庚特一,twse,36.50,36.60,36.50,36.60,152213,5569926,0.1,,,27,
2025-09-03,2887G,台新新光庚特一,twse,36.55,36.60,36.55,36.60,3636,133182,0.0,,,8,
2025-09-04,2887G,台新新光庚特一,twse,36.60,36.65,36.55,36.65,24403,892522,0.05,,,22,
2025-09-05,2887G,台新新光庚特一,twse,36.60,36.65,36.60,36.65,25149,920517,0.0,,,14,
2025-09-08,2887G,台新新光庚特一,twse,36.65,36.65,36.45,36.45,85131,3106996,-0.2,,,44,
2025-09-09,2887G,台新新光庚特一,twse,36.45,36.70,36.45,36.55,23250,849443,0.1,,,14,
2025-09-10,2887G,台新新光庚特一,twse,36.55,36.65,36.50,36.65,13940,509010,0.1,,,30,
2025-09-11,2887G,台新新光庚特一,twse,36.60,36.60,36.55,36.60,66756,2441711,-0.05,,,32,
2025-09-12,2887G,台新新光庚特一,twse,36.60,36.60,36.50,36.60,51068,1867513,0.0,,,36,
2025-09-15,2887G,台新新光庚特一,twse,36.55,36.55,36.45,36.45,48078,1755588,-0.15,,,22,
2025-09-16,2887G,台新新光庚特一,twse,36.50,36.60,36.45,36.60,37899,1383773,0.15,,,20,
2025-09-17,2887G,台新新光庚特一,twse,36.60,36.60,36.50,36.55,29622,1083195,-0.05,,,24,
2025-09-18,2887G,台新新光庚特一,twse,36.55,36.55,36.50,36.55,25852,944090,0.0,,,21,
2025-09-19,2887G,台新新光庚特一,twse,36.60,36.65,36.60,36.65,18007,659404,0.1,,,15,
2025-09-22,2887G,台新新光庚特一,twse,36.65,36.65,36.65,36.65,10235,375060,0.0,down,,10,
2025-09-23,2887G,台新新光庚特一,twse,36.65,36.70,36.60,36.70,16714,612017,0.05,,,16,
2025-09-24,2887G,台新新光庚特一,twse,36.60,36.65,35.75,36.65,42435,1545401,-0.05,,,22,
2025-09-25,2887G,台新新光庚特一,twse,36.65,36.70,36.65,36.70,12540,460035,0.05,,,68,
2025-09-26,2887G,台新新光庚特一,twse,36.70,36.75,36.70,36.75,21444,786843,0.05,,,155,
2025-09-30,2887G,台新新光庚特一,twse,36.75,36.80,36.75,36.80,11203,411383,0.05,,,30,
2025-10-01,2887G,台新新光庚特一,twse,36.75,36.95,36.75,36.90,25738,948726,0.1,,,31,
2025-10-02,2887G,台新新光庚特一,twse,36.85,36.85,36.85,36.85,10914,401959,-0.05,down,,19,
2025-10-03,2887G,台新新光庚特一,twse,36.85,36.90,36.85,36.90,5275,194430,0.05,,,9,
2025-10-07,2887G,台新新光庚特一,twse,36.70,36.85,36.70,36.75,24800,912397,-0.15,,,20,
2025-10-08,2887G,台新新光庚特一,twse,36.80,36.85,36.70,36.85,37132,1365034,0.1,,,27,
2025-10-09,2887G,台新新光庚特一,twse,36.75,36.85,36.75,36.85,26460,972526,0.0,,,40,
2025-10-13,2887G,台新新光庚特一,twse,36.70,36.80,36.70,36.80,18085,664009,-0.05,,,17,
2025-10-14,2887G,台新新光庚特一,twse,36.80,36.85,36.70,36.85,9319,342600,0.05,,,15,
2025-10-15,2887G,台新新光庚特一,twse,36.85,36.85,36.85,36.85,11446,421698,0.0,down,,14,
2025-10-16,2887G,台新新光庚特一,twse,36.85,36.85,36.75,36.75,76217,2802961,-0.1,,,41,
2025-10-17,2887G,台新新光庚特一,twse,36.75,36.80,36.75,36.80,10275,377633,0.05,,,11,
2025-10-20,2887G,台新新光庚特一,twse,36.80,36.85,36.80,36.85,11241,413890,0.05,,,25,
2025-10-21,2887G,台新新光庚特一,twse,36.80,36.85,36.80,36.85,9745,358603,0.0,,,8,
2025-10-22,2887G,台新新光庚特一,twse,36.85,36.85,36.75,36.85,17512,644010,0.0,,,25,
2025-10-23,2887G,台新新光庚特一,twse,36.80,36.85,36.80,36.85,2634,96948,0.0,,,6,
2025-10-27,2887G,台新新光庚特一,twse,36.85,36.90,36.80,36.90,15774,580804,0.05,,,21,
2025-10-28,2887G,台新新光庚特一,twse,36.80,36.90,36.75,36.90,52980,1949620,0.0,,,24,
2025-10-29,2887G,台新新光庚特一,twse,36.90,36.90,36.90,36.90,10206,376569,0.0,down,,9,
2025-10-30,2887G,台新新光庚特一,twse,36.90,36.90,36.80,36.90,18541,683341,0.0,,,19,
