date,market,rows,traded,bad_hl,zero,neg,notrade_blanked
2006-08-24,twse,707,696,0,0,0,0
2006-08-25,twse,707,693,0,0,0,0
2006-08-28,twse,707,688,0,0,0,0
2006-08-29,twse,707,691,0,0,0,0
2006-08-30,twse,707,692,0,0,0,0
2006-08-31,twse,707,693,0,0,0,0
2006-09-01,twse,707,692,0,0,0,0
2006-09-04,twse,707,692,0,0,0,0
2006-09-05,twse,707,693,0,0,0,0
2006-09-06,twse,706,689,0,0,0,0
2006-09-07,twse,706,694,0,0,0,0
2006-09-08,twse,707,692,0,0,0,0
2006-09-11,twse,706,693,0,0,0,0
2006-09-12,twse,706,694,0,0,0,0
2006-09-13,twse,707,698,0,0,0,0
2006-09-14,twse,707,697,0,0,0,0
2006-09-15,twse,707,696,0,0,0,0
2006-09-18,twse,707,698,0,0,0,0
2006-09-19,twse,706,695,0,0,0,0
2006-09-20,twse,705,695,0,0,0,0
2006-09-21,twse,704,693,0,0,0,0
2006-09-22,twse,704,693,0,0,0,0
2006-09-25,twse,704,696,0,0,0,0
2006-09-26,twse,704,695,0,0,0,0
2006-09-27,twse,704,693,0,0,0,0
2006-09-28,twse,704,691,0,0,0,0
2006-09-29,twse,705,697,0,0,0,0
2006-10-02,twse,705,695,0,0,0,0
2006-10-03,twse,703,690,0,0,0,0
2006-10-04,twse,703,691,0,0,0,0
2006-10-05,twse,703,691,0,0,0,0
2006-10-11,twse,705,692,0,0,0,0
2006-10-12,twse,705,693,0,0,0,0
2006-10-13,twse,705,694,0,0,0,0
2006-10-14,twse,705,695,0,0,0,0
2006-10-16,twse,705,698,0,0,0,0
2006-10-17,twse,704,696,0,0,0,0
2006-10-18,twse,705,695,0,0,0,0
2006-10-19,twse,705,694,0,0,0,0
2006-10-20,twse,706,696,0,0,0,0
2006-10-23,twse,706,694,0,0,0,0
2006-10-24,twse,705,697,0,0,0,0
2006-10-25,twse,704,697,0,0,0,0
2006-10-26,twse,705,694,0,0,0,0
2006-10-27,twse,705,695,0,0,0,0
2006-10-30,twse,705,694,0,0,0,0
2006-10-31,twse,707,696,0,0,0,0
2006-11-01,twse,705,693,0,0,0,0
2006-11-02,twse,705,691,0,0,0,0
2006-11-03,twse,707,694,0,0,0,0
2006-11-06,twse,706,692,0,0,0,0
2006-11-07,twse,706,694,0,0,0,0
2006-11-08,twse,706,695,0,0,0,0
2006-11-09,twse,706,696,0,0,0,0
2006-11-10,twse,707,698,0,0,0,0
2006-11-13,twse,707,698,0,0,0,0
2006-11-14,twse,707,698,0,0,0,0
2006-11-15,twse,707,697,0,0,0,0
2006-11-16,twse,707,695,0,0,0,0
2006-11-17,twse,707,699,0,0,0,0
2006-11-20,twse,708,697,0,0,0,0
2006-11-21,twse,706,696,0,0,0,0
2006-11-22,twse,706,695,0,0,0,0
2006-11-23,twse,706,698,0,0,0,0
2006-11-24,twse,706,697,0,0,0,0
2006-11-27,twse,705,696,0,0,0,0
2006-11-28,twse,705,697,0,0,0,0
2006-11-29,twse,705,698,0,0,0,0
2006-11-30,twse,706,701,0,0,0,0
2006-12-01,twse,706,700,0,0,0,0
2006-12-04,twse,706,699,0,0,0,0
2006-12-05,twse,706,699,0,0,0,0
2006-12-06,twse,706,699,0,0,0,0
2006-12-07,twse,705,700,0,0,0,0
2006-12-08,twse,706,699,0,0,0,0
2006-12-11,twse,706,701,0,0,0,0
2006-12-12,twse,706,697,0,0,0,0
2006-12-13,twse,705,699,0,0,0,0
2006-12-14,twse,706,698,0,0,0,0
2006-12-15,twse,706,702,0,0,0,0
2006-12-18,twse,706,699,0,0,0,0
2006-12-19,twse,705,698,0,0,0,0
2006-12-20,twse,704,697,0,0,0,0
2006-12-21,twse,704,696,0,0,0,0
2006-12-22,twse,704,697,0,0,0,0
2006-12-25,twse,705,700,0,0,0,0
2006-12-26,twse,704,698,0,0,0,0
2006-12-27,twse,705,700,0,0,0,0
2006-12-28,twse,705,698,0,0,0,0
2006-12-29,twse,705,700,0,0,0,0
2007-01-02,twse,705,700,0,0,0,0
2007-01-03,twse,705,699,0,0,0,0
2007-01-04,twse,705,696,0,0,0,0
2007-01-05,twse,703,696,0,0,0,0
2007-01-08,twse,703,694,0,0,0,0
2007-01-09,twse,703,697,0,0,0,0
2007-01-10,twse,703,694,0,0,0,0
2007-01-11,twse,703,697,0,0,0,0
2007-01-12,twse,704,695,0,0,0,0
2007-01-15,twse,704,697,0,0,0,0
2007-01-16,twse,704,697,0,0,0,0
2007-01-17,twse,704,696,0,0,0,0
2007-01-18,twse,703,696,0,0,0,0
2007-01-19,twse,703,694,0,0,0,0
2007-01-22,twse,701,690,0,0,0,0
2007-01-23,twse,701,694,0,0,0,0
2007-01-24,twse,701,693,0,0,0,0
2007-01-25,twse,701,692,0,0,0,0
2007-01-26,twse,702,694,0,0,0,0
2007-01-29,twse,702,692,0,0,0,0
2007-01-30,twse,702,695,0,0,0,0
2007-01-31,twse,702,695,0,0,0,0
2007-02-01,twse,702,694,0,0,0,0
2007-02-02,twse,703,696,0,0,0,0
2007-02-05,twse,702,697,0,0,0,0
2007-02-06,twse,701,692,0,0,0,0
2007-02-07,twse,701,693,0,0,0,0
2007-02-08,twse,701,692,0,0,0,0
2007-02-09,twse,700,694,0,0,0,0
2007-02-12,twse,700,692,0,0,0,0
2007-02-13,twse,700,694,0,0,0,0
2007-02-14,twse,701,691,0,0,0,0
2007-02-26,twse,700,696,0,0,0,0
2007-02-27,twse,700,694,0,0,0,0
2007-03-01,twse,699,694,0,0,0,0
2007-03-02,twse,699,692,0,0,0,0
2007-03-03,twse,699,692,0,0,0,0
2007-03-05,twse,699,692,0,0,0,0
2007-03-06,twse,699,691,0,0,0,0
2007-03-07,twse,698,692,0,0,0,0
2007-03-08,twse,698,693,0,0,0,0
2007-03-09,twse,698,690,0,0,0,0
2007-03-12,twse,698,694,0,0,0,0
2007-03-13,twse,699,692,0,0,0,0
2007-03-14,twse,698,692,0,0,0,0
2007-03-15,twse,697,691,0,0,0,0
2007-03-16,twse,697,689,0,0,0,0
2007-03-19,twse,697,692,0,0,0,0
2007-03-20,twse,697,692,0,0,0,0
2007-03-21,twse,696,692,0,0,0,0
2007-03-22,twse,696,689,0,0,0,0
2007-03-23,twse,696,691,0,0,0,0
2007-03-26,twse,697,692,0,0,0,0
2007-03-27,twse,697,691,0,0,0,0
2007-03-28,twse,697,691,0,0,0,0
2007-03-29,twse,697,692,0,0,0,0
2007-03-30,twse,697,693,0,0,0,0
2007-04-02,twse,697,690,0,0,0,0
2007-04-03,twse,697,691,0,0,0,0
2007-04-04,twse,697,691,0,0,0,0
2007-04-09,twse,697,692,0,0,0,0
2007-04-10,twse,698,693,0,0,0,0
2007-04-11,twse,698,693,0,0,0,0
2007-04-12,twse,699,691,0,0,0,0
2007-04-13,twse,698,695,0,0,0,0
2007-04-14,twse,698,691,0,0,0,0
2007-04-16,twse,697,692,0,0,0,0
2007-04-17,twse,697,693,0,0,0,0
2007-04-18,twse,697,691,0,0,0,0
2007-04-19,twse,697,691,0,0,0,0
2007-04-20,twse,698,690,0,0,0,0
2007-04-23,twse,698,690,0,0,0,0
2007-04-24,twse,698,688,0,0,0,0
2007-04-25,twse,698,690,0,0,0,0
2007-04-26,twse,698,694,0,0,0,0
2007-04-27,twse,697,691,0,0,0,0
2007-04-30,twse,696,692,0,0,0,0
2007-05-02,twse,696,691,0,0,0,0
2007-05-03,twse,696,691,0,0,0,0
2007-05-04,twse,696,689,0,0,0,0
2007-05-07,twse,694,689,0,0,0,0
2007-05-08,twse,694,692,0,0,0,0
2007-05-09,twse,694,690,0,0,0,0
2007-05-10,twse,694,691,0,0,0,0
2007-05-11,twse,694,689,0,0,0,0
2007-05-14,twse,694,687,0,0,0,0
2007-05-15,twse,696,688,0,0,0,0
2007-05-16,twse,697,689,0,0,0,0
2007-05-17,twse,697,689,0,0,0,0
2007-05-18,twse,697,690,0,0,0,0
2007-05-21,twse,697,689,0,0,0,0
2007-05-22,twse,697,690,0,0,0,0
2007-05-23,twse,697,691,0,0,0,0
2007-05-24,twse,697,691,0,0,0,0
2007-05-25,twse,697,691,0,0,0,0
2007-05-28,twse,697,689,0,0,0,0
2007-05-29,twse,697,691,0,0,0,0
2007-05-30,twse,697,692,0,0,0,0
2007-05-31,twse,697,691,0,0,0,0
2007-06-01,twse,697,689,0,0,0,0
2007-06-04,twse,697,690,0,0,0,0
2007-06-05,twse,697,691,0,0,0,0
2007-06-06,twse,697,690,0,0,0,0
2007-06-07,twse,697,690,0,0,0,0
2007-06-08,twse,697,690,0,0,0,0
2007-06-11,twse,696,690,0,0,0,0
2007-06-12,twse,696,689,0,0,0,0
2007-06-13,twse,696,690,0,0,0,0
2007-06-14,twse,696,691,0,0,0,0
2007-06-15,twse,696,691,0,0,0,0
2007-06-20,twse,695,690,0,0,0,0
2007-06-21,twse,695,692,0,0,0,0
2007-06-22,twse,695,691,0,0,0,0
2007-06-23,twse,695,688,0,0,0,0
2007-06-25,twse,696,692,0,0,0,0
2007-06-26,twse,696,691,0,0,0,0
2007-06-27,twse,696,691,0,0,0,0
2007-06-28,twse,696,688,0,0,0,0
2007-06-29,twse,696,691,0,0,0,0
2007-07-02,twse,696,691,0,0,0,0
2007-07-03,twse,697,691,0,0,0,0
2007-07-04,twse,697,691,0,0,0,0
2007-07-05,twse,697,691,0,0,0,0
2007-07-06,twse,697,692,0,0,0,0
2007-07-09,twse,697,694,0,0,0,0
2007-07-10,twse,696,693,0,0,0,0
2007-07-11,twse,696,691,0,0,0,0
2007-07-12,twse,696,690,0,0,0,0
2007-07-13,twse,696,694,0,0,0,0
2007-07-16,twse,699,696,0,0,0,0
2007-07-17,twse,698,695,0,0,0,0
2007-07-18,twse,698,694,0,0,0,0
2007-07-19,twse,698,697,0,0,0,0
2007-07-20,twse,698,693,0,0,0,0
2007-07-23,twse,698,693,0,0,0,0
2007-07-24,twse,698,693,0,0,0,0
2007-07-25,twse,698,695,0,0,0,0
2007-07-26,twse,698,692,0,0,0,0
2007-07-27,twse,698,693,0,0,0,0
2007-07-30,twse,698,694,0,0,0,0
2007-07-31,twse,698,694,0,0,0,0
2007-08-01,twse,698,693,0,0,0,0
2007-08-02,twse,698,693,0,0,0,0
2007-08-03,twse,697,692,0,0,0,0
2007-08-06,twse,699,694,0,0,0,0
2007-08-07,twse,699,693,0,0,0,0
2007-08-08,twse,699,693,0,0,0,0
2007-08-09,twse,698,692,0,0,0,0
2007-08-10,twse,698,693,0,0,0,0
2007-08-13,twse,698,694,0,0,0,0
2007-08-14,twse,698,690,0,0,0,0
2007-08-15,twse,698,692,0,0,0,0
2007-08-16,twse,698,694,0,0,0,0
2007-08-17,twse,698,691,0,0,0,0
2007-08-20,twse,698,693,0,0,0,0
2007-08-21,twse,699,691,0,0,0,0
2007-08-22,twse,699,690,0,0,0,0
2007-08-23,twse,699,692,0,0,0,0
2007-08-24,twse,699,690,0,0,0,0
2007-08-27,twse,700,692,0,0,0,0
2007-08-28,twse,700,691,0,0,0,0
2007-08-29,twse,700,694,0,0,0,0
2007-08-30,twse,700,693,0,0,0,0
2007-08-31,twse,700,696,0,0,0,0
2007-09-03,twse,700,690,0,0,0,0
2007-09-04,twse,700,692,0,0,0,0
2007-09-05,twse,700,691,0,0,0,0
2007-09-06,twse,700,691,0,0,0,0
2007-09-07,twse,700,689,0,0,0,0
2007-09-10,twse,700,691,0,0,0,0
2007-09-11,twse,700,691,0,0,0,0
2007-09-12,twse,700,695,0,0,0,0
2007-09-13,twse,700,693,0,0,0,0
2007-09-14,twse,700,693,0,0,0,0
2007-09-17,twse,700,691,0,0,0,0
2007-09-19,twse,700,695,0,0,0,0
2007-09-20,twse,700,695,0,0,0,0
2007-09-21,twse,700,693,0,0,0,0
2007-09-26,twse,700,694,0,0,0,0
2007-09-27,twse,700,688,0,0,0,0
2007-09-28,twse,699,692,0,0,0,0
2007-09-29,twse,699,693,0,0,0,0
2007-10-01,twse,699,696,0,0,0,0
2007-10-02,twse,698,693,0,0,0,0
2007-10-03,twse,698,694,0,0,0,0
2007-10-04,twse,697,693,0,0,0,0
2007-10-05,twse,696,690,0,0,0,0
2007-10-08,twse,697,689,0,0,0,0
2007-10-09,twse,697,690,0,0,0,0
2007-10-11,twse,695,684,0,0,0,0
2007-10-12,twse,696,690,0,0,0,0
2007-10-15,twse,696,688,0,0,0,0
2007-10-16,twse,696,690,0,0,0,0
2007-10-17,twse,697,689,0,0,0,0
2007-10-18,twse,696,688,0,0,0,0
2007-10-19,twse,698,691,0,0,0,0
2007-10-22,twse,696,689,0,0,0,0
2007-10-23,twse,696,689,0,0,0,0
2007-10-24,twse,697,692,0,0,0,0
2007-10-25,twse,698,688,0,0,0,0
2007-10-26,twse,698,692,0,0,0,0
2007-10-29,twse,700,694,0,0,0,0
2007-10-30,twse,700,690,0,0,0,0
2007-10-31,twse,702,693,0,0,0,0
2007-11-01,twse,702,694,0,0,0,0
2007-11-02,twse,703,698,0,0,0,0
2007-11-05,twse,703,693,0,0,0,0
2007-11-06,twse,703,695,0,0,0,0
2007-11-07,twse,703,699,0,0,0,0
2007-11-08,twse,704,699,0,0,0,0
2007-11-09,twse,704,699,0,0,0,0
2007-11-12,twse,703,697,0,0,0,0
2007-11-13,twse,703,699,0,0,0,0
2007-11-14,twse,703,697,0,0,0,0
2007-11-15,twse,703,695,0,0,0,0
2007-11-16,twse,705,697,0,0,0,0
2007-11-19,twse,704,692,0,0,0,0
2007-11-20,twse,704,697,0,0,0,0
2007-11-21,twse,704,695,0,0,0,0
2007-11-22,twse,704,692,0,0,0,0
2007-11-23,twse,704,694,0,0,0,0
2007-11-26,twse,702,693,0,0,0,0
2007-11-27,twse,702,691,0,0,0,0
2007-11-28,twse,704,695,0,0,0,0
2007-11-29,twse,705,695,0,0,0,0
2007-11-30,twse,706,695,0,0,0,0
2007-12-03,twse,707,696,0,0,0,0
2007-12-04,twse,707,695,0,0,0,0
2007-12-05,twse,707,700,0,0,0,0
2007-12-06,twse,706,697,0,0,0,0
2007-12-07,twse,707,699,0,0,0,0
2007-12-10,twse,710,701,0,0,0,0
2007-12-11,twse,710,699,0,0,0,0
2007-12-12,twse,712,698,0,0,0,0
2007-12-13,twse,713,701,0,0,0,0
2007-12-14,twse,713,705,0,0,0,0
2007-12-17,twse,713,702,0,0,0,0
2007-12-18,twse,713,705,0,0,0,0
2007-12-19,twse,713,705,0,0,0,0
2007-12-20,twse,712,700,0,0,0,0
2007-12-21,twse,711,698,0,0,0,0
2007-12-24,twse,711,700,0,0,0,0
2007-12-25,twse,711,698,0,0,0,0
2007-12-26,twse,711,700,0,0,0,0
2007-12-27,twse,711,699,0,0,0,0
2007-12-28,twse,711,699,0,0,0,0
2007-12-31,twse,717,703,0,0,0,0
2008-01-02,twse,717,711,0,0,0,0
2008-01-03,twse,716,701,0,0,0,0
2008-01-04,twse,717,708,0,0,0,0
2008-01-07,twse,717,710,0,0,0,0
2008-01-08,twse,717,707,0,0,0,0
2008-01-09,twse,718,710,0,0,0,0
2008-01-10,twse,718,712,0,0,0,0
2008-01-11,twse,718,711,0,0,0,0
2008-01-14,twse,718,708,0,0,0,0
2008-01-15,twse,718,713,0,0,0,0
2008-01-16,twse,719,710,0,0,0,0
2008-01-17,twse,719,713,0,0,0,0
2008-01-18,twse,719,709,0,0,0,0
2008-01-21,twse,727,712,0,0,0,0
2008-01-22,twse,727,715,0,0,0,0
2008-01-23,twse,727,713,0,0,0,0
2008-01-24,twse,727,716,0,0,0,0
2008-01-25,twse,728,719,0,0,0,0
2008-01-28,twse,727,714,0,0,0,0
2008-01-29,twse,727,720,0,0,0,0
2008-01-30,twse,727,719,0,0,0,0
2008-01-31,twse,728,721,0,0,0,0
2008-02-01,twse,727,719,0,0,0,0
2008-02-12,twse,727,718,0,0,0,0
2008-02-13,twse,727,717,0,0,0,0
2008-02-14,twse,725,723,0,0,0,0
2008-02-15,twse,725,721,0,0,0,0
2008-02-18,twse,725,718,0,0,0,0
2008-02-19,twse,725,721,0,0,0,0
2008-02-20,twse,726,718,0,0,0,0
2008-02-21,twse,726,717,0,0,0,0
2008-02-22,twse,725,714,0,0,0,0
2008-02-25,twse,725,714,0,0,0,0
2008-02-26,twse,725,716,0,0,0,0
2008-02-27,twse,730,721,0,0,0,0
2008-02-29,twse,731,721,0,0,0,0
2008-03-03,twse,732,720,0,0,0,0
2008-03-04,twse,732,727,0,0,0,0
2008-03-05,twse,732,725,0,0,0,0
2008-03-06,twse,732,728,0,0,0,0
2008-03-07,twse,731,724,0,0,0,0
2008-03-10,twse,730,719,0,0,0,0
2008-03-11,twse,729,722,0,0,0,0
2008-03-12,twse,731,727,0,0,0,0
2008-03-13,twse,731,722,0,0,0,0
2008-03-14,twse,731,723,0,0,0,0
2008-03-17,twse,731,722,0,0,0,0
2008-03-18,twse,731,718,0,0,0,0
2008-03-19,twse,731,721,0,0,0,0
2008-03-20,twse,731,719,0,0,0,0
2008-03-21,twse,731,725,0,0,0,0
2008-03-24,twse,731,726,0,0,0,0
2008-03-25,twse,732,725,0,0,0,0
2008-03-26,twse,733,725,0,0,0,0
2008-03-27,twse,734,729,0,0,0,0
2008-03-28,twse,734,727,0,0,0,0
2008-03-31,twse,734,726,0,0,0,0
2008-04-01,twse,734,727,0,0,0,0
2008-04-02,twse,734,725,0,0,0,0
2008-04-03,twse,734,725,0,0,0,0
2008-04-07,twse,734,729,0,0,0,0
2008-04-08,twse,735,724,0,0,0,0
2008-04-09,twse,734,729,0,0,0,0
2008-04-10,twse,734,726,0,0,0,0
2008-04-11,twse,733,725,0,0,0,0
2008-04-14,twse,733,729,0,0,0,0
2008-04-15,twse,733,726,0,0,0,0
2008-04-16,twse,732,728,0,0,0,0
2008-04-17,twse,732,727,0,0,0,0
2008-04-18,twse,732,728,0,0,0,0
2008-04-21,twse,732,730,0,0,0,0
2008-04-22,twse,732,727,0,0,0,0
2008-04-23,twse,732,724,0,0,0,0
2008-04-24,twse,733,723,0,0,0,0
2008-04-25,twse,733,725,0,0,0,0
2008-04-28,twse,733,722,0,0,0,0
2008-04-29,twse,733,725,0,0,0,0
2008-04-30,twse,735,729,0,0,0,0
2008-05-02,twse,734,728,0,0,0,0
2008-05-05,twse,734,726,0,0,0,0
2008-05-06,twse,734,722,0,0,0,0
2008-05-07,twse,734,724,0,0,0,0
2008-05-08,twse,734,725,0,0,0,0
2008-05-09,twse,734,723,0,0,0,0
2008-05-12,twse,734,727,0,0,0,0
2008-05-13,twse,734,727,0,0,0,0
2008-05-14,twse,734,727,0,0,0,0
2008-05-15,twse,734,730,0,0,0,0
2008-05-16,twse,734,726,0,0,0,0
2008-05-19,twse,735,730,0,0,0,0
2008-05-20,twse,735,730,0,0,0,0
2008-05-21,twse,735,730,0,0,0,0
2008-05-22,twse,735,728,0,0,0,0
2008-05-23,twse,735,729,0,0,0,0
2008-05-26,twse,735,726,0,0,0,0
2008-05-27,twse,735,725,0,0,0,0
2008-05-28,twse,735,727,0,0,0,0
2008-05-29,twse,734,724,0,0,0,0
2008-05-30,twse,734,724,0,0,0,0
2008-06-02,twse,735,721,0,0,0,0
2008-06-03,twse,735,724,0,0,0,0
2008-06-04,twse,735,725,0,0,0,0
2008-06-05,twse,735,730,0,0,0,0
2008-06-06,twse,735,729,0,0,0,0
2008-06-09,twse,735,725,0,0,0,0
2008-06-10,twse,735,728,0,0,0,0
2008-06-11,twse,735,727,0,0,0,0
2008-06-12,twse,735,725,0,0,0,0
2008-06-13,twse,735,724,0,0,0,0
2008-06-16,twse,735,724,0,0,0,0
2008-06-17,twse,735,722,0,0,0,0
2008-06-18,twse,734,721,0,0,0,0
2008-06-19,twse,734,723,0,0,0,0
2008-06-20,twse,734,723,0,0,0,0
2008-06-23,twse,734,722,0,0,0,0
2008-06-24,twse,734,722,0,0,0,0
2008-06-25,twse,735,725,0,0,0,0
2008-06-26,twse,735,723,0,0,0,0
2008-06-27,twse,735,725,0,0,0,0
2008-06-30,twse,735,724,0,0,0,0
2008-07-01,twse,735,723,0,0,0,0
2008-07-02,twse,735,721,0,0,0,0
2008-07-03,twse,735,721,0,0,0,0
2008-07-04,twse,735,722,0,0,0,0
2008-07-07,twse,735,722,0,0,0,0
2008-07-08,twse,735,721,0,0,0,0
2008-07-09,twse,735,721,0,0,0,0
2008-07-10,twse,736,726,0,0,0,0
2008-07-11,twse,736,727,0,0,0,0
2008-07-14,twse,735,723,0,0,0,0
2008-07-15,twse,735,727,0,0,0,0
2008-07-16,twse,736,724,0,0,0,0
2008-07-17,twse,736,725,0,0,0,0
2008-07-18,twse,736,721,0,0,0,0
2008-07-21,twse,736,722,0,0,0,0
2008-07-22,twse,736,722,0,0,0,0
2008-07-23,twse,736,727,0,0,0,0
2008-07-24,twse,736,725,0,0,0,0
2008-07-25,twse,736,724,0,0,0,0
2008-07-29,twse,737,724,0,0,0,0
2008-07-30,twse,737,725,0,0,0,0
2008-07-31,twse,737,723,0,0,0,0
2008-08-01,twse,737,721,0,0,0,0
2008-08-04,twse,736,722,0,0,0,0
2008-08-05,twse,736,723,0,0,0,0
2008-08-06,twse,736,723,0,0,0,0
2008-08-07,twse,736,725,0,0,0,0
2008-08-08,twse,735,722,0,0,0,0
2008-08-11,twse,735,722,0,0,0,0
2008-08-12,twse,735,723,0,0,0,0
2008-08-13,twse,735,720,0,0,0,0
2008-08-14,twse,734,722,0,0,0,0
2008-08-15,twse,734,719,0,0,0,0
2008-08-18,twse,735,720,0,0,0,0
2008-08-19,twse,735,721,0,0,0,0
2008-08-20,twse,736,722,0,0,0,0
2008-08-21,twse,736,722,0,0,0,0
2008-08-22,twse,735,721,0,0,0,0
2008-08-25,twse,735,721,0,0,0,0
2008-08-26,twse,734,720,0,0,0,0
2008-08-27,twse,734,726,0,0,0,0
2008-08-28,twse,733,719,0,0,0,0
2008-08-29,twse,733,723,0,0,0,0
2008-09-01,twse,734,717,0,0,0,0
2008-09-02,twse,734,722,0,0,0,0
2008-09-03,twse,734,726,0,0,0,0
2008-09-04,twse,734,719,0,0,0,0
2008-09-05,twse,734,718,0,0,0,0
2008-09-08,twse,734,718,0,0,0,0
2008-09-09,twse,734,719,0,0,0,0
2008-09-10,twse,734,720,0,0,0,0
2008-09-11,twse,733,723,0,0,0,0
2008-09-12,twse,732,723,0,0,0,0
2008-09-15,twse,732,721,0,0,0,0
2008-09-16,twse,732,717,0,0,0,0
2008-09-17,twse,732,721,0,0,0,0
2008-09-18,twse,732,717,0,0,0,0
2008-09-19,twse,733,722,0,0,0,0
2008-09-22,twse,733,722,0,0,0,0
2008-09-23,twse,732,714,0,0,0,0
2008-09-24,twse,732,721,0,0,0,0
2008-09-25,twse,732,717,0,0,0,0
2008-09-26,twse,732,719,0,0,0,0
2008-09-30,twse,733,716,0,0,0,0
2008-10-01,twse,733,719,0,0,0,0
2008-10-02,twse,733,721,0,0,0,0
2008-10-03,twse,733,720,0,0,0,0
2008-10-06,twse,733,720,0,0,0,0
2008-10-07,twse,733,721,0,0,0,0
2008-10-08,twse,733,719,0,0,0,0
2008-10-09,twse,731,716,0,0,0,0
2008-10-13,twse,732,718,0,0,0,0
2008-10-14,twse,732,723,0,0,0,0
2008-10-15,twse,732,718,0,0,0,0
2008-10-16,twse,732,716,0,0,0,0
2008-10-17,twse,732,714,0,0,0,0
2008-10-20,twse,732,715,0,0,0,0
2008-10-21,twse,733,718,0,0,0,0
2008-10-22,twse,732,716,0,0,0,0
2008-10-23,twse,732,712,0,0,0,0
2008-10-24,twse,731,712,0,0,0,0
2008-10-27,twse,730,713,0,0,0,0
2008-10-28,twse,732,715,0,0,0,0
2008-10-29,twse,731,718,0,0,0,0
2008-10-30,twse,730,716,0,0,0,0
2008-10-31,twse,730,714,0,0,0,0
2008-11-03,twse,730,721,0,0,0,0
2008-11-04,twse,730,717,0,0,0,0
2008-11-05,twse,730,719,0,0,0,0
2008-11-06,twse,732,712,0,0,0,0
2008-11-07,twse,732,712,0,0,0,0
2008-11-10,twse,733,716,0,0,0,0
2008-11-11,twse,733,713,0,0,0,0
2008-11-12,twse,732,717,0,0,0,0
2008-11-13,twse,732,716,0,0,0,0
2008-11-14,twse,733,716,0,0,0,0
2008-11-17,twse,733,716,0,0,0,0
2008-11-18,twse,733,714,0,0,0,0
2008-11-19,twse,732,716,0,0,0,0
2008-11-20,twse,732,715,0,0,0,0
2008-11-21,twse,731,715,0,0,0,0
2008-11-24,twse,731,713,0,0,0,0
2008-11-25,twse,731,717,0,0,0,0
2008-11-26,twse,733,718,0,0,0,0
2008-11-27,twse,733,723,0,0,0,0
2008-11-28,twse,733,723,0,0,0,0
2008-12-01,twse,733,720,0,0,0,0
2008-12-02,twse,733,714,0,0,0,0
2008-12-03,twse,734,718,0,0,0,0
2008-12-04,twse,734,722,0,0,0,0
2008-12-05,twse,736,721,0,0,0,0
2008-12-08,twse,736,726,0,0,0,0
2008-12-09,twse,736,726,0,0,0,0
2008-12-10,twse,736,728,0,0,0,0
2008-12-11,twse,737,723,0,0,0,0
2008-12-12,twse,737,725,0,0,0,0
2008-12-15,twse,737,723,0,0,0,0
2008-12-16,twse,737,722,0,0,0,0
2008-12-17,twse,736,725,0,0,0,0
2008-12-18,twse,736,725,0,0,0,0
2008-12-19,twse,736,724,0,0,0,0
2008-12-22,twse,737,724,0,0,0,0
2008-12-23,twse,737,725,0,0,0,0
2008-12-24,twse,737,724,0,0,0,0
2008-12-25,twse,738,723,0,0,0,0
2008-12-26,twse,739,728,0,0,0,0
2008-12-29,twse,739,719,0,0,0,0
2008-12-30,twse,742,730,0,0,0,0
2008-12-31,twse,742,732,0,0,0,0
2009-01-05,twse,742,731,0,0,0,0
2009-01-06,twse,742,730,0,0,0,0
2009-01-07,twse,742,731,0,0,0,0
2009-01-08,twse,742,731,0,0,0,0
2009-01-09,twse,742,723,0,0,0,0
2009-01-10,twse,742,726,0,0,0,0
2009-01-12,twse,743,727,0,0,0,0
2009-01-13,twse,743,725,0,0,0,0
2009-01-14,twse,743,727,0,0,0,0
2009-01-15,twse,742,726,0,0,0,0
2009-01-16,twse,742,730,0,0,0,0
2009-01-17,twse,742,724,0,0,0,0
2009-01-19,twse,742,722,0,0,0,0
2009-01-20,twse,742,721,0,0,0,0
2009-01-21,twse,743,730,0,0,0,0
2009-02-02,twse,743,726,0,0,0,0
2009-02-03,twse,743,731,0,0,0,0
2009-02-04,twse,743,727,0,0,0,0
2009-02-05,twse,743,727,0,0,0,0
2009-02-06,twse,743,736,0,0,0,0
2009-02-09,twse,743,733,0,0,0,0
2009-02-10,twse,743,725,0,0,0,0
2009-02-11,twse,743,726,0,0,0,0
2009-02-12,twse,743,728,0,0,0,0
2009-02-13,twse,742,728,0,0,0,0
2009-02-16,twse,742,724,0,0,0,0
2009-02-17,twse,742,727,0,0,0,0
2009-02-18,twse,742,730,0,0,0,0
2009-02-19,twse,742,731,0,0,0,0
2009-02-20,twse,742,720,0,0,0,0
2009-02-23,twse,742,724,0,0,0,0
2009-02-24,twse,742,724,0,0,0,0
2009-02-25,twse,741,724,0,0,0,0
2009-02-26,twse,741,727,0,0,0,0
2009-02-27,twse,742,732,0,0,0,0
2009-03-02,twse,742,726,0,0,0,0
2009-03-03,twse,741,724,0,0,0,0
2009-03-04,twse,741,731,0,0,0,0
2009-03-05,twse,741,727,0,0,0,0
2009-03-06,twse,741,725,0,0,0,0
2009-03-09,twse,741,726,0,0,0,0
2009-03-10,twse,741,730,0,0,0,0
2009-03-11,twse,742,733,0,0,0,0
2009-03-12,twse,743,732,0,0,0,0
2009-03-13,twse,743,733,0,0,0,0
2009-03-16,twse,744,736,0,0,0,0
2009-03-17,twse,744,738,0,0,0,0
2009-03-18,twse,745,737,0,0,0,0
2009-03-19,twse,745,738,0,0,0,0
