date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2017-03-13,00682U,0,0,0,2536,0,0,0
2017-03-14,00682U,13,0,13,2536,0,0,0
2017-03-15,00682U,10,1,22,2411,0,0,0
2017-03-16,00682U,15,0,37,2411,0,0,0
2017-03-17,00682U,3,0,40,2411,0,0,0
2017-03-20,00682U,65,10,95,2411,0,0,0
2017-03-21,00682U,0,0,95,2411,0,3,3
2017-03-22,00682U,0,0,95,2411,0,3,6
2017-03-23,00682U,0,0,95,2411,0,0,6
2017-03-24,00682U,0,0,95,2411,0,0,6
2017-03-27,00682U,0,0,95,2411,0,1,7
2017-03-28,00682U,5,0,100,2411,0,0,7
2017-03-29,00682U,0,3,97,2411,0,0,7
2017-03-30,00682U,0,1,96,2411,0,0,7
2017-03-31,00682U,0,1,95,2411,0,0,7
2017-04-05,00682U,0,0,95,2411,0,0,7
2017-04-06,00682U,0,0,95,2411,0,0,7
2017-04-07,00682U,0,0,95,2411,0,0,7
2017-04-10,00682U,65,2,158,2411,0,0,7
2017-04-11,00682U,0,0,158,2411,0,0,7
2017-04-12,00682U,0,0,158,2411,0,0,7
2017-04-13,00682U,0,0,158,2411,7,0,0
2017-04-14,00682U,2,0,160,2411,0,0,0
2017-04-17,00682U,2,1,161,2411,0,0,0
2017-04-18,00682U,3,0,164,2411,0,0,0
2017-04-19,00682U,0,0,164,2411,0,0,0
2017-04-20,00682U,0,0,164,2411,0,0,0
2017-04-21,00682U,0,0,164,2411,0,0,0
2017-04-24,00682U,0,0,164,2411,0,0,0
2017-04-25,00682U,0,7,157,2411,0,0,0
2017-04-26,00682U,0,0,157,2411,0,0,0
2017-04-27,00682U,0,0,157,2411,0,0,0
2017-04-28,00682U,0,0,157,2411,0,0,0
2017-05-02,00682U,51,0,208,2411,0,0,0
2017-05-03,00682U,0,0,208,2411,0,0,0
2017-05-04,00682U,0,0,208,2411,0,0,0
2017-05-05,00682U,0,0,208,2411,0,0,0
2017-05-08,00682U,0,0,208,2411,0,0,0
