date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2017-04-24,00693U,0,0,0,6791,0,0,0,0,0,0,0,
2017-04-25,00693U,0,0,0,6791,0,0,0,0,0,0,0,X
2017-04-26,00693U,4,0,4,6791,0,0,0,0,0,0,0,
2017-04-27,00693U,0,1,3,6791,0,0,0,4,0,0,0,
2017-04-28,00693U,0,0,3,6791,0,0,0,3,0,0,0,
2017-05-02,00693U,15,0,18,6791,0,0,0,3,0,0,0,
2017-05-03,00693U,0,3,15,6791,0,0,0,18,0,0,0,
2017-05-04,00693U,70,1,84,6791,0,0,0,15,0,0,0,
2017-05-05,00693U,5,0,89,6791,0,0,0,84,0,0,0,
2017-05-08,00693U,8,77,20,6791,0,2,2,89,0,0,0,
2017-05-09,00693U,4,3,21,6791,0,0,2,20,0,2,0,
2017-05-10,00693U,1,11,11,6791,2,0,0,21,0,2,0,
2017-05-11,00693U,0,10,1,6791,0,0,0,11,0,0,0,
2017-05-12,00693U,32,0,33,6791,0,0,0,1,0,0,0,
2017-05-15,00693U,120,0,153,6791,0,0,0,33,0,0,0,
2017-05-16,00693U,2,0,155,6791,0,0,0,153,0,0,0,
2017-05-17,00693U,30,125,60,6791,0,0,0,155,0,0,0,
2017-05-18,00693U,142,5,197,6791,0,0,0,60,0,0,0,
2017-05-19,00693U,24,0,221,6791,0,1,1,197,0,0,0,
2017-05-22,00693U,5,3,223,6791,0,0,1,221,0,1,0,
2017-05-23,00693U,31,20,234,6791,0,0,1,223,0,1,0,
2017-05-24,00693U,47,130,151,6791,0,0,1,234,0,1,0,
2017-05-25,00693U,5,8,148,6791,0,0,1,151,0,1,0,
2017-05-26,00693U,73,5,216,6791,0,0,1,148,0,1,0,
2017-05-31,00693U,433,15,634,6791,1,0,0,216,0,1,0,
2017-06-01,00693U,27,11,650,6791,0,0,0,634,0,0,0,
2017-06-02,00693U,19,23,646,6791,0,0,0,650,0,0,0,
2017-06-03,00693U,42,11,677,6791,0,0,0,646,0,0,0,
2017-06-05,00693U,31,1,707,6791,0,0,0,677,0,0,0,
2017-06-06,00693U,4,30,681,6791,0,0,0,707,0,0,0,
2017-06-07,00693U,148,13,816,6666,0,0,0,681,0,0,0,
2017-06-08,00693U,61,12,865,6666,0,0,0,816,0,0,0,
2017-06-09,00693U,12,151,726,6541,0,0,0,865,0,0,0,
2017-06-12,00693U,30,14,742,6541,0,0,0,726,0,0,0,
2017-06-13,00693U,3,16,729,6541,0,0,0,742,0,0,0,
2017-06-14,00693U,2,502,229,6416,0,0,0,729,0,0,0,
2017-06-15,00693U,6,39,196,6416,0,0,0,229,0,0,0,
2017-06-16,00693U,22,15,203,6291,0,0,0,196,0,0,0,
2017-06-19,00693U,1,19,185,6291,0,0,0,203,0,0,0,
2017-06-20,00693U,11,15,181,6291,0,0,0,185,0,0,0,
2017-06-21,00693U,3,15,169,6166,0,0,0,181,0,0,0,
2017-06-22,00693U,43,15,197,6166,0,0,0,169,0,0,0,
