date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2025-07-11,00984A,0,0,0,28239,0,0,0
2025-07-14,00984A,3136,0,3136,31489,0,0,0
2025-07-15,00984A,14,2997,153,32364,0,0,0
2025-07-16,00984A,0,71,82,32364,0,0,0
2025-07-17,00984A,5,1,86,35364,0,0,0
2025-07-18,00984A,0,13,73,38364,0,0,0
2025-07-21,00984A,7,7,73,38364,0,0,0
2025-07-22,00984A,34,1,106,38364,0,0,0
2025-07-23,00984A,40,30,116,38364,0,0,0
2025-07-24,00984A,10,31,95,38364,0,0,0
2025-07-25,00984A,11,20,86,38364,0,0,0
2025-07-28,00984A,50,2,134,38364,0,0,0
2025-07-29,00984A,238,20,352,41114,0,0,0
2025-07-30,00984A,2,3,351,41364,0,0,0
2025-07-31,00984A,12,0,343,41364,0,0,0
2025-08-01,00984A,20,4,359,41364,0,0,0
2025-08-04,00984A,12,0,371,41364,0,0,0
2025-08-05,00984A,20,44,346,41364,0,0,0
2025-08-06,00984A,0,1,345,41364,0,0,0
2025-08-07,00984A,34,0,379,41364,0,0,0
2025-08-08,00984A,5,3,381,41364,0,0,0
2025-08-11,00984A,29,10,400,41364,0,0,0
2025-08-12,00984A,0,6,394,41364,0,0,0
2025-08-13,00984A,37,8,423,41364,0,0,0
2025-08-14,00984A,119,56,486,41739,0,0,0
2025-08-15,00984A,61,3,544,43614,0,0,0
2025-08-18,00984A,33,73,504,43614,0,0,0
2025-08-19,00984A,3,26,481,43864,0,0,0
2025-08-20,00984A,72,1,552,43864,0,0,0
2025-08-21,00984A,0,50,502,44489,0,0,0
2025-08-22,00984A,0,85,417,44489,0,0,0
2025-08-25,00984A,20,18,419,44489,0,0,0
2025-08-26,00984A,0,36,383,44489,0,0,0
2025-08-27,00984A,3,4,382,44489,0,0,0
2025-08-28,00984A,15,3,394,44489,0,0,0
2025-08-29,00984A,0,105,289,44489,0,0,0
2025-09-01,00984A,34,20,303,44489,0,0,0
2025-09-02,00984A,27,3,327,44489,0,0,0
2025-09-03,00984A,0,2,325,44489,0,0,0
2025-09-04,00984A,6,0,331,44489,0,0,0
2025-09-05,00984A,105,3,433,44489,0,0,0
2025-09-08,00984A,141,11,563,44489,0,0,0
2025-09-09,00984A,0,176,387,44489,0,0,0
2025-09-10,00984A,6,13,380,44489,0,0,0
2025-09-11,00984A,20,32,368,44489,0,0,0
2025-09-12,00984A,800,20,1148,44614,0,0,0
2025-09-15,00984A,10,21,1137,45239,0,0,0
2025-09-16,00984A,15,0,1152,45239,0,0,0
2025-09-17,00984A,1,14,1139,46239,0,0,0
2025-09-18,00984A,1,272,68,46614,0,0,0
2025-09-19,00984A,11,0,79,46614,0,0,0
2025-09-22,00984A,10,7,82,46614,0,0,0
2025-09-23,00984A,0,1,81,46614,0,0,0
2025-09-24,00984A,249,0,330,46614,0,0,0
2025-09-25,00984A,20,0,350,46614,0,0,0
2025-09-26,00984A,13,0,363,46989,0,0,0
2025-09-30,00984A,39,0,402,47739,0,0,0
2025-10-01,00984A,133,25,510,47739,0,0,0
2025-10-02,00984A,116,22,604,47739,0,0,0
2025-10-03,00984A,49,40,613,48989,0,0,0
2025-10-07,00984A,4,141,476,48989,0,0,0
2025-10-08,00984A,111,3,584,55614,0,0,0
2025-10-09,00984A,67,33,618,57614,0,0,0
2025-10-13,00984A,352,282,688,62739,0,0,0
2025-10-14,00984A,221,204,705,70864,0,0,0
2025-10-15,00984A,114,15,804,78614,0,0,0
2025-10-16,00984A,157,55,906,79489,0,0,0
2025-10-17,00984A,279,10,1175,82239,0,0,0
2025-10-20,00984A,46,238,983,84114,0,0,0
2025-10-21,00984A,8,170,821,84114,0,0,0
2025-10-22,00984A,9,227,603,84114,0,0,0
2025-10-23,00984A,3,9,597,84114,0,0,0
2025-10-27,00984A,80,109,568,84114,0,0,0
2025-10-28,00984A,0,141,427,84114,0,0,0
2025-10-29,00984A,150,89,488,83489,0,0,0
2025-10-30,00984A,7,23,472,82364,0,0,0
2025-10-31,00984A,7,156,323,80989,0,0,0
2025-11-03,00984A,12,5,330,80114,0,0,0
2025-11-04,00984A,11,35,306,79614,0,0,0
2025-11-05,00984A,5,4,307,79614,0,0,0
2025-11-06,00984A,1,0,308,78864,0,0,0
2025-11-07,00984A,2,0,310,78864,0,0,0
2025-11-10,00984A,17,0,327,78739,0,0,0
2025-11-11,00984A,2,24,305,77989,0,0,0
2025-11-12,00984A,19,46,278,77239,0,0,0
2025-11-13,00984A,14,42,250,76239,0,0,0
2025-11-14,00984A,24,1,273,76239,0,0,0
2025-11-17,00984A,0,21,252,76239,0,0,0
2025-11-18,00984A,73,19,306,76239,0,0,0
2025-11-19,00984A,14,7,313,77489,0,0,0
2025-11-20,00984A,50,41,322,77739,0,0,0
2025-11-21,00984A,177,2,497,77989,0,0,0
2025-11-24,00984A,3,19,481,78489,0,0,0
2025-11-25,00984A,0,17,464,78489,0,0,0
2025-11-26,00984A,4,50,418,78489,0,0,0
2025-11-27,00984A,1,181,238,78489,0,0,0
2025-11-28,00984A,2,10,230,78489,0,0,0
2025-12-01,00984A,11,0,241,78489,0,0,0
2025-12-02,00984A,2,15,228,78489,0,0,0
2025-12-03,00984A,2,31,199,78489,0,0,0
2025-12-04,00984A,0,0,199,77864,0,0,0
2025-12-05,00984A,0,18,181,77864,0,0,0
2025-12-08,00984A,0,8,173,77489,0,0,0
2025-12-09,00984A,2,4,171,75989,0,0,0
2025-12-10,00984A,8,6,173,75489,0,0,0
2025-12-11,00984A,27,8,192,75239,0,0,0
2025-12-12,00984A,1,19,174,75114,0,0,0
2025-12-15,00984A,22,12,184,75114,0,0,0
2025-12-16,00984A,214,22,376,75114,0,0,0
2025-12-17,00984A,18,35,359,75489,0,0,0
2025-12-18,00984A,3,61,301,75739,0,0,0
2025-12-19,00984A,809,11,1099,75864,0,0,0
2025-12-22,00984A,19,9,1109,75864,0,0,0
2025-12-23,00984A,28,6,1131,76364,0,0,0
2025-12-24,00984A,0,19,1112,76489,0,0,0
2025-12-26,00984A,178,6,1284,76739,0,0,0
2025-12-29,00984A,86,192,1178,76739,0,0,0
2025-12-30,00984A,12,47,1083,76739,0,0,0
2025-12-31,00984A,82,31,1134,76739,0,0,0
2026-01-02,00984A,45,40,1139,76739,0,0,0
2026-01-05,00984A,26,116,1049,76739,0,0,0
2026-01-06,00984A,305,9,1345,78614,0,0,0
2026-01-07,00984A,125,69,1401,78489,0,0,0
2026-01-08,00984A,51,128,1324,78864,0,0,0
2026-01-09,00984A,55,96,1283,79864,0,0,0
2026-01-12,00984A,65,24,1324,80364,0,0,0
2026-01-13,00984A,150,331,1140,81114,0,0,0
2026-01-14,00984A,10,5,1145,82989,0,0,0
2026-01-15,00984A,66,615,596,83864,0,0,0
2026-01-16,00984A,234,7,783,83864,0,0,0
2026-01-19,00984A,181,45,919,83864,0,0,0
2026-01-20,00984A,20,41,898,84114,0,0,0
2026-01-21,00984A,69,26,941,85114,0,0,0
2026-01-22,00984A,49,85,905,85114,0,0,0
2026-01-23,00984A,500,21,1384,85114,0,0,0
2026-01-26,00984A,48,33,1399,85114,0,0,0
2026-01-27,00984A,9,44,1364,85114,0,0,0
2026-01-28,00984A,3,104,1163,85114,0,0,0
2026-01-29,00984A,4,460,707,85114,0,0,0
2026-01-30,00984A,11,139,579,85114,0,0,0
2026-02-02,00984A,18,133,464,85114,0,0,0
2026-02-03,00984A,71,17,518,85114,0,0,0
2026-02-04,00984A,14,10,515,85364,0,0,0
2026-02-05,00984A,18,2,531,87739,0,0,0
2026-02-06,00984A,16,5,542,88489,0,0,0
2026-02-09,00984A,18,51,509,88489,0,0,0
2026-02-10,00984A,108,6,601,88114,0,0,0
2026-02-11,00984A,28,154,475,88114,0,0,0
2026-02-23,00984A,10,12,473,88114,0,0,0
2026-02-24,00984A,1,33,441,88114,0,0,0
2026-02-25,00984A,22,17,430,88114,0,0,0
2026-02-26,00984A,18,1,447,88114,0,0,0
2026-03-02,00984A,18,13,452,88114,0,0,0
2026-03-03,00984A,26,12,466,88114,0,20,20
2026-03-04,00984A,28,14,480,88114,0,0,20
2026-03-05,00984A,14,37,457,88114,20,0,0
2026-03-06,00984A,3,14,446,88114,0,0,0
2026-03-09,00984A,31,50,427,88114,0,0,0
2026-03-10,00984A,50,4,473,88614,0,0,0
2026-03-11,00984A,32,44,461,88989,0,0,0
2026-03-12,00984A,61,19,503,88989,0,0,0
2026-03-13,00984A,14,7,510,88989,0,0,0
2026-03-16,00984A,105,23,592,88989,0,0,0
2026-03-17,00984A,22,20,594,88989,0,0,0
2026-03-18,00984A,33,17,610,88989,0,0,0
2026-03-19,00984A,30,5,635,88989,0,0,0
2026-03-20,00984A,9,68,576,88989,0,0,0
2026-03-23,00984A,8,143,441,88989,0,0,0
2026-03-24,00984A,0,11,430,88989,0,0,0
2026-03-25,00984A,14,68,376,88989,0,0,0
2026-03-26,00984A,10,25,360,88989,0,0,0
2026-03-27,00984A,16,1,375,89739,0,0,0
2026-03-30,00984A,7,0,382,89864,0,0,0
2026-03-31,00984A,19,5,396,89989,0,0,0
2026-04-01,00984A,0,2,394,89989,0,0,0
2026-04-02,00984A,52,30,416,90239,0,0,0
2026-04-07,00984A,74,4,486,93114,0,0,0
2026-04-08,00984A,98,25,559,95239,0,0,0
2026-04-09,00984A,231,17,755,97989,0,0,0
2026-04-10,00984A,159,56,851,100489,0,0,0
2026-04-13,00984A,157,40,968,103364,0,0,0
2026-04-14,00984A,54,55,967,105614,0,0,0
2026-04-15,00984A,640,111,1496,109239,0,0,0
2026-04-16,00984A,467,24,1938,112364,0,0,0
2026-04-17,00984A,671,433,2176,115739,0,0,0
2026-04-20,00984A,1094,611,2659,117989,0,0,0
2026-04-21,00984A,305,334,2630,118239,0,0,0
2026-04-22,00984A,114,272,2472,118239,0,0,0
2026-04-23,00984A,62,1085,1449,118239,0,0,0
2026-04-24,00984A,47,460,1034,118239,0,0,0
2026-04-27,00984A,32,130,936,118239,0,0,0
2026-04-28,00984A,44,50,930,118239,0,0,0
2026-04-29,00984A,12,42,900,117489,0,0,0
2026-04-30,00984A,28,92,836,115614,0,0,0
2026-05-04,00984A,19,151,704,115489,0,0,0
2026-05-05,00984A,61,31,734,114114,0,0,0
2026-05-06,00984A,35,7,762,114114,0,0,0
2026-05-07,00984A,6,77,691,114114,0,0,0
2026-05-08,00984A,13,87,617,114114,0,0,0
2026-05-11,00984A,21,8,630,114114,0,0,0
2026-05-12,00984A,26,25,631,114114,0,0,0
2026-05-13,00984A,88,105,614,114114,0,0,0
2026-05-14,00984A,12,3,623,114114,0,0,0
2026-05-15,00984A,20,14,629,112989,0,0,0
2026-05-18,00984A,32,26,635,113239,0,0,0
2026-05-19,00984A,42,3,674,113239,0,0,0
2026-05-20,00984A,5,8,671,113239,0,0,0
2026-05-21,00984A,11,20,662,113239,0,0,0
2026-05-22,00984A,12,52,622,113239,0,0,0
2026-05-25,00984A,72,38,656,113239,0,0,0
2026-05-26,00984A,41,105,592,113239,0,0,0
2026-05-27,00984A,21,83,530,113614,0,0,0
2026-05-28,00984A,19,19,530,113739,0,0,0
2026-05-29,00984A,106,26,610,113989,0,0,0
2026-06-01,00984A,15,49,576,114489,0,8,8
2026-06-02,00984A,86,9,653,114489,0,0,8
2026-06-03,00984A,84,129,608,114489,0,0,8
2026-06-04,00984A,4,17,595,115239,8,0,0
2026-06-05,00984A,8,158,445,115489,0,0,0
2026-06-08,00984A,56,51,450,116489,0,0,0
2026-06-09,00984A,7,36,396,116114,0,0,0
2026-06-10,00984A,32,57,371,116239,0,0,0
2026-06-11,00984A,66,5,432,117239,0,0,0
2026-06-12,00984A,39,50,421,117239,0,0,0
2026-06-15,00984A,0,62,359,117239,0,0,0
2026-06-16,00984A,13,3,369,117239,0,0,0
2026-06-17,00984A,136,21,484,117239,0,0,0
2026-06-18,00984A,251,26,709,117239,0,0,0
2026-06-22,00984A,164,208,665,117489,0,0,0
2026-06-23,00984A,39,61,643,119614,0,0,0
2026-06-24,00984A,64,151,555,119864,0,0,0
2026-06-25,00984A,48,44,559,120364,0,0,0
2026-06-26,00984A,61,5,615,120864,0,0,0
2026-06-29,00984A,21,0,636,122489,0,0,0
2026-06-30,00984A,12,14,634,122614,0,0,0
2026-07-01,00984A,4,72,566,122614,0,0,0
2026-07-02,00984A,46,2,599,126364,0,0,0
2026-07-03,00984A,193,44,748,127864,0,0,0
2026-07-06,00984A,397,46,1099,129989,0,0,0
2026-07-07,00984A,201,69,1231,134739,0,0,0
2026-07-08,00984A,338,74,1495,141239,0,0,0
2026-07-09,00984A,127,89,1531,144239,0,0,0
2026-07-13,00984A,435,30,1936,147114,0,0,0
2026-07-14,00984A,369,38,2266,152864,0,0,0
2026-07-15,00984A,341,57,2549,153864,0,0,0
2026-07-16,00984A,48,348,2249,155239,0,0,0
2026-07-17,00984A,144,89,2186,157989,0,0,0
