date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2015-01-05,5355,110,61,11123,37183,3,2,49,,,,
2015-01-06,5355,181,143,11161,37183,8,1,42,,,,
2015-01-07,5355,101,80,11182,37183,0,5,47,,,,
2015-01-08,5355,224,148,11258,37183,4,0,43,,,,
2015-01-09,5355,77,31,11304,37183,0,0,3,,,,
2015-01-12,5355,218,233,11289,37183,0,8,11,,,,
2015-01-13,5355,500,444,11345,37183,0,1,12,,,,
2015-01-14,5355,99,185,11259,38193,7,0,5,,,,
2015-01-15,5355,39,88,11210,38193,2,0,3,,,,
2015-01-16,5355,109,253,11066,38193,3,0,0,,,,
2015-01-19,5355,37,96,11007,38193,0,0,0,,,,
2015-01-20,5355,31,78,10960,38193,0,2,2,,,,
2015-01-21,5355,27,29,10929,38193,2,0,0,,,,
2015-01-22,5355,327,396,10860,38193,0,79,79,,,,
2015-01-23,5355,232,266,10826,38193,76,0,3,,,,
2015-01-26,5355,101,161,10766,38193,3,0,0,,,,
2015-01-27,5355,131,57,10840,38193,0,0,0,,,,
2015-01-28,5355,47,152,10735,38193,0,0,0,,,,
2015-01-29,5355,143,64,10814,38193,0,0,0,,,,
2015-01-30,5355,33,46,10801,38193,0,0,0,,,,
2015-02-02,5355,35,108,10728,38193,0,0,0,,,,
2015-02-03,5355,25,9,10744,38193,0,0,0,,,,
2015-02-04,5355,77,17,10804,38193,0,0,0,,,,
2015-02-05,5355,58,48,10814,38193,0,0,0,,,,
2015-02-06,5355,9,20,10803,38193,0,0,0,,,,
2015-02-09,5355,23,45,10781,38193,0,1,1,,,,
2015-02-10,5355,20,161,10515,38193,0,2,3,,,,
2015-02-11,5355,177,71,10621,38193,0,3,6,,,,
2015-02-12,5355,17,49,10589,38640,0,0,6,,,,
2015-02-13,5355,7,17,10579,38640,0,0,6,,,,
2015-02-24,5355,92,47,10624,38640,0,0,6,,,,
2015-02-25,5355,88,21,10691,38640,0,0,6,,,,
2015-02-26,5355,210,49,10852,38640,0,27,33,,,,
2015-03-02,5355,117,61,10908,38640,27,0,6,,,,
2015-03-03,5355,79,62,10925,38640,0,0,6,,,,
2015-03-04,5355,68,81,10912,38640,0,0,6,,,,
2015-03-05,5355,90,68,10934,38640,0,0,6,,,,
2015-03-06,5355,209,226,10917,38640,0,0,6,,,,
2015-03-09,5355,343,220,11040,38640,0,0,6,,,,
2015-03-10,5355,152,210,10982,38640,0,0,6,,,,
2015-03-11,5355,92,151,10923,38640,0,0,6,,,,
2015-03-12,5355,72,66,10929,38640,0,0,6,,,,
2015-03-13,5355,72,86,10915,38640,0,0,6,,,,
2015-03-16,5355,521,319,11117,38640,0,18,24,,,,
2015-03-17,5355,179,309,10987,38640,18,0,6,,,,
2015-03-18,5355,135,131,10991,38640,0,0,6,,,,
2015-03-19,5355,221,120,11090,38640,0,0,6,,,,
2015-03-20,5355,176,75,11191,38640,0,0,6,,,,
2015-03-23,5355,198,79,11310,38640,0,0,6,,,,
2015-03-24,5355,137,74,11373,38640,0,0,6,,,,
2015-03-25,5355,93,265,11201,38640,0,0,6,,,,
2015-03-26,5355,30,92,11139,38640,0,0,6,,,,
2015-03-27,5355,497,199,11387,38640,0,0,6,,,,
2015-03-30,5355,273,465,11195,38640,0,12,18,,,,
2015-03-31,5355,37,157,11075,38640,0,0,18,,,,
2015-04-01,5355,126,75,11116,38640,0,0,8,,,,
2015-04-02,5355,74,35,11155,38640,0,0,8,,,,
2015-04-07,5355,140,185,11110,38640,0,0,8,,,,
2015-04-08,5355,32,44,11098,38640,2,0,6,,,,
2015-04-09,5355,60,94,11064,38640,0,0,6,,,,
2015-04-10,5355,54,136,10982,38640,0,0,6,,,,
2015-04-13,5355,102,393,10690,38640,0,0,6,,,,
2015-04-14,5355,29,22,10697,38640,0,0,6,,,,
2015-04-15,5355,96,149,10644,38640,0,0,6,,,,
2015-04-16,5355,64,52,10656,38640,0,0,6,,,,
2015-04-17,5355,15,235,10436,38640,2,0,4,,,,
2015-04-20,5355,61,116,10376,38640,4,0,0,,,,
2015-04-21,5355,91,182,10285,38640,0,0,0,,,,
2015-04-22,5355,37,78,10234,38640,0,0,0,,,,
2015-04-23,5355,80,67,10247,38640,0,0,0,,,,
2015-04-24,5355,43,95,10195,38640,0,0,0,,,,
2015-04-27,5355,70,48,10217,38640,0,0,0,,,,
2015-04-28,5355,58,21,10074,38640,0,0,0,,,,
2015-04-29,5355,44,28,10090,38640,0,0,0,,,,
2015-04-30,5355,21,24,10087,38640,0,0,0,,,,
2015-05-04,5355,64,56,10095,38640,0,0,0,,,,
2015-05-05,5355,59,41,10113,38640,0,0,0,,,,
2015-05-06,5355,8,28,10093,38640,0,0,0,,,,
2015-05-07,5355,29,56,10066,38640,0,0,0,,,,
2015-05-08,5355,2,7,10061,38640,0,0,0,,,,
2015-05-11,5355,105,95,10071,38640,0,0,0,,,,
2015-05-12,5355,88,83,10076,38640,0,0,0,,,,
2015-05-13,5355,115,48,10143,38640,0,0,0,,,,
2015-05-14,5355,18,18,10143,38640,0,0,0,,,,
2015-05-15,5355,63,50,10156,38640,0,0,0,,,,
2015-05-18,5355,42,15,10183,38640,0,0,0,,,,
2015-05-19,5355,21,77,10104,38640,0,0,0,,,,
2015-05-20,5355,32,75,10060,38640,0,0,0,,,,
2015-05-21,5355,23,41,10012,38640,0,0,0,,,,
2015-05-22,5355,143,26,10129,38640,0,0,0,,,,
2015-05-25,5355,54,25,10158,38640,0,0,0,,,,
2015-05-26,5355,30,5,10183,38640,0,0,0,,,,
2015-05-27,5355,22,64,10141,38640,0,0,0,,,,
2015-05-28,5355,53,61,10133,38640,0,0,0,,,,
2015-05-29,5355,47,35,10112,38640,0,0,0,,,,
2015-06-01,5355,78,34,10156,38640,0,0,0,,,,
2015-06-02,5355,137,63,10230,38640,0,0,0,,,,
2015-06-03,5355,77,49,10258,38640,0,0,0,,,,
2015-06-04,5355,60,125,10193,38640,0,1,1,,,,
2015-06-05,5355,50,186,10057,38640,0,0,1,,,,
2015-06-08,5355,228,426,9859,38640,0,67,68,,,,
2015-06-09,5355,616,751,9573,38640,33,0,35,,,,
2015-06-10,5355,84,341,9251,38640,30,11,16,,,,
2015-06-11,5355,189,187,9253,38640,0,0,16,,,,
2015-06-12,5355,42,24,9211,38640,13,0,3,,,,
2015-06-15,5355,81,76,9216,38640,1,0,2,,,,
2015-06-16,5355,23,2,9237,38640,2,0,0,,,,
2015-06-17,5355,22,18,9241,38640,0,0,0,,,,
2015-06-18,5355,55,66,9230,38640,0,0,0,,,,
2015-06-22,5355,45,53,9222,38640,0,0,0,,,,
2015-06-23,5355,31,83,9170,38640,0,5,5,,,,
2015-06-24,5355,100,44,9226,38640,0,0,5,,,,
2015-06-25,5355,84,52,9258,38640,0,0,5,,,,
2015-06-26,5355,10,14,9254,38640,0,0,5,,,,
2015-06-29,5355,58,18,9294,38640,0,2,7,,,,
2015-06-30,5355,33,19,9308,38640,0,0,7,,,,
2015-07-01,5355,75,65,9318,38640,5,0,2,,,,
2015-07-02,5355,4,5,9317,38640,0,0,2,,,,
2015-07-03,5355,38,62,9293,38640,0,0,2,,,,
2015-07-06,5355,72,15,9350,38640,0,0,2,,,,
2015-07-07,5355,12,16,9346,38640,0,0,2,,,,
2015-07-08,5355,37,108,9271,38640,2,0,0,,,,
2015-07-09,5355,223,302,9192,38640,0,0,0,,,,
2015-07-13,5355,4,83,9113,38640,0,0,0,,,,
2015-07-14,5355,33,3,9143,38640,0,0,0,,,,
2015-07-15,5355,54,21,9176,38640,0,0,0,,,,
2015-07-16,5355,13,0,9189,38640,0,0,0,,,,
2015-07-17,5355,4,4,9189,38640,0,0,0,,,,
2015-07-20,5355,8,16,9181,38640,0,0,0,,,,
2015-07-21,5355,39,54,9165,38640,0,0,0,,,,
2015-07-22,5355,35,44,9156,38640,0,0,0,,,,
2015-07-23,5355,312,9,9448,38640,0,0,0,,,,
2015-07-24,5355,133,53,9528,38640,0,1,1,,,,
2015-07-27,5355,248,247,9529,38640,0,0,1,,,,
2015-07-28,5355,49,92,9486,38640,1,0,0,,,,
2015-07-29,5355,16,66,9436,38640,0,0,0,,,,
2015-07-30,5355,21,23,9434,38640,0,0,0,,,,
2015-07-31,5355,8,5,9437,38640,0,0,0,,,,
2015-08-03,5355,14,27,9404,38640,0,0,0,,,,
2015-08-04,5355,69,126,9327,38640,0,0,0,,,,
2015-08-05,5355,10,4,9313,38640,0,0,0,,,,
2015-08-06,5355,461,31,9743,38640,0,0,0,,,,
2015-08-07,5355,59,6,9796,38640,0,0,0,,,,
2015-08-10,5355,18,4,9810,38640,0,0,0,,,,
2015-08-11,5355,77,7,9880,38640,0,0,0,,,,
2015-08-12,5355,93,73,9900,38640,0,5,5,,,,
2015-08-13,5355,126,62,9780,38640,0,1,6,,,,
2015-08-14,5355,41,56,9765,38640,0,0,6,,,,
2015-08-17,5355,12,90,9687,38640,1,0,5,,,,
2015-08-18,5355,233,77,9843,38640,0,0,5,,,,
2015-08-19,5355,250,49,9970,38640,0,0,5,,,,
2015-08-20,5355,1,1,9950,38640,0,6,11,,,,
2015-08-21,5355,1335,123,11162,38640,0,0,11,,,,
2015-08-24,5355,1321,266,12217,38640,0,0,11,,,,
2015-08-25,5355,50,133,12133,38640,0,2,13,,,,
2015-08-26,5355,94,44,12183,38640,0,0,13,,,,
2015-08-27,5355,26,75,12134,38640,5,0,8,,,,
2015-08-28,5355,44,12,12166,38640,0,0,8,,,,
2015-08-31,5355,0,18,12148,38640,0,0,8,,,,
2015-09-01,5355,8,20,12136,38640,0,0,8,,,,
2015-09-02,5355,75,13,12198,38640,0,0,8,,,,
2015-09-03,5355,24,17,12205,38640,6,0,2,,,,
2015-09-04,5355,10,50,12130,38640,0,0,2,,,,
2015-09-07,5355,10,32,12088,38640,0,0,2,,,,
2015-09-08,5355,29,7,12107,38640,0,0,2,,,,
2015-09-09,5355,76,42,12141,38640,0,0,2,,,,
2015-09-10,5355,16,23,12134,38640,0,0,2,,,,
2015-09-11,5355,9,180,11963,38640,0,0,2,,,,
2015-09-14,5355,15,7,11971,38640,0,0,2,,,,
2015-09-15,5355,15,42,11944,38640,0,0,2,,,,
2015-09-16,5355,76,43,11976,38640,0,0,2,,,,
2015-09-17,5355,0,131,11845,38640,0,0,2,,,,
2015-09-18,5355,69,4,11910,38640,0,0,2,,,,
2015-09-21,5355,13,0,11923,38640,0,0,2,,,,
2015-09-22,5355,11,14,11890,38640,0,0,2,,,,
2015-09-23,5355,4,3,11891,38640,0,0,2,,,,
2015-09-24,5355,5,40,11856,38640,0,0,2,,,,
2015-09-25,5355,2,30,11828,38640,0,0,2,,,,
2015-09-30,5355,3,6,11825,38640,0,0,2,,,,
2015-10-01,5355,58,17,11866,38640,0,0,2,,,,
2015-10-02,5355,19,20,11865,38640,0,0,2,,,,
2015-10-05,5355,9,45,11829,38640,0,0,2,,,,
2015-10-06,5355,45,56,11818,38640,0,0,2,,,,
2015-10-07,5355,9,23,11804,38640,0,0,2,,,,
2015-10-08,5355,7,0,11811,38640,0,0,2,,,,
2015-10-12,5355,15,14,11812,38640,0,0,2,,,,
2015-10-13,5355,0,1,10429,38640,0,0,2,,,,
2015-10-14,5355,16,24,10421,38640,0,0,2,,,,
2015-10-15,5355,26,57,10390,38640,0,0,2,,,,
2015-10-16,5355,18,8,10400,38640,0,0,2,,,,
2015-10-19,5355,4,6,10398,38640,0,0,2,,,,
2015-10-20,5355,102,47,10178,38640,0,0,2,,,,
2015-10-21,5355,38,6,10210,38640,0,0,2,,,,
2015-10-22,5355,31,140,10095,38640,0,0,2,,,,
2015-10-23,5355,38,28,10093,38640,0,0,2,,,,
2015-10-26,5355,35,33,10095,38640,0,0,2,,,,
2015-10-27,5355,18,26,9449,38640,0,0,2,,,,
2015-10-28,5355,18,33,9434,38640,0,0,2,,,,
2015-10-29,5355,9,0,9443,38640,0,0,2,,,,
2015-10-30,5355,22,0,9465,38640,0,0,2,,,,
2015-11-02,5355,0,14,9451,38640,0,0,2,,,,
2015-11-03,5355,11,2,9453,38640,0,0,2,,,,
2015-11-04,5355,4,20,9437,38640,0,0,2,,,,
2015-11-05,5355,18,40,9415,38640,2,0,0,,,,
2015-11-06,5355,3,0,9418,38640,0,0,0,,,,
2015-11-09,5355,10,63,9365,38640,0,0,0,,,,
2015-11-10,5355,0,5,9359,38640,0,0,0,,,,
2015-11-11,5355,2,4,9357,38640,0,0,0,,,,
2015-11-12,5355,19,8,9368,38640,0,0,0,,,,
2015-11-13,5355,11,0,9379,38640,0,0,0,,,,
2015-11-16,5355,58,514,8923,38640,0,44,44,,,,
2015-11-17,5355,45,59,8909,38640,2,0,42,,,,
2015-11-18,5355,10,10,8909,38640,0,0,42,,,,
2015-11-19,5355,1,13,8897,38640,0,0,42,,,,
2015-11-20,5355,107,105,8899,38640,10,0,32,,,,
2015-11-23,5355,5,3,8901,38640,0,0,32,,,,
2015-11-24,5355,0,11,8890,38640,0,0,32,,,,
2015-11-25,5355,1,38,8853,38640,0,0,32,,,,
2015-11-26,5355,6,2,8857,38640,0,0,32,,,,
2015-11-27,5355,4,4,8847,38640,0,0,32,,,,
2015-11-30,5355,0,5,8783,38640,0,0,32,,,,
2015-12-01,5355,4,0,8787,38640,0,0,32,,,,
2015-12-02,5355,10,2,8795,38640,0,0,32,,,,
2015-12-03,5355,53,9,8447,38640,0,0,32,,,,
2015-12-04,5355,7,3,8451,38640,0,0,32,,,,
2015-12-07,5355,10,6,8455,38640,0,0,32,,,,
2015-12-08,5355,26,16,8465,38640,0,0,32,,,,
2015-12-09,5355,10,62,8413,38640,0,0,32,,,,
2015-12-10,5355,8,20,8401,38640,0,0,32,,,,
2015-12-11,5355,21,18,8404,38640,1,2,33,,,,
2015-12-14,5355,6,6,8404,38640,0,0,33,,,,
2015-12-15,5355,6,0,8410,38640,0,0,33,,,,
2015-12-16,5355,0,2,8408,38640,1,0,32,,,,
2015-12-17,5355,2,2,8406,38640,0,0,32,,,,
2015-12-18,5355,26,20,8412,38640,0,0,32,,,,
2015-12-21,5355,31,16,8427,38640,0,0,32,,,,
2015-12-22,5355,43,63,8407,36740,0,0,32,,,,
2015-12-23,5355,14,18,8402,36740,1,0,31,,,,
2015-12-24,5355,25,15,8412,36740,1,0,30,,,,
2015-12-25,5355,6,6,8412,36740,0,0,30,,,,
2015-12-28,5355,1,34,8379,36740,0,0,30,,,,
2015-12-29,5355,2,60,8321,36740,0,0,30,,,,
2015-12-30,5355,7,17,8311,36740,0,0,30,,,,
2015-12-31,5355,14,9,8306,36740,0,0,30,,,,
2016-01-04,5355,12,48,8270,36740,0,0,30,,,,
2016-01-05,5355,1,9,8262,36740,0,0,30,,,,
2016-01-06,5355,11,19,8254,36740,0,0,30,,,,
2016-01-07,5355,30,5,8279,36740,0,0,30,,,,
2016-01-08,5355,18,27,8265,36740,0,0,30,,,,
2016-01-11,5355,16,10,8271,36740,0,0,30,,,,
2016-01-12,5355,21,35,8241,36740,0,0,30,,,,
2016-01-13,5355,27,122,8146,36740,30,0,0,,,,
2016-01-14,5355,34,33,7913,36740,0,0,0,,,,
2016-01-15,5355,1,4,7888,36740,0,0,0,,,,
2016-01-18,5355,71,34,7870,36740,0,0,0,,,,
2016-01-19,5355,4,0,7874,36740,0,0,0,,,,
2016-01-20,5355,7,5,7876,36740,0,0,0,,,,
2016-01-21,5355,10,19,7857,36740,0,0,0,,,,
2016-01-22,5355,0,5,7837,36740,0,0,0,,,,
2016-01-25,5355,37,20,6978,36740,0,0,0,,,,
2016-01-26,5355,6,0,6984,36740,0,0,0,,,,
2016-01-27,5355,11,8,6937,36740,0,0,0,,,,
2016-01-28,5355,2,1,6938,36740,0,0,0,,,,
2016-01-29,5355,17,3,6947,36740,0,0,0,,,,
2016-01-30,5355,8,18,6937,36740,0,0,0,,,,
2016-02-01,5355,0,10,6876,36740,0,0,0,,,,
2016-02-02,5355,0,9,6847,36740,0,0,0,,,,
2016-02-03,5355,16,60,6803,36740,0,0,0,,,,
2016-02-15,5355,23,74,6752,36740,0,0,0,,,,
2016-02-16,5355,90,2,6840,36740,0,0,0,,,,
2016-02-17,5355,115,35,6915,36740,0,0,0,,,,
2016-02-18,5355,25,44,6896,36740,0,0,0,,,,
2016-02-19,5355,26,47,6875,36740,0,0,0,,,,
2016-02-22,5355,2,4,6873,36740,0,0,0,,,,
2016-02-23,5355,87,33,6927,36740,0,0,0,,,,
2016-02-24,5355,18,2,6942,36740,0,0,0,,,,
2016-02-25,5355,25,37,6930,36740,0,0,0,,,,
2016-02-26,5355,40,27,6943,36740,0,0,0,,,,
2016-03-01,5355,29,0,6972,36740,0,0,0,,,,
2016-03-02,5355,45,0,7007,36740,0,0,0,,,,
2016-03-03,5355,118,54,7071,36740,0,0,0,,,,
2016-03-04,5355,36,20,7082,36740,0,0,0,,,,
2016-03-07,5355,17,72,7027,36740,0,0,0,,,,
2016-03-08,5355,27,32,7013,36740,0,0,0,,,,
2016-03-09,5355,38,0,7051,36740,0,0,0,,,,
2016-03-10,5355,23,72,7002,36740,0,0,0,,,,
2016-03-11,5355,91,0,7087,36740,0,0,0,,,,
2016-03-14,5355,35,11,7101,36740,0,0,0,,,,
2016-03-15,5355,12,17,7096,36740,0,0,0,,,,
2016-03-16,5355,3,4,7095,36740,0,0,0,,,,
2016-03-17,5355,62,14,3478,36740,0,0,0,,,,
2016-03-18,5355,70,16,3532,36740,0,0,0,,,,
2016-03-21,5355,31,7,3556,36740,0,0,0,,,,
2016-03-22,5355,35,8,3583,36740,0,0,0,,,,
2016-03-23,5355,104,39,3648,36740,0,0,0,,,,
2016-03-24,5355,44,18,3674,36740,0,0,0,,,,
2016-03-25,5355,67,16,3720,36740,0,0,0,,,,
2016-03-28,5355,23,32,3701,36740,0,0,0,,,,
2016-03-29,5355,15,8,3703,36740,0,0,0,,,,
2016-03-30,5355,0,36,3667,36740,0,0,0,,,,
2016-03-31,5355,7,2,3672,36740,0,0,0,,,,
2016-04-01,5355,10,8,3660,36740,0,0,0,,,,
2016-04-06,5355,26,12,3674,36740,0,0,0,,,,
2016-04-07,5355,17,0,3691,36740,0,0,0,,,,
2016-04-08,5355,27,0,3718,36740,0,0,0,,,,
2016-04-11,5355,36,1,3753,36740,0,0,0,,,,
2016-04-12,5355,64,3,3814,36740,0,0,0,,,,
2016-04-13,5355,22,1,3835,36740,0,0,0,,,,
2016-04-14,5355,29,22,3842,36740,0,0,0,,,,
2016-04-15,5355,38,15,3865,36740,0,0,0,,,,
2016-04-18,5355,19,0,3884,36740,0,0,0,,,,
2016-04-19,5355,33,16,3901,36740,0,0,0,,,,
2016-04-20,5355,56,38,3919,36740,0,0,0,,,,
2016-04-21,5355,7,16,3910,36740,0,0,0,,,,
2016-04-22,5355,27,8,3929,36740,0,0,0,,,,
2016-04-25,5355,12,0,3941,36740,0,0,0,,,,
2016-04-26,5355,5,3,3943,36740,0,0,0,,,,
2016-04-27,5355,22,0,3942,36740,0,0,0,,,,
2016-04-28,5355,27,9,3960,36740,0,0,0,,,,
2016-04-29,5355,23,4,3979,36740,0,0,0,,,,
2016-05-03,5355,16,0,3995,36740,0,0,0,,,,
2016-05-04,5355,50,60,3983,36740,0,0,0,,,,
2016-05-05,5355,139,39,4083,36740,0,0,0,,,,
2016-05-06,5355,83,19,4147,36740,0,0,0,,,,
2016-05-09,5355,27,0,4174,36740,0,0,0,,,,
2016-05-10,5355,25,0,4199,36740,0,0,0,,,,
2016-05-11,5355,59,102,4156,36740,0,0,0,,,,
2016-05-12,5355,68,50,4124,36740,0,0,0,,,,
2016-05-13,5355,49,39,4128,36740,0,0,0,,,,
2016-05-16,5355,6,32,4102,36740,0,0,0,,,,
2016-05-17,5355,29,17,4114,36740,0,0,0,,,,
2016-05-18,5355,0,9,4105,36740,0,0,0,,,,
2016-05-19,5355,9,9,4105,36740,0,0,0,,,,
2016-05-20,5355,9,19,4095,36740,0,0,0,,,,
2016-05-23,5355,6,16,4085,36740,0,0,0,,,,
2016-05-24,5355,8,6,4087,36740,0,0,0,,,,
2016-05-25,5355,20,20,4087,36740,0,0,0,,,,
2016-05-26,5355,7,11,4079,36740,0,0,0,,,,
2016-05-27,5355,3,13,4069,36740,0,0,0,,,,
2016-05-30,5355,6,7,4068,36740,0,0,0,,,,
2016-05-31,5355,27,11,4084,36740,0,0,0,,,,
2016-06-01,5355,0,6,4078,36740,0,0,0,,,,
2016-06-02,5355,33,6,4103,36740,0,0,0,,,,
2016-06-03,5355,30,17,4116,36740,0,0,0,,,,
2016-06-04,5355,1,0,4117,36740,0,0,0,,,,
