date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2026-06-08,00402A,0,0,0,173406,0,0,0,,,,
2026-06-09,00402A,1682,0,1682,223281,0,3260,3260,,,,
2026-06-10,00402A,3721,186,5217,232656,0,0,3260,,,,
2026-06-11,00402A,717,1082,4852,232906,0,0,0,,,,
2026-06-12,00402A,427,1933,3345,227656,0,0,0,,,,
2026-06-15,00402A,989,420,3914,225406,0,0,0,,,,
2026-06-16,00402A,157,325,3744,220156,0,2,2,,,,
2026-06-17,00402A,168,144,3768,220156,0,0,2,,,,
2026-06-18,00402A,417,125,4062,219906,0,0,2,,,,
2026-06-22,00402A,702,489,4245,215781,0,0,2,,,,
2026-06-23,00402A,50,413,3872,210656,0,2,4,,,,
2026-06-24,00402A,395,417,3850,211531,2,0,2,,,,
2026-06-25,00402A,29,205,3673,211031,0,0,2,,,,
2026-06-26,00402A,168,173,3668,210406,1,2,3,,,,
2026-06-29,00402A,12,115,3565,209031,0,0,3,,,,
2026-06-30,00402A,19,101,3483,206781,0,0,3,,,,
2026-07-01,00402A,7,200,3290,203031,2,0,1,,,,
2026-07-02,00402A,144,28,3402,196281,0,0,1,,,,
2026-07-03,00402A,116,0,3518,196281,0,0,1,,,,
2026-07-06,00402A,68,55,3531,196281,0,0,1,,,,
2026-07-07,00402A,13,49,3495,194281,0,0,1,,,,
2026-07-08,00402A,7,46,3456,194281,0,0,1,,,,
2026-07-09,00402A,1,6,3451,192656,0,0,1,,,,
2026-07-13,00402A,1,47,3405,191906,0,0,1,,,,
2026-07-14,00402A,34,131,3308,189406,1,0,0,,,,
2026-07-15,00402A,23,247,3084,186781,0,0,0,,,,
2026-07-16,00402A,60,0,3144,186156,0,0,0,,,,
2026-07-17,00402A,113,772,2485,186781,0,0,0,,,,
2026-07-20,00402A,62,100,2444,186281,0,0,0,,,,
2026-07-21,00402A,9,71,2382,185781,0,0,0,,,,
2026-07-22,00402A,3,34,2351,185031,0,0,0,,,,
2026-07-23,00402A,12,20,2343,185031,0,0,0,,,,
2026-07-24,00402A,5,8,2340,186906,0,0,0,,,,
2026-07-27,00402A,903,0,3243,186281,0,0,0,,,,
2026-07-28,00402A,48,901,2390,186281,0,1,1,,,,
2026-07-29,00402A,58,109,2333,186281,1,0,0,,,,
2026-07-30,00402A,53,0,2386,186531,0,1,1,,,,
2026-07-31,00402A,4,119,2271,185281,0,0,1,,,,
2026-08-03,00402A,51,12,2288,185281,0,0,1,,,,
2026-08-04,00402A,3,16,2275,183531,0,0,1,,,,
2026-08-05,00402A,1,161,2115,181906,0,1,2,,,,
2026-08-06,00402A,0,3,2112,181406,0,0,2,,,,
2026-08-07,00402A,13,2,2123,181406,0,0,2,,,,
2026-08-10,00402A,30,6,2147,179406,0,0,2,,,,
2026-08-11,00402A,0,11,2136,178906,0,0,2,,,,
2026-08-12,00402A,5,29,2112,178656,0,0,2,,,,
2026-08-13,00402A,602,123,2591,177531,0,0,2,,,,
2026-08-14,00402A,13,672,1932,176156,0,0,2,,,,
2026-08-17,00402A,3,2,1933,174656,0,0,2,,,,
2026-08-18,00402A,12,102,1843,170031,0,0,2,,,,
2026-08-19,00402A,16,4,1855,170031,0,0,2,,,,
2026-08-20,00402A,0,3,1852,169906,0,0,2,,,,
2026-08-21,00402A,18,52,1810,169906,0,0,2,,,,
2026-08-24,00402A,17,1,1826,169906,0,0,2,,,,
2026-08-25,00402A,12,8,1830,169781,0,0,2,,,,
2026-08-26,00402A,51,5,1876,177281,0,0,2,,,,
2026-08-27,00402A,21,8,1889,177281,0,0,2,,,,
2026-08-28,00402A,14,53,1850,177281,0,0,2,,,,
2026-08-31,00402A,2,22,1830,177281,1,0,1,,,,
2026-09-01,00402A,60,25,1857,177531,0,0,1,,,,
2026-09-02,00402A,21,15,1863,177531,0,0,1,,,,
2026-09-03,00402A,7,40,1830,177281,0,0,1,,,,
2026-09-04,00402A,7,0,1837,177281,0,0,1,,,,
2026-09-07,00402A,2,9,1830,177281,0,0,1,1837,0,1,0
2026-09-08,00402A,8,18,1820,176906,0,0,1,,,,
2026-09-09,00402A,10,67,1763,176531,0,0,1,1820,0,1,0
