date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2025-08-14,00980T,0,0,0,47729,0,0,0,,,,
2025-08-15,00980T,40,0,40,47229,0,0,0,,,,
2025-08-18,00980T,0,5,35,45479,0,0,0,,,,
2025-08-19,00980T,30,0,65,44229,0,0,0,,,,
2025-08-20,00980T,25,0,90,44229,0,0,0,,,,
2025-08-21,00980T,0,5,85,43979,0,0,0,,,,
2025-08-22,00980T,10,0,95,43854,0,0,0,,,,
2025-08-25,00980T,30,40,85,43854,0,0,0,,,,
2025-08-26,00980T,3,0,88,43104,0,0,0,,,,
2025-08-27,00980T,21,0,109,39479,0,0,0,,,,
2025-08-28,00980T,0,0,109,37479,0,0,0,,,,
2025-08-29,00980T,0,1,108,35979,0,0,0,,,,
2025-09-01,00980T,0,20,88,35979,0,0,0,,,,
2025-09-02,00980T,0,55,33,35979,0,0,0,,,,
2025-09-03,00980T,1,0,34,34604,0,0,0,,,,
2025-09-04,00980T,1,0,35,33479,0,0,0,,,,
2025-09-05,00980T,11,1,45,32729,0,0,0,,,,
2025-09-08,00980T,1,0,46,32479,0,0,0,,,,
2025-09-09,00980T,14,0,60,31104,0,0,0,,,,
2025-09-10,00980T,11,0,71,30854,0,0,0,,,,
2025-09-11,00980T,1,0,72,30354,0,0,0,,,,
2025-09-12,00980T,6,0,78,30104,0,0,0,,,,
2025-09-15,00980T,12,1,89,29604,0,0,0,,,,
2025-09-16,00980T,1,8,82,29229,0,0,0,,,,
2025-09-17,00980T,1,1,82,29229,0,0,0,,,,
2025-09-18,00980T,1,0,83,28854,0,0,0,,,,
2025-09-19,00980T,2,2,83,28354,0,0,0,,,,
2025-09-22,00980T,1,1,83,28104,0,0,0,,,,
2025-09-23,00980T,1,0,84,28104,0,0,0,,,,
2025-09-24,00980T,1,0,85,28104,0,0,0,,,,
2025-09-25,00980T,1,10,76,28104,0,0,0,,,,
2025-09-26,00980T,1,0,77,27604,0,0,0,,,,
2025-09-30,00980T,1,0,78,27604,0,0,0,,,,
2025-10-01,00980T,1,0,79,27604,0,0,0,,,,
2025-10-02,00980T,2,0,81,27354,0,0,0,,,,
2025-10-03,00980T,1,10,72,27354,0,0,0,,,,
2025-10-07,00980T,3,0,75,27354,0,0,0,,,,
2025-10-08,00980T,1,0,76,27354,0,0,0,,,,
2025-10-09,00980T,1,0,77,27354,0,0,0,,,,
2025-10-13,00980T,2,30,49,27354,0,0,0,,,,
2025-10-14,00980T,6,0,55,27229,0,0,0,,,,
2025-10-15,00980T,2,0,57,27229,0,0,0,,,,
2025-10-16,00980T,1,0,58,27229,0,0,0,,,,
