date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2019-10-17,00862B,0,0,0,3220,0,0,0,,,,,
2019-10-18,00862B,2,0,2,3220,0,0,0,,,,,
2019-10-21,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-22,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-23,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-24,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-25,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-28,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-29,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-30,00862B,0,0,2,3220,0,0,0,,,,,
2019-10-31,00862B,0,0,2,3220,0,0,0,,,,,
2019-11-01,00862B,0,0,2,3220,0,0,0,,,,,
2019-11-04,00862B,0,0,2,3220,0,0,0,,,,,
2019-11-05,00862B,0,0,2,3220,0,0,0,,,,,
2019-11-06,00862B,0,0,2,3220,0,0,0,,,,,
2019-11-07,00862B,0,0,2,3220,0,0,0,,,,,
2019-11-08,00862B,0,2,0,3220,0,0,0,,,,,
2019-11-11,00862B,0,0,0,3220,0,0,0,,,,,
2019-11-12,00862B,0,0,0,3220,0,0,0,,,,,
2019-11-13,00862B,8,0,8,3345,0,0,0,,,,,
2019-11-14,00862B,0,8,0,3470,0,0,0,,,,,
2019-11-15,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-18,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-19,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-20,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-21,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-22,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-25,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-26,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-27,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-28,00862B,0,0,0,3470,0,0,0,,,,,
2019-11-29,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-02,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-03,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-04,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-05,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-06,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-09,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-10,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-11,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-12,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-13,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-16,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-17,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-18,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-19,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-20,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-23,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-24,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-25,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-26,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-27,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-30,00862B,0,0,0,3470,0,0,0,,,,,
2019-12-31,00862B,0,0,0,3470,0,0,0,,,,,
2020-01-02,00862B,0,0,0,3470,0,0,0,,,,,
2020-01-03,00862B,0,0,0,3470,0,0,0,,,,,
2020-01-06,00862B,0,0,0,3470,0,0,0,,,,,
2020-01-07,00862B,0,0,0,3470,0,0,0,,,,,
2020-01-08,00862B,0,0,0,4095,0,0,0,,,,,
2020-01-09,00862B,0,0,0,4095,0,0,0,,,,,
2020-01-10,00862B,0,0,0,4095,0,0,0,,,,,
2020-01-13,00862B,0,0,0,4095,0,0,0,,,,,
2020-01-14,00862B,0,0,0,4095,0,0,0,,,,,
2020-01-15,00862B,0,0,0,5345,0,0,0,,,,,
2020-01-16,00862B,0,0,0,5345,0,0,0,,,,,
2020-01-17,00862B,0,0,0,5970,0,0,0,,,,,
2020-01-20,00862B,0,0,0,5970,0,0,0,,,,,
