date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2017-03-13,00683L,0,0,0,2733,0,0,0,0,0,0,0,
2017-03-14,00683L,8,0,8,2733,0,0,0,0,0,0,0,
2017-03-15,00683L,18,6,20,2733,0,0,0,8,0,0,0,
2017-03-16,00683L,90,0,110,2733,0,0,0,20,0,0,0,
2017-03-17,00683L,39,15,134,2733,0,0,0,110,0,0,0,
2017-03-20,00683L,88,1,221,2733,0,0,0,134,0,0,0,
2017-03-21,00683L,13,0,234,2733,0,10,10,221,0,0,0,
2017-03-22,00683L,35,0,269,2733,0,0,10,234,0,10,0,
2017-03-23,00683L,1,0,270,2733,0,0,10,269,0,10,0,
2017-03-24,00683L,1,0,271,2733,0,0,10,270,0,10,0,
2017-03-27,00683L,29,0,300,2733,0,0,10,271,0,10,0,
2017-03-28,00683L,26,0,326,2733,0,0,10,300,0,10,0,
2017-03-29,00683L,18,5,339,2733,10,0,0,326,0,10,0,
2017-03-30,00683L,2,4,337,2733,0,0,0,339,0,0,0,
2017-03-31,00683L,14,49,302,2733,0,6,6,337,0,0,0,
2017-04-05,00683L,0,25,277,2733,0,0,6,302,0,6,0,
2017-04-06,00683L,7,18,266,2733,0,0,6,277,0,6,0,
2017-04-07,00683L,5,8,263,2733,0,0,6,266,0,6,0,
2017-04-10,00683L,11,24,250,2733,6,0,0,263,0,6,0,
2017-04-11,00683L,13,3,260,2733,0,0,0,250,0,0,0,
2017-04-12,00683L,15,0,275,2733,0,0,0,260,0,0,0,
2017-04-13,00683L,6,0,281,2733,0,1,1,275,0,0,0,
2017-04-14,00683L,1,3,279,2733,0,0,1,281,0,1,0,
2017-04-17,00683L,8,1,286,2733,0,0,1,279,0,1,0,
2017-04-18,00683L,14,0,300,2733,0,0,1,286,0,1,0,
2017-04-19,00683L,11,0,311,2733,0,0,1,300,0,1,0,
2017-04-20,00683L,45,1,355,2733,0,0,1,311,0,1,0,
2017-04-21,00683L,2,0,357,2733,0,0,1,355,0,1,0,
2017-04-24,00683L,66,0,423,2733,0,0,1,357,0,1,0,
2017-04-25,00683L,11,33,401,2733,0,0,1,423,0,1,0,
2017-04-26,00683L,103,22,482,2733,0,0,1,401,0,1,0,
2017-04-27,00683L,5,2,485,2733,1,0,0,482,0,1,0,
2017-04-28,00683L,108,4,589,2733,0,0,0,485,0,0,0,
2017-05-02,00683L,73,16,646,2733,0,0,0,589,0,0,0,
2017-05-03,00683L,12,1,657,2733,0,0,0,646,0,0,0,
2017-05-04,00683L,52,7,702,2733,0,0,0,657,0,0,0,
2017-05-05,00683L,50,36,716,2733,0,0,0,702,0,0,0,
2017-05-08,00683L,62,83,695,2733,0,0,0,716,0,0,0,
2017-05-09,00683L,72,47,720,2733,0,0,0,695,0,0,0,
2017-05-10,00683L,9,19,710,2733,0,0,0,720,0,0,0,
2017-05-11,00683L,1,55,656,2733,0,0,0,710,0,0,0,
2017-05-12,00683L,2,6,652,2733,0,0,0,656,0,0,0,
2017-05-15,00683L,4,84,572,2733,0,0,0,652,0,0,0,
2017-05-16,00683L,6,0,578,2608,0,0,0,572,0,0,0,
2017-05-17,00683L,81,0,659,2608,0,0,0,578,0,0,0,
2017-05-18,00683L,130,1,788,2608,0,0,0,659,0,0,0,
2017-05-19,00683L,10,9,789,2608,0,0,0,788,0,0,0,
2017-05-22,00683L,141,65,865,2608,0,0,0,789,0,0,0,
2017-05-23,00683L,47,4,908,2608,0,0,0,865,0,0,0,
2017-05-24,00683L,85,93,900,2608,0,0,0,908,0,0,0,
2017-05-25,00683L,13,10,903,2608,0,0,0,900,0,0,0,
2017-05-26,00683L,11,0,914,2608,0,0,0,903,0,0,0,
2017-05-31,00683L,9,1,922,2608,0,0,0,914,0,0,0,
2017-06-01,00683L,16,0,938,2608,0,1,1,922,0,0,0,
