date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2016-01-26,00651R,0,0,0,12423,0,0,0,0,0,0,0,
2016-01-27,00651R,167,0,167,12423,0,0,0,0,0,0,0,
2016-01-28,00651R,17,30,154,12423,0,0,0,167,0,0,0,
2016-01-29,00651R,31,3,182,12423,0,0,0,154,0,0,0,
2016-01-30,00651R,0,25,157,12423,0,0,0,182,0,0,0,
2016-02-01,00651R,36,0,193,12423,0,0,0,157,0,0,0,
2016-02-02,00651R,30,104,119,12423,0,0,0,193,0,0,0,
2016-02-03,00651R,121,25,215,12423,0,0,0,119,0,0,0,
2016-02-15,00651R,135,32,318,12423,0,0,0,215,0,0,0,
2016-02-16,00651R,47,41,324,12423,0,0,0,318,0,0,0,
2016-02-17,00651R,125,1,448,12423,0,0,0,324,0,0,0,
2016-02-18,00651R,123,57,514,12423,0,0,0,448,0,0,0,
2016-02-19,00651R,51,6,559,12423,0,0,0,514,0,0,0,
2016-02-22,00651R,12,34,527,12423,0,0,0,559,10,0,0,
2016-02-23,00651R,24,35,516,12423,0,0,0,527,0,0,0,
2016-02-24,00651R,71,43,544,12423,0,0,0,516,0,0,0,
2016-02-25,00651R,53,35,562,12423,0,0,0,544,0,0,0,
2016-02-26,00651R,5,72,495,12423,0,0,0,562,0,0,0,
2016-03-01,00651R,0,1,494,12423,0,0,0,495,0,0,0,
2016-03-02,00651R,119,89,524,12423,0,0,0,494,0,0,0,
2016-03-03,00651R,520,3,1041,12423,0,0,0,524,0,0,0,
2016-03-04,00651R,143,8,1176,12423,0,0,0,1041,0,0,0,
2016-03-07,00651R,60,184,1052,12298,0,1,1,1176,0,0,0,
2016-03-08,00651R,30,83,999,12298,0,0,1,1052,0,1,0,
2016-03-09,00651R,6,12,993,12298,0,0,1,999,0,1,0,
2016-03-10,00651R,48,3,1038,12298,0,0,1,993,0,1,0,
2016-03-11,00651R,16,512,542,12173,0,0,1,1038,0,1,0,
2016-03-14,00651R,131,17,656,12173,0,0,1,542,0,1,0,
2016-03-15,00651R,35,103,588,12173,0,0,1,656,0,1,0,
2016-03-16,00651R,3,38,553,12173,0,0,1,588,0,1,0,
2016-03-17,00651R,36,6,583,12173,0,0,1,553,0,1,0,
2016-03-18,00651R,25,21,587,12173,0,0,1,583,0,1,0,
2016-03-21,00651R,10,35,562,12048,0,0,1,587,0,1,0,
2016-03-22,00651R,0,5,557,12048,0,0,1,562,0,1,0,
