date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2017-06-22,00698L,0,0,0,2787,0,0,0,,,,
2017-06-23,00698L,38,0,38,2787,0,0,0,,,,
2017-06-26,00698L,0,28,10,2662,0,0,0,,,,
2017-06-27,00698L,0,0,10,2662,0,0,0,,,,
2017-06-28,00698L,1,1,10,2662,0,0,0,,,,
2017-06-29,00698L,0,5,5,2662,0,0,0,,,,
2017-06-30,00698L,0,0,5,2662,0,0,0,,,,
2017-07-03,00698L,0,2,3,2662,0,0,0,,,,
2017-07-04,00698L,1,1,3,2662,0,0,0,,,,
2017-07-05,00698L,0,0,3,2662,0,0,0,,,,
2017-07-06,00698L,0,0,3,2537,0,0,0,,,,
2017-07-07,00698L,0,0,3,2537,0,0,0,,,,
2017-07-10,00698L,0,1,2,2537,0,0,0,,,,
2017-07-11,00698L,0,0,2,2537,0,0,0,,,,
2017-07-12,00698L,0,0,2,2287,0,0,0,,,,
2017-07-13,00698L,11,0,13,2287,0,0,0,,,,
2017-07-14,00698L,0,0,13,2162,0,0,0,,,,
2017-07-17,00698L,6,0,19,2037,0,0,0,,,,
2017-07-18,00698L,5,0,24,2037,0,0,0,,,,
2017-07-19,00698L,0,0,24,2037,0,0,0,,,,
2017-07-20,00698L,0,0,24,2037,0,0,0,,,,
2017-07-21,00698L,0,0,24,2037,0,0,0,,,,
2017-07-24,00698L,0,0,24,2037,0,0,0,,,,
2017-07-25,00698L,0,3,21,2037,0,0,0,,,,
2017-07-26,00698L,0,18,3,2037,0,0,0,,,,
2017-07-27,00698L,0,0,3,1787,0,0,0,,,,
2017-07-28,00698L,0,0,3,1662,0,0,0,,,,
2017-07-31,00698L,0,0,3,1662,0,0,0,,,,
2017-08-01,00698L,0,0,3,1662,0,0,0,,,,
2017-08-02,00698L,0,0,3,1537,0,0,0,,,,
2017-08-03,00698L,0,0,3,1537,0,0,0,,,,
2017-08-04,00698L,1,0,4,1412,0,0,0,,,,
2017-08-07,00698L,0,0,4,1412,0,0,0,,,,
2017-08-08,00698L,0,0,4,1287,0,0,0,,,,
2017-08-09,00698L,0,0,4,1287,0,0,0,,,,
2017-08-10,00698L,0,0,4,1287,0,0,0,,,,
2017-08-11,00698L,0,0,4,1287,0,0,0,,,,
