date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2016-05-06,00658L,0,0,0,6711,0,0,0
2016-05-09,00658L,17,0,17,6711,0,0,0
2016-05-10,00658L,53,10,60,6461,0,0,0
2016-05-11,00658L,34,28,66,6461,0,0,0
2016-05-12,00658L,1,3,64,6461,0,0,0
2016-05-13,00658L,19,1,82,6336,0,0,0
2016-05-16,00658L,11,19,74,6336,0,0,0
2016-05-17,00658L,1,20,55,6211,0,0,0
2016-05-18,00658L,55,2,108,6086,0,0,0
2016-05-19,00658L,1,1,108,5961,0,0,0
2016-05-20,00658L,0,30,78,5836,0,0,0
2016-05-23,00658L,109,7,180,5836,0,0,0
2016-05-24,00658L,37,0,217,5836,0,0,0
2016-05-25,00658L,123,154,186,5836,0,0,0
2016-05-26,00658L,84,2,268,5836,0,0,0
2016-05-27,00658L,5,173,100,5836,0,0,0
2016-05-30,00658L,244,7,337,5836,0,0,0
2016-05-31,00658L,180,247,270,6086,0,2,2
2016-06-01,00658L,48,14,304,6086,0,0,2
2016-06-02,00658L,263,163,404,6086,2,0,0
2016-06-03,00658L,216,4,616,6336,0,0,0
2016-06-04,00658L,72,42,646,6336,0,0,0
2016-06-06,00658L,26,136,536,6336,0,0,0
2016-06-07,00658L,17,147,406,6336,0,2,2
2016-06-08,00658L,145,200,351,6461,0,1,3
2016-06-13,00658L,625,100,876,6711,0,0,3
2016-06-14,00658L,1129,26,1979,7211,1,0,2
2016-06-15,00658L,112,532,1559,7211,0,0,2
2016-06-16,00658L,2109,64,3604,7211,2,4,4
2016-06-17,00658L,147,1167,2584,7211,0,1,5
2016-06-20,00658L,287,745,2126,7211,3,13,15
2016-06-21,00658L,191,728,1589,7211,0,50,65
2016-06-22,00658L,78,167,1500,7211,16,0,49
2016-06-23,00658L,33,41,1492,7211,0,48,97
2016-06-24,00658L,2734,206,4020,7961,94,2,5
2016-06-27,00658L,127,1157,2990,7961,0,23,28
2016-06-28,00658L,715,394,3311,7961,11,31,48
2016-06-29,00658L,236,1211,2336,7961,22,41,67
2016-06-30,00658L,34,651,1719,7961,11,19,75
2016-07-01,00658L,275,123,1871,7961,7,60,128
2016-07-04,00658L,25,291,1605,7961,56,10,82
2016-07-05,00658L,105,20,1690,7961,31,22,73
2016-07-06,00658L,1854,35,3509,7961,41,64,96
2016-07-07,00658L,225,414,3320,7961,0,2,98
2016-07-11,00658L,203,1108,2415,7836,74,57,81
2016-07-12,00658L,195,876,1734,7586,19,9,71
2016-07-13,00658L,343,287,1790,7586,11,226,286
2016-07-14,00658L,203,648,1345,7461,0,100,386
2016-07-15,00658L,112,838,594,7336,22,60,424
2016-07-18,00658L,144,187,551,7336,0,0,424
2016-07-19,00658L,587,180,958,7336,351,0,73
2016-07-20,00658L,6,59,905,7336,0,2,75
2016-07-21,00658L,214,527,592,7086,2,0,73
2016-07-22,00658L,55,103,544,7086,2,4,75
2016-07-25,00658L,78,160,462,6961,0,0,75
2016-07-26,00658L,160,100,522,6961,7,3,71
2016-07-27,00658L,1032,175,1379,6836,0,1,72
2016-07-28,00658L,747,401,1725,6836,3,0,69
2016-07-29,00658L,394,567,1552,6836,1,8,76
2016-08-01,00658L,33,992,593,6711,0,2,78
2016-08-02,00658L,109,16,686,6711,8,0,70
2016-08-03,00658L,411,80,1017,6711,51,30,49
2016-08-04,00658L,423,191,1249,6711,32,64,81
2016-08-05,00658L,46,566,729,6461,5,1,77
2016-08-08,00658L,49,194,584,6461,0,28,105
2016-08-09,00658L,107,149,542,6461,18,14,101
2016-08-10,00658L,29,80,491,6461,12,0,89
2016-08-11,00658L,27,110,408,6461,0,0,89
2016-08-12,00658L,105,135,378,6086,2,0,87
2016-08-15,00658L,391,44,725,6086,28,4,63
2016-08-16,00658L,246,139,832,6086,8,8,63
2016-08-17,00658L,38,63,807,5836,0,5,68
2016-08-18,00658L,332,6,1133,5836,10,10,68
2016-08-19,00658L,80,55,1158,5836,8,0,60
2016-08-22,00658L,45,55,1148,5711,1,1,60
2016-08-23,00658L,147,1,1294,5461,21,3,42
2016-08-24,00658L,0,234,1060,5461,0,19,61
2016-08-25,00658L,78,26,1112,5336,0,0,61
2016-08-26,00658L,254,53,1313,5336,22,0,39
2016-08-29,00658L,138,210,1236,5336,0,5,44
2016-08-30,00658L,23,162,1097,5336,0,1,45
2016-08-31,00658L,4,380,721,5211,10,46,81
2016-09-01,00658L,10,58,673,5211,5,17,93
2016-09-02,00658L,20,42,651,5211,0,1,94
2016-09-05,00658L,61,414,298,5211,1,4,97
2016-09-06,00658L,1,7,292,5086,6,0,91
2016-09-07,00658L,151,5,438,5086,16,0,75
2016-09-08,00658L,25,0,463,4961,10,0,65
2016-09-09,00658L,20,66,417,4961,0,0,65
2016-09-10,00658L,23,0,440,4961,0,0,65
2016-09-12,00658L,250,53,637,4586,37,0,28
2016-09-13,00658L,53,26,664,4586,0,3,31
2016-09-14,00658L,172,55,781,4586,5,0,26
2016-09-19,00658L,422,2,1201,4586,11,0,15
2016-09-20,00658L,170,191,1180,4586,0,0,15
2016-09-21,00658L,30,289,921,4586,0,13,28
2016-09-22,00658L,43,63,901,4586,2,1,27
2016-09-23,00658L,114,83,882,4586,1,1,27
2016-09-26,00658L,130,150,862,4586,2,0,25
2016-09-29,00658L,0,154,708,4586,0,12,37
2016-09-30,00658L,220,0,928,4586,6,1,32
2016-10-03,00658L,15,162,781,4461,1,12,43
2016-10-04,00658L,1,43,739,4461,10,23,56
2016-10-05,00658L,0,40,699,4336,0,0,56
2016-10-06,00658L,0,199,500,4086,0,0,56
2016-10-07,00658L,1,42,459,4086,0,0,56
2016-10-11,00658L,17,145,331,4086,0,0,56
2016-10-12,00658L,31,166,196,3961,0,0,56
2016-10-13,00658L,203,22,377,3961,1,0,55
2016-10-14,00658L,3,7,373,3961,0,0,55
2016-10-17,00658L,3,4,372,3961,0,0,55
2016-10-18,00658L,5,12,365,3836,0,0,55
2016-10-19,00658L,5,133,237,3836,0,0,55
2016-10-20,00658L,13,41,209,3836,0,0,55
2016-10-21,00658L,13,106,116,3836,0,0,55
2016-10-24,00658L,61,19,158,3836,29,0,26
2016-10-25,00658L,1,68,91,3836,3,2,25
2016-10-26,00658L,73,12,152,3836,0,0,25
2016-10-27,00658L,1,49,104,3836,1,1,25
2016-10-28,00658L,0,40,64,3836,0,0,25
