date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2026-04-08,00400A,0,0,0,187910,0,0,0,,,,
2026-04-09,00400A,771,0,771,187910,0,0,0,,,,
2026-04-10,00400A,1490,85,2176,192410,0,0,0,,,,
2026-04-13,00400A,1626,193,3609,209160,0,0,0,,,,
2026-04-14,00400A,1050,592,4065,213535,0,1,1,,,,
2026-04-15,00400A,1062,218,4909,219160,0,2,3,,,,
2026-04-16,00400A,1491,731,5660,225160,2,1,2,,,,
2026-04-17,00400A,2083,462,7259,266160,0,0,2,,,,
2026-04-20,00400A,1871,1593,7534,284410,0,1,3,,,,
2026-04-21,00400A,2410,381,9551,303910,0,0,3,,,,
2026-04-22,00400A,2965,836,11680,338535,0,1,4,,,,
2026-04-23,00400A,3428,2678,12430,355035,2,93,95,,,,
2026-04-24,00400A,3320,900,14850,355035,88,66,73,,,,
2026-04-27,00400A,2070,1599,15321,366535,36,0,37,,,,
2026-04-28,00400A,373,536,15151,366535,30,7,14,,,,
2026-04-29,00400A,836,2046,13941,367535,7,0,7,,,,
2026-04-30,00400A,912,2009,12827,363785,0,36,43,,,,
2026-05-04,00400A,2644,838,14535,363785,0,484,527,,,,
2026-05-05,00400A,2431,753,16208,367910,443,14,98,,,,
2026-05-06,00400A,1513,894,16827,370910,54,11,55,,,,
2026-05-07,00400A,1064,2029,15862,380785,1,5,59,,,,
2026-05-08,00400A,565,813,15614,385660,15,2,46,,,,
2026-05-11,00400A,3613,727,18494,385660,27,24,43,,,,
2026-05-12,00400A,684,685,18493,385910,15,0,28,,,,
2026-05-13,00400A,534,309,18718,385910,15,0,13,,,,
2026-05-14,00400A,780,569,18346,385910,0,2,15,,,,
2026-05-15,00400A,2140,2386,18099,385910,4,31,42,,,,
2026-05-18,00400A,533,2979,15650,385160,40,0,2,,,,
2026-05-19,00400A,336,916,15070,384785,0,60,62,,,,
2026-05-20,00400A,229,314,14982,383035,10,1,53,,,,
2026-05-21,00400A,1099,232,15809,382160,1,32,84,,,,
2026-05-22,00400A,2291,1197,16884,381910,45,2,41,,,,
2026-05-25,00400A,813,1415,16276,381910,10,6,37,,,,
2026-05-26,00400A,826,2168,14924,381910,0,2,39,,,,
2026-05-27,00400A,1586,825,15673,381910,0,27,66,,,,
2026-05-28,00400A,3181,2233,16621,383160,33,0,33,,,,
2026-05-29,00400A,1552,2940,15232,382535,0,0,33,,,,
2026-06-01,00400A,556,604,15178,382535,0,1,34,,,,
2026-06-02,00400A,2419,3313,14284,376160,0,5,39,,,,
2026-06-03,00400A,185,1242,13123,376160,5,43,77,,,,
2026-06-04,00400A,630,1083,12670,377035,41,0,36,,,,
2026-06-05,00400A,444,425,12689,377410,3,99,132,,,,
2026-06-08,00400A,1101,2342,11447,377410,99,84,117,,,,
2026-06-09,00400A,979,620,11806,377410,0,1,118,,,,
2026-06-10,00400A,231,1101,10935,377410,82,1,37,,,,
2026-06-11,00400A,185,636,10458,377410,11,30,56,,,,
2026-06-12,00400A,963,335,11072,377410,0,30,86,,,,
2026-06-15,00400A,729,1492,10291,375285,0,1,87,,,,
2026-06-16,00400A,1081,597,10757,374535,0,4,91,,,,
2026-06-17,00400A,323,180,10900,371160,2,2,91,,,,
2026-06-18,00400A,357,432,10514,369285,11,112,192,,,,
2026-06-22,00400A,1760,226,12024,376660,149,2,45,,,,
2026-06-23,00400A,821,2051,10794,388285,0,9,54,,,,
2026-06-24,00400A,961,558,11193,398535,5,0,49,,,,
2026-06-25,00400A,789,741,11237,398785,0,1,50,,,,
2026-06-26,00400A,2056,717,12566,411785,1,125,165,,,,
2026-06-29,00400A,518,975,12098,431035,109,3,59,,,,
